@relation HK2.arff-weka.filters.unsupervised.attribute.Standardize

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute feature16 numeric
@attribute feature17 numeric
@attribute feature18 numeric
@attribute feature19 numeric
@attribute feature20 numeric
@attribute feature21 numeric
@attribute feature22 numeric
@attribute feature23 numeric
@attribute feature24 numeric
@attribute feature25 numeric
@attribute CLASS {WildType,HitMain1,HitMain2,Mitotic,NO_TET,Garbage}

@data
-2.339197,-1.164745,-2.454109,-1.377965,-3.146378,-1.506986,-3.681141,-1.793276,-3.417345,-2.010544,-1.425683,-1.724102,-2.733771,-2.144165,-3.481681,-2.852711,-1.963683,-3.443582,-3.44686,-2.178701,-3.201658,2.11598,-2.839365,-1.084988,-1.128925,Garbage
-2.339197,-1.164745,-2.454109,-1.377965,-3.146378,-1.506986,-3.681141,-1.793276,-3.417345,-2.010544,-1.425683,-1.724102,-2.733771,-2.144165,-3.481681,-2.852711,-1.963683,-3.443582,-3.44686,-2.178701,-3.201658,2.11598,-2.839365,-1.084988,-1.128925,Garbage
-2.339197,-1.164745,-2.454109,-1.377965,-3.146378,-1.506986,-3.681141,-1.793276,-3.417345,-2.010544,-1.425683,-1.724102,-2.733771,-2.144165,-3.481681,-2.852711,-1.963683,-3.443582,-3.44686,-2.178701,-3.201658,2.11598,-2.839365,-1.084988,-1.128925,Garbage
-2.339197,-1.164745,-2.454109,-1.377965,-3.146378,-1.506986,-3.681141,-1.793276,-3.417345,-2.010544,-1.425683,-1.724102,-2.733771,-2.144165,-3.481681,-2.852711,-1.963683,-3.443582,-3.44686,-2.178701,-3.201658,2.11598,-2.839365,-1.084988,-1.128925,Garbage
-0.038401,-0.153241,0.394991,1.385425,1.356847,2.049963,0.332107,0.477892,0.934212,1.975991,-0.640863,0.985698,0.399378,1.492733,-0.264278,0.085902,1.526821,0.711659,0.859969,0.671225,0.757579,-0.041056,0.425943,1.07738,2.163797,Garbage
-0.446192,-0.746616,-0.174583,0.622508,0.671596,0.542824,0.28925,0.189601,0.418521,0.69672,-0.470123,0.535557,0.297654,0.427348,-0.119327,-0.272268,0.506765,0.481334,0.627395,0.250368,0.480636,0.087502,0.321437,0.248304,0.422525,HitMain2
-0.438675,-0.725094,-0.261143,0.269198,0.785101,0.780793,0.262876,0.28101,0.419253,0.880734,-0.415374,0.210338,0.520629,1.17329,0.133242,-0.163363,1.147571,0.592713,0.575424,0.242749,0.4111,-0.416699,0.531741,-0.977508,1.489274,HitMain2
-0.446192,-0.746616,-0.174583,0.622508,0.671596,0.542824,0.28925,0.189601,0.418521,0.69672,-0.470123,0.535557,0.297654,0.427348,-0.119327,-0.272268,0.506765,0.481334,0.627395,0.250368,0.480636,0.087502,0.321437,0.248304,0.422525,HitMain2
-0.251066,-0.378703,0.113747,0.958347,0.26298,0.438319,0.189248,-0.379949,0.231994,0.328694,-0.175313,-0.589357,0.744819,1.249794,0.529513,-0.014185,1.339616,0.604919,0.339196,-0.604153,-0.30782,-1.080972,0.705877,0.996232,-0.684171,HitMain2
-0.656352,-0.728169,-0.598451,-0.379185,-0.214794,-0.488377,0.159577,-0.323697,-0.118383,-0.494325,-0.159281,0.177033,0.506111,1.053545,0.244075,-0.207025,0.955271,0.544143,0.474101,0.419627,0.441508,-0.450232,0.534404,-0.156359,-0.063748,HitMain2
-0.698948,-0.782484,-0.805457,-1.048921,0.510578,0.831157,0.334305,0.203664,0.44778,0.679075,-0.398743,0.446505,0.190539,-0.136709,-0.036696,0.347906,-0.03664,0.380604,0.546136,0.29234,0.487777,0.306813,0.183688,-0.63478,-0.80684,WildType
-0.306503,-0.430969,-0.077857,0.450706,0.290432,-0.025029,0.462879,0.224758,0.287587,0.042591,-0.453879,-0.342982,0.679595,1.233925,0.336572,0.250061,1.313412,0.716336,0.554459,-0.434323,-0.110853,-0.862079,0.674199,-0.046729,0.654495,HitMain2
-0.241357,-0.416621,-0.082786,-0.000638,0.935032,0.72917,0.434307,0.309136,0.880083,1.026936,0.412475,-0.697694,0.703015,0.485903,0.764782,0.062631,0.653786,0.352067,0.074667,-0.485992,-0.317708,-1.25354,0.692959,0.757895,0.445329,WildType
-0.299926,-0.053833,-0.077857,0.324524,1.040618,0.813529,0.473868,0.203664,1.07173,1.158014,-0.240287,-0.220786,0.598992,0.874152,0.331504,0.031645,0.920363,0.591611,0.451203,-0.197024,0.070454,-0.679474,0.601512,0.230435,-0.990214,HitMain2
-0.746242,-0.907513,-0.876923,-1.160544,0.380708,0.892853,0.1365,-0.499484,0.212976,0.614797,-0.27353,0.4583,0.023832,-0.276632,-0.006795,0.209571,-0.312933,0.237413,0.455764,0.389908,0.528434,0.551093,0.004241,-0.939621,-0.425622,NO_TET
-0.591519,-0.496558,-0.15764,1.22333,0.665261,0.901666,0.203534,-0.169004,0.481428,0.890817,-0.003324,-0.513773,0.665451,0.702766,0.578539,-0.166232,0.796254,0.517434,0.267515,-0.367124,-0.137459,-1.068179,0.683837,0.421885,0.920121,HitMain2
-0.52418,-0.716896,-0.344623,-0.09673,0.267204,0.083253,0.21782,-0.246351,0.308068,0.191314,-0.433025,-0.446155,0.761474,1.919245,0.409818,0.806248,1.963004,0.760524,0.529122,-0.510627,-0.193302,-1.102952,0.733196,0.215523,-0.92888,HitMain1
-0.83895,-1.069436,-0.979502,-1.29352,-0.151443,-0.453122,0.327712,-0.09869,0.011088,-0.486762,-0.255879,2.845351,-2.383779,-1.008991,-0.695074,0.650852,-1.304798,-0.401707,0.436613,2.390246,1.516784,2.041306,-2.144954,-0.963804,-0.865186,NO_TET
-0.83018,-1.055088,-0.965024,-1.27799,1.499915,3.973863,0.288151,0.161475,0.791574,2.820436,-0.531876,3.935248,-2.226505,-0.608798,-0.864108,0.593203,-1.074708,-0.170513,0.731744,3.380235,1.87352,1.974268,-1.853903,-0.903212,-0.770668,NO_TET
1.171819,0.032253,1.004302,-0.512161,0.557036,0.015262,0.420021,0.302105,0.642353,0.381629,-0.109654,-0.195009,0.204429,-0.520289,0.320955,0.306792,-0.494919,0.209758,0.238036,-0.165445,0.093547,0.116466,0.214046,-0.085422,-0.740315,WildType
1.728383,2.384229,1.745456,1.619348,1.352095,2.461687,0.383756,0.977127,0.695019,1.953304,1.721448,-0.989498,0.746118,-0.120706,1.002934,0.384941,0.036265,-0.189887,-0.542416,-0.846626,-0.733217,-1.58676,0.650277,0.886602,0.613763,Mitotic
1.714915,0.690191,1.250429,0.3187,0.431389,-0.113166,0.406834,1.005253,0.436808,0.232906,0.053642,0.246977,-0.216084,-0.855122,0.252143,-0.400017,-0.787746,0.023458,0.171335,0.585219,0.439815,0.597299,-0.091564,-0.558335,0.667234,WildType
1.160231,2.916114,1.687852,2.578332,0.486294,1.127045,0.402438,1.152914,0.530437,0.8341,0.07916,-0.518982,0.695396,-0.05104,0.416732,0.784296,0.334391,0.474679,0.088099,-0.648094,-0.331533,-1.361378,0.740405,1.297177,-0.94728,Mitotic
1.371017,3.985008,2.131743,3.696501,0.780877,0.831157,0.317821,0.597427,0.614557,0.960137,0.876916,-0.907953,0.568636,-0.694137,0.817061,0.709594,-0.604511,0.044932,-0.306578,-0.875971,-0.658306,-1.152933,0.59123,1.960867,1.457821,Mitotic
-0.150841,-0.667704,-0.467225,-0.691728,0.174288,-0.333508,0.551891,2.664681,0.331475,-0.127558,0.304491,-0.239473,0.377683,-0.105548,0.383281,-0.650004,-0.13914,0.146677,0.090877,-0.137019,0.091963,-0.192111,0.324752,-0.762816,-0.926835,NO_TET
0.393508,-0.668729,0.482167,-0.263679,0.511106,-0.130793,0.303535,0.344294,0.537752,0.345079,-0.299946,-0.464863,0.633664,0.562253,0.446898,0.327425,0.67792,0.595217,0.421301,-0.483972,-0.179517,-0.822433,0.635458,-0.473023,0.005922,HitMain1
0.905596,0.328427,0.831489,-0.222913,-0.023685,-0.527409,0.347492,0.295073,0.063023,-0.382152,-0.13665,0.034474,0.068563,-0.678205,0.174612,1.253336,-0.556694,0.181929,0.289902,-0.008839,0.247182,0.403913,0.073922,-0.959102,0.120885,WildType
-0.348473,-0.614413,-0.517744,-0.921768,0.029108,-0.027547,0.231007,-0.309634,0.026449,-0.128819,-0.380388,0.362768,0.14027,-0.118649,0.085856,0.224975,-0.118897,0.350271,0.530644,0.428701,0.52449,0.272912,0.191299,-0.837515,-0.615916,WildType
-0.039653,-0.121471,-0.306118,-0.41898,0.761344,0.795902,0.340899,0.063034,0.704529,0.917284,0.238532,0.255507,0.474528,0.772832,0.237282,-0.649738,0.938842,0.277854,0.273066,0.558398,0.518046,-0.317516,0.426056,-0.217085,-0.840967,WildType
1.918184,1.694521,1.053897,1.772707,0.356951,0.080735,0.335404,-0.049469,0.43754,0.231646,1.002023,-0.371638,0.629507,0.819532,0.642431,-0.837964,0.730761,0.057327,-0.1404,0.032437,0.019351,-0.966673,0.57461,0.016953,-0.005087,WildType
1.543906,2.376031,1.319431,1.656232,0.929753,0.999876,0.311228,0.105223,0.632844,1.122724,0.517326,-0.653945,0.730755,0.94166,0.681289,-0.667701,0.944597,0.27129,0.012619,-0.508435,-0.285111,-1.316356,0.704326,0.605138,-0.381744,WildType
0.460533,-0.015914,0.481243,-0.140409,-0.11924,-0.725087,0.468373,0.674773,0.058634,-0.588852,0.749081,-0.094807,0.207699,-0.338221,0.365807,0.649524,-0.434923,0.039965,0.015389,0.123554,0.24912,0.079172,0.213327,0.700124,1.364246,WildType
-0.447132,-0.110198,-0.405308,-0.110319,-0.252805,-0.561404,0.260678,1.701369,-0.179827,-0.562384,0.668198,-0.477364,0.661117,-0.504638,0.59559,-0.72001,-0.054226,0.138417,-0.291666,-0.26362,-0.082798,-1.38452,0.683497,0.857045,-0.681969,HitMain2
-0.032763,0.241317,0.203387,0.510885,0.147364,0.007707,0.447494,0.534143,0.236383,-0.054457,0.215073,-0.743516,0.65121,0.052674,0.699006,0.459454,0.181246,0.389455,0.109907,-0.675123,-0.422808,-1.082134,0.652616,0.119193,-0.011692,Garbage
-0.025872,0.069146,0.148555,0.301229,0.680571,0.748056,0.351888,0.105223,0.400234,0.719407,0.712757,-0.426182,0.427325,-0.250832,0.544199,0.165896,-0.216204,0.103376,-0.05103,-0.239271,-0.039192,-0.417655,0.407562,-0.552558,1.15335,WildType
0.115383,0.180852,0.269001,0.291522,0.64784,0.253231,0.527715,0.597427,0.534094,0.479938,-0.207272,-0.058073,0.488589,0.367649,0.225194,0.070025,0.53859,0.494292,0.414039,-0.084223,0.184253,-0.429159,0.508389,1.197758,0.797452,WildType
0.958527,0.491375,0.90388,-0.032669,0.951398,0.45091,0.510132,0.590395,0.968592,0.912243,0.44468,-0.593112,0.514675,-0.295837,0.610943,0.035831,-0.171238,0.185048,0.001365,-0.483811,-0.232858,-0.602477,0.472377,1.389744,0.575547,WildType
1.042779,1.161611,0.94947,0.375967,0.030164,-0.294476,0.239798,0.020846,0.008894,-0.220825,1.196099,-0.896221,0.278058,-1.198841,0.807301,0.366971,-1.082027,-0.335426,-0.580852,-0.862441,-0.640591,-0.420453,0.247609,1.303491,0.350968,WildType
0.232521,0.429885,0.367267,0.339083,1.364766,1.110676,0.458483,0.597427,1.167554,1.599142,-0.120406,-0.412225,0.599,0.379026,0.438016,-0.12784,0.547255,0.512478,0.3274,-0.391063,-0.102421,-0.743565,0.59606,-0.446018,2.609652,WildType
-0.62973,-0.407398,-0.522056,-0.073435,0.44142,0.95203,0.162874,0.126318,0.242235,0.697981,-0.31325,-0.486655,0.765114,1.361219,0.362845,0.556314,1.148812,0.708383,0.300321,-0.677954,-0.358172,-1.357079,0.777631,-0.684759,-0.737799,HitMain1
-0.332186,-0.354107,0.059223,0.909815,1.28716,1.11949,0.305733,0.646647,1.142683,1.613006,-0.08227,-0.175356,0.533878,0.536387,0.381705,-0.323118,0.610322,0.464529,0.358302,-0.009903,0.153765,-0.578471,0.544362,2.362172,-0.152762,HitMain2
-0.650401,-0.609289,-0.479546,0.02751,0.016438,-0.280626,0.159577,-0.274477,0.103986,-0.171671,-0.041108,-0.350952,0.609742,0.719316,0.477985,0.02774,0.693829,0.528875,0.327359,-0.195056,0.010262,-0.781816,0.619393,0.079829,1.862472,HitMain2
-0.315899,-0.375628,-0.388057,-0.735407,-0.711575,-0.940392,0.040894,-0.76668,-0.460714,-1.111904,-0.147138,-0.257779,0.330729,-0.392175,0.358649,0.37159,-0.275202,0.314715,0.29644,-0.220215,0.050649,-0.104368,0.34145,0.177636,-0.386619,WildType
-0.792596,-0.970028,-0.922514,-1.217811,0.164786,-0.154716,0.1365,-0.19713,0.185911,0.04007,-0.373085,1.999942,-1.071197,-0.532086,-0.467022,0.237149,-0.819161,-0.019751,0.601393,1.807713,1.285209,1.60024,-1.034157,-0.746023,-1.014591,NO_TET
-0.780694,-1.067386,-0.92159,-1.291579,0.46676,-0.026288,0.333206,0.477892,0.368781,0.303486,-0.496309,4.292303,-2.512763,-0.643171,-0.873858,0.318692,-1.152848,-0.239973,0.729696,3.939561,1.996098,2.030178,-2.069479,-0.81266,-0.798976,NO_TET
-0.621586,-0.518079,-0.415473,0.407998,-0.110265,-0.197525,0.044191,-0.590893,-0.137401,-0.247293,0.141705,-0.075008,0.535448,0.713885,0.317067,-0.342904,0.786086,0.406138,0.289144,0.067787,0.243993,-0.557532,0.520506,1.472504,-0.081362,HitMain2
-0.695502,-0.744566,-0.627099,-0.385008,-0.153555,-0.388908,0.101335,-0.611987,-0.074494,-0.370809,0.131568,0.252856,0.402455,0.604395,0.228051,-0.17046,0.593974,0.396752,0.346079,0.534044,0.511442,-0.328984,0.453984,-0.902944,-0.490731,HitMain2
-0.53984,-0.711771,-0.415781,-0.137497,0.023829,-0.053988,0.137599,-0.506515,0.046199,-0.084706,-0.243067,0.060013,0.515373,0.826546,0.270495,-0.120301,0.890528,0.565443,0.516309,0.242936,0.349477,-0.474252,0.537239,-0.831469,0.418593,HitMain2
0.359055,-0.043585,0.201847,-0.461688,-0.189982,-0.679759,0.254084,-0.028375,-0.08693,-0.569947,-0.558115,0.449904,0.385944,0.805601,0.093675,0.366036,0.724056,0.627428,0.744711,0.613339,0.601798,-0.027144,0.401165,-0.653052,0.174356,WildType
0.620267,0.358147,0.459372,-0.240384,0.089292,-0.251666,0.409032,-0.077595,0.260522,-0.20318,0.244199,-0.537939,0.454593,-0.330039,0.5362,0.870234,-0.282236,0.220123,0.075788,-0.485753,-0.207021,-0.436434,0.440602,0.33093,0.148407,WildType
0.688232,-0.031287,0.478163,-0.470424,-0.311933,-0.80441,0.457384,-0.077595,-0.054745,-0.838404,-0.167218,-0.207575,0.426879,0.083418,0.335975,0.210958,0.062007,0.397009,0.363752,-0.16182,0.092883,-0.259489,0.431082,-0.158509,0.70891,WildType
0.634675,0.72401,0.484632,0.017804,-0.010486,-0.167307,0.271667,-0.274477,0.123004,-0.210742,0.241101,-0.697858,0.487679,-0.478793,0.657741,0.058891,-0.419416,0.138409,-0.062154,-0.636361,-0.373679,-0.637951,0.485166,0.31024,0.056562,WildType
-0.420196,-0.57137,-0.676695,-0.828587,-0.032659,-0.334767,0.488154,0.161475,0.194689,-0.383413,1.709023,-0.368698,-0.154658,-1.035593,0.504288,-1.11901,-1.15228,-0.561217,-0.585783,-0.185343,-0.018574,0.559622,-0.261139,-0.539123,-0.597359,NO_TET
2.040647,1.559244,1.654583,0.801104,0.289905,-0.003624,0.523319,3.023287,0.35854,0.104349,0.910159,-0.470714,0.371679,-0.399487,0.656197,-0.899437,-0.452517,-0.147187,-0.298118,-0.155748,-0.068732,-0.404013,0.316431,-0.169525,2.916325,WildType
0.382545,0.095792,0.240969,-0.404421,-0.235384,-0.474527,0.157379,-0.52761,-0.039384,-0.504408,-0.386636,-0.024239,0.461155,0.374298,0.196494,-0.005269,0.463838,0.526473,0.537774,-0.077486,0.19498,-0.222166,0.44093,-0.323894,-0.77979,WildType
0.535076,0.205448,0.459064,-0.296681,-0.235384,-0.536222,0.293645,-0.225256,-0.088392,-0.597675,-0.46069,0.349696,0.172665,0.035738,-0.025385,0.904247,-0.062429,0.402972,0.574072,0.138206,0.393984,0.348159,0.172137,-0.155419,-0.154963,WildType
0.179276,1.19953,0.488328,1.095206,0.250838,-0.018734,0.357382,0.534143,0.420716,0.100568,1.123171,-0.834533,0.694407,0.10356,0.856649,0.340649,0.239742,0.087069,-0.226969,-0.666449,-0.493633,-1.305348,0.655506,-0.667428,-0.14537,WildType
0.049923,0.741432,0.091259,0.284728,0.340586,0.763166,0.144192,-0.485421,0.179328,0.515228,1.256725,-0.301246,0.228971,-0.493593,0.518557,0.799363,-0.63,-0.182704,-0.244189,-0.022587,0.08332,0.072159,0.166319,-0.20674,0.415448,WildType
-0.768166,-0.383827,-0.954242,-0.813057,0.429805,0.186499,0.274964,0.056003,0.41779,0.370286,2.733852,-0.43295,-0.918411,-1.819967,0.550786,-1.646666,-1.567045,-1.399848,-1.397656,-0.239006,-0.232172,1.299787,-1.144352,-0.947548,-0.806997,NO_TET
0.248494,-0.154266,0.494797,0.325495,0.837894,0.454687,0.378262,0.245853,0.765241,0.844183,-0.403794,-0.141128,0.60998,1.144814,0.194473,0.90466,1.136349,0.608725,0.5323,-0.3121,0.023171,-0.604574,0.589996,0.776569,-0.796145,HitMain1
-0.870897,-1.085833,-1.006918,-1.303227,-0.153555,-0.568959,0.209029,-0.056501,-0.045235,-0.470378,-0.131564,2.638802,-2.654611,-1.118841,-0.622533,0.653293,-1.41824,-0.553583,0.290298,2.332729,1.496771,2.071453,-2.313713,-0.856593,-0.944764,NO_TET
-0.061265,-0.726119,0.072777,-0.209324,0.478375,0.525196,0.198039,-0.408075,0.499715,0.59337,-0.552395,-0.251709,0.69207,1.616271,0.289451,0.388295,1.638384,0.767313,0.635957,-0.340651,-0.020464,-0.767302,0.66314,0.066931,-0.305784,HitMain1
-0.310575,-0.109174,-0.209084,-0.149145,-0.32302,0.041703,0.393647,0.337262,-0.112531,-0.447691,0.230929,-0.232197,0.345892,-0.128327,0.255518,1.543921,-0.341703,0.119395,0.040343,-0.368558,-0.039809,-0.212107,0.351099,1.115401,0.00891,Mitotic
-0.310575,-0.109174,-0.209084,-0.149145,-0.32302,0.041703,0.393647,0.337262,-0.112531,-0.447691,0.230929,-0.232197,0.345892,-0.128327,0.255518,1.543921,-0.341703,0.119395,0.040343,-0.368558,-0.039809,-0.212107,0.351099,1.115401,0.00891,Mitotic
0.458341,0.094767,0.297957,-0.426745,-0.215322,-0.069097,0.216721,-0.647145,-0.056939,-0.353164,-0.228936,-0.065637,0.305477,-0.268685,0.272739,-0.050553,-0.134258,0.364146,0.383754,-0.001983,0.20982,-0.023836,0.325428,-0.041893,0.548025,WildType
0.561385,0.04865,0.321984,-0.371419,-0.234328,-0.516077,0.245293,-0.534641,-0.107411,-0.574988,-0.206762,-0.036218,0.39433,0.041081,0.231902,-0.110622,0.185787,0.424274,0.410535,-0.026524,0.206955,-0.16394,0.394554,-0.734468,-0.019713,WildType
-0.038714,0.181877,-0.08371,-0.286004,-0.271811,-0.085466,0.172764,-0.710428,-0.163003,-0.414922,0.007904,-0.315541,0.273127,-0.571675,0.387561,1.216376,-0.474652,0.221549,0.176166,-0.283825,-0.007562,-0.104155,0.308023,0.479387,-0.657435,WildType
-0.29053,0.212622,-0.606461,-0.312211,0.448811,0.220495,0.511231,0.09116,0.615288,0.306007,4.388704,-1.212149,0.686663,-0.839813,1.214978,-1.56722,-0.825804,-1.050873,-1.317449,-1.16644,-1.143946,-1.301962,0.327923,-0.872849,-0.993674,NO_TET
0.271358,-0.092776,0.092491,-0.546133,-0.134549,-0.312103,0.2376,0.506018,0.027181,-0.364507,-0.179097,-0.121674,0.335048,-0.185673,0.30273,0.215795,-0.105126,0.384446,0.395399,-0.053932,0.169078,-0.103539,0.357168,-0.675623,-0.031351,WildType
-0.793222,-0.872669,-0.776193,-0.674257,-0.288704,-0.197525,0.120016,-0.534641,-0.139596,-0.430046,-0.07407,0.305908,0.378895,0.544089,0.206307,-0.088761,0.565082,0.429913,0.450692,0.59061,0.532944,-0.164953,0.398451,-0.040012,0.449103,HitMain2
-0.461539,-0.328486,0.033655,1.180622,0.049697,-0.12072,0.592551,1.813873,0.251013,-0.228388,-0.259434,-0.213199,0.553099,0.639108,0.426345,0.05787,0.617829,0.563705,0.477535,-0.004221,0.151962,-0.583607,0.577468,1.564265,5.018056,Garbage
-0.319658,-0.041535,-0.216477,-0.08023,0.800411,2.274082,0.271667,-0.211193,0.522391,1.568893,-0.101206,0.3571,0.004924,-0.433871,0.051875,1.697306,-0.39721,0.177922,0.289364,0.33747,0.480899,0.261784,0.144443,-0.14064,-0.710749,Mitotic
-0.590892,-0.806055,-0.619398,-0.814028,-0.196845,-0.366244,0.245293,-0.190099,-0.075226,-0.470378,0.023074,0.414632,0.111609,-0.181041,0.164619,-0.325316,-0.141259,0.236038,0.362116,0.710366,0.612296,0.324493,0.13124,-0.632362,-0.553166,HitMain2
-0.852418,-1.036641,-0.980734,-1.26246,-0.287649,-0.532445,0.225512,-0.415106,-0.124235,-0.61532,-0.245707,1.705352,-1.460697,-0.927303,-0.401061,0.559567,-1.134148,-0.220751,0.408258,1.523025,1.152013,1.797132,-1.435541,-0.727213,-0.75557,NO_TET
