@relation CecogClassifier-weka.filters.unsupervised.attribute.Remove-R144

@attribute ch_acd numeric
@attribute ch_area_ratio numeric
@attribute ch_cc numeric
@attribute ch_max_val_0 numeric
@attribute ch_max_val_1 numeric
@attribute ch_max_val_2 numeric
@attribute ch_mean_area numeric
@attribute ch_rugosity numeric
@attribute ch_thresh_cc numeric
@attribute ch_variance_area numeric
@attribute circularity numeric
@attribute dist_max numeric
@attribute dist_min numeric
@attribute dist_ratio numeric
@attribute dyn_distance_nb_max numeric
@attribute dyn_distance_radius_0 numeric
@attribute dyn_distance_radius_1 numeric
@attribute dyn_distance_radius_2 numeric
@attribute dyn_distance_radius_3 numeric
@attribute eccentricity numeric
@attribute ellip_axis_ratio numeric
@attribute ellip_major_axis numeric
@attribute ellip_minor_axis numeric
@attribute granu_close_area_1 numeric
@attribute granu_close_area_2 numeric
@attribute granu_close_area_3 numeric
@attribute granu_close_area_5 numeric
@attribute granu_close_area_7 numeric
@attribute granu_close_volume_1 numeric
@attribute granu_close_volume_2 numeric
@attribute granu_close_volume_3 numeric
@attribute granu_close_volume_5 numeric
@attribute granu_close_volume_7 numeric
@attribute granu_open_area_1 numeric
@attribute granu_open_area_2 numeric
@attribute granu_open_area_3 numeric
@attribute granu_open_area_5 numeric
@attribute granu_open_area_7 numeric
@attribute granu_open_volume_1 numeric
@attribute granu_open_volume_2 numeric
@attribute granu_open_volume_3 numeric
@attribute granu_open_volume_5 numeric
@attribute granu_open_volume_7 numeric
@attribute gyration_radius numeric
@attribute gyration_ratio numeric
@attribute h16_2ASM numeric
@attribute h16_2CON numeric
@attribute h16_2COR numeric
@attribute h16_2COV numeric
@attribute h16_2DAV numeric
@attribute h16_2ENT numeric
@attribute h16_2IDM numeric
@attribute h16_2PRO numeric
@attribute h16_2SAV numeric
@attribute h16_2SET numeric
@attribute h16_2SHA numeric
@attribute h16_2SVA numeric
@attribute h16_2VAR numeric
@attribute h16_2average numeric
@attribute h16_2variance numeric
@attribute h16_ASM numeric
@attribute h16_CON numeric
@attribute h16_COR numeric
@attribute h16_COV numeric
@attribute h16_DAV numeric
@attribute h16_ENT numeric
@attribute h16_IDM numeric
@attribute h16_PRO numeric
@attribute h16_SAV numeric
@attribute h16_SET numeric
@attribute h16_SHA numeric
@attribute h16_SVA numeric
@attribute h16_VAR numeric
@attribute h16_average numeric
@attribute h16_variance numeric
@attribute h1_2ASM numeric
@attribute h1_2CON numeric
@attribute h1_2COR numeric
@attribute h1_2COV numeric
@attribute h1_2DAV numeric
@attribute h1_2ENT numeric
@attribute h1_2IDM numeric
@attribute h1_2PRO numeric
@attribute h1_2SAV numeric
@attribute h1_2SET numeric
@attribute h1_2SHA numeric
@attribute h1_2SVA numeric
@attribute h1_2VAR numeric
@attribute h1_2average numeric
@attribute h1_2variance numeric
@attribute h1_ASM numeric
@attribute h1_CON numeric
@attribute h1_COR numeric
@attribute h1_COV numeric
@attribute h1_DAV numeric
@attribute h1_ENT numeric
@attribute h1_IDM numeric
@attribute h1_PRO numeric
@attribute h1_SAV numeric
@attribute h1_SET numeric
@attribute h1_SHA numeric
@attribute h1_SVA numeric
@attribute h1_VAR numeric
@attribute h1_average numeric
@attribute h1_variance numeric
@attribute h4_2ASM numeric
@attribute h4_2CON numeric
@attribute h4_2COR numeric
@attribute h4_2COV numeric
@attribute h4_2DAV numeric
@attribute h4_2ENT numeric
@attribute h4_2IDM numeric
@attribute h4_2PRO numeric
@attribute h4_2SAV numeric
@attribute h4_2SET numeric
@attribute h4_2SHA numeric
@attribute h4_2SVA numeric
@attribute h4_2VAR numeric
@attribute h4_2average numeric
@attribute h4_2variance numeric
@attribute h4_ASM numeric
@attribute h4_CON numeric
@attribute h4_COR numeric
@attribute h4_COV numeric
@attribute h4_DAV numeric
@attribute h4_ENT numeric
@attribute h4_IDM numeric
@attribute h4_PRO numeric
@attribute h4_SAV numeric
@attribute h4_SET numeric
@attribute h4_SHA numeric
@attribute h4_SVA numeric
@attribute h4_VAR numeric
@attribute h4_average numeric
@attribute h4_variance numeric
@attribute irregularity numeric
@attribute irregularity2 numeric
@attribute moment_I1 numeric
@attribute moment_I2 numeric
@attribute moment_I3 numeric
@attribute moment_I4 numeric
@attribute moment_I5 numeric
@attribute moment_I6 numeric
@attribute n2_avg numeric
@attribute n2_stddev numeric
@attribute n2_wavg numeric
@attribute n2_wdist numeric
@attribute n2_wiavg numeric
@attribute n_avg numeric
@attribute n_stddev numeric
@attribute n_wavg numeric
@attribute n_wdist numeric
@attribute n_wiavg numeric
@attribute perimeter numeric
@attribute princ_gyration_ratio numeric
@attribute princ_gyration_x numeric
@attribute princ_gyration_y numeric
@attribute roisize numeric
@attribute skewness_x numeric
@attribute skewness_y numeric
@attribute class {homogeneous,fine_speckled,coarse_speckled,centromere,nucleolar,cytoplasmatic}

@data
0.040914,0.984359,14,0.003554,0.001673,0.001464,4.714286,1,1,15.489796,1.346043,52.952809,29.698485,0.560848,1,40,0,0,0,0.086781,0.738171,0.666579,0.492049,0,0.000209,0,0.000209,0,0.025224,0.013373,0.014345,0.017705,0.014268,0.000418,0.000209,0.000627,0.000627,0.0023,0.031203,0.021161,0.026216,0.036007,0.030462,0.414258,0.007823,0.009575,47.499884,0.101514,1.379513,5.049981,5.368065,0.21805,23480.2022,17.897026,3.361959,1211.43354,53.860752,8.861384,6.423561,8.861384,0.10518,2.106141,1.74934,0.195396,1.038084,2.689287,0.581304,43.984789,5.613287,1.851505,10.955686,2.426583,0.446988,2.287601,0.446988,0.037401,1.886375,0.050906,2.729904,0.8939,4.108881,0.63831,49711.7658,15.971981,3.361423,1470.96206,86.928305,20.583045,7.539841,20.583045,0.270076,0.201793,1.054795,0.367319,0.198378,1.837621,0.901153,84.823901,5.23547,1.744921,12.3957,3.773342,0.925111,2.518546,0.925111,0.02216,11.349752,0.072219,2.200399,2.146176,4.718674,0.430565,40779.6466,16.466887,3.383924,1439.63498,78.32398,15.756269,7.16064,15.756269,0.201519,0.627584,1.421696,0.296997,0.462104,2.203715,0.785175,70.384936,5.330847,1.842209,12.525934,3.386697,0.723001,2.434372,0.723001,0.371565,0.014949,0.17161,0.002556,0.000508,0.000019,0,0,21.716078,7.576053,15029.2983,822.153878,0.13287,64.854694,38.610734,38933.3458,822.153878,0.457648,330,0.738171,0.33329,0.246025,4783,0.199264,0.110978,nucleolar
0.048024,0.99045,13,0.003068,0.000877,0.00073,4.538462,1,1,24.710059,1.254747,55.317267,38.832976,0.702005,1,48,0,0,0,0.055726,0.786155,0.636931,0.500726,0,0,0,0,0.000292,0.023578,0.015372,0.012679,0.014927,0.010495,0,0.000292,0,0.000584,0.000438,0.027415,0.015414,0.020588,0.022613,0.018277,0.405095,0.007323,0.012198,56.584467,0.053813,1.342143,5.871414,4.790799,0.192918,36551.5699,29.297122,3.388587,1764.14982,75.305515,15.720326,11.712854,15.720326,0.209205,0.621787,1.759076,0.176164,0.546055,1.783327,0.734546,3.250225,3.570769,1.36116,1.51481,0.823056,0.266423,1.512357,0.266423,0.039175,3.6606,0.031846,2.364765,1.29204,3.747215,0.563581,55412.4957,27.29412,3.24887,1701.13998,122.396388,30.744399,13.00104,30.744399,0.338607,0.135693,2.36906,0.223801,0.135693,1.331471,0.932153,4.887136,3.354073,1.292074,1.073614,1.346346,0.360138,1.60919,0.360138,0.022986,12.655421,0.036497,2.133982,2.613777,4.270515,0.367467,54651.8299,27.903327,3.388908,1934.48227,112.120361,26.983717,12.644775,26.983717,0.270136,0.270215,2.223782,0.212068,0.269824,1.552721,0.865127,4.462836,3.422387,1.418847,1.320806,1.191374,0.334279,1.576282,0.334279,0.19717,0.008399,0.164102,0.001501,0.000008,0,0,0,13.780424,3.273322,13883.58,1124.08868,0.062394,110.312491,46.382325,101260.601,1124.08868,0.584613,368,0.786155,0.318465,0.250363,6845,0.027786,0.016604,nucleolar
0.03871,0.989953,10,0.002298,0.001149,0.000957,3.8,1,0,9.36,1.288222,47.801674,34.205263,0.715566,1,45,0,0,0,0.031503,0.835779,0.618861,0.517231,0,0,0,0,0,0.022676,0.014561,0.016602,0.0239,0.030837,0,0,0,0.000383,0.000383,0.028579,0.021869,0.037066,0.069951,0.057421,0.403273,0.008436,0.00781,108.28681,0.05596,3.695807,7.448696,5.659763,0.210328,122156.84,17.037169,3.591159,4298.65409,122.978659,17.719331,4.794442,17.719331,0.090265,5.284003,0.960077,0.452183,1.622288,3.11807,0.498634,283.008976,5.722363,2.190203,44.889159,5.952215,0.926992,2.050038,0.926992,0.036998,3.018446,0.023362,6.735526,1.080714,4.266249,0.611908,185902.273,14.732237,3.41903,4955.35391,198.827891,45.985448,6.827298,45.985448,0.248275,0.270691,0.458123,0.913076,0.250586,2.122998,0.876718,442.430776,5.224136,1.973381,51.290591,9.655648,2.270614,2.486775,2.270614,0.022602,27.438568,0.035648,5.529937,3.132446,4.95605,0.413372,166018.465,15.352378,3.478154,4910.94402,180.16874,33.791447,6.110639,33.791447,0.182443,1.492645,0.672981,0.721995,0.709158,2.612629,0.718543,389.152483,5.369989,2.102083,51.016729,8.610493,1.682548,2.330415,1.682548,0.186303,0.008033,0.162629,0.000833,0.000067,0.000001,0,0,21.120452,12.796547,14475.1417,849.286672,0.117098,59.744542,58.270386,34973.8684,849.286672,0.370701,330,0.835779,0.30943,0.258616,5222,0.058546,0.068348,nucleolar
0.039342,0.985433,14,0.002915,0.001249,0.001249,4.357143,0.993421,0,9.515306,1.237406,45.310043,32,0.706245,1,38,0,0,0,0.063981,0.772165,0.642986,0.496491,0,0,0,0,0,0.027734,0.013824,0.009943,0.010098,0.010441,0,0.000208,0.000833,0.000416,0.001041,0.031666,0.015473,0.017722,0.022634,0.01233,0.406182,0.008964,0.013805,65.58934,0.035682,2.124635,6.454151,4.582557,0.171676,45486.5035,25.616408,3.310744,2090.18505,83.076626,20.356405,9.581128,20.356405,0.251107,0.454532,1.844395,0.158798,0.453011,1.400555,0.773647,1.305444,3.025091,1.13747,0.846787,0.557004,0.204221,1.28604,0.204221,0.044282,5.304526,0.029367,3.083175,1.553968,3.544774,0.53859,62747.0542,23.119675,3.102235,1692.51136,132.383466,33.245422,10.782854,33.245422,0.423624,0.100074,3.654196,0.170062,0.100074,1.012563,0.949963,1.145343,2.837565,0.998738,0.550232,0.882039,0.232772,1.368745,0.232772,0.027539,14.096809,0.03211,2.847189,2.810173,3.997632,0.357368,61001.1185,23.885085,3.273567,1956.95458,121.748366,30.002133,10.537456,30.002133,0.349644,0.193957,3.136122,0.168385,0.193957,1.188804,0.903021,1.171477,2.891253,1.109851,0.642875,0.80327,0.227092,1.348648,0.227092,0.173242,0.005458,0.164984,0.001742,0.000008,0,0,0,12.124089,2.633208,8631.17468,792.841349,0.078671,93.405163,48.03022,56157.2907,792.841349,0.822682,304,0.772165,0.321493,0.248246,4803,0.004708,0.026276,nucleolar
0.06332,0.986705,9,0.002947,0.002947,0.002105,6.444444,0.993671,0,22.469136,1.293407,50,30.232433,0.604649,1,40,0,0,0,0.070302,0.762132,0.653623,0.498147,0,0,0.000632,0.000421,0,0.022203,0.01494,0.015438,0.030171,0.065265,0.000421,0,0,0.000632,0.002105,0.033807,0.025153,0.039144,0.056076,0.083597,0.410905,0.008218,0.007494,96.217681,0.116628,1.568792,7.105622,5.493779,0.21654,56644.481,18.290578,3.455256,2535.50175,81.636774,8.773437,5.592478,8.773437,0.109202,5.333695,1.602287,0.245785,1.633191,2.913105,0.50223,164.887111,5.883986,2.045958,31.490369,4.415389,0.522391,2.125397,0.522391,0.033686,3.343114,0.030904,4.586676,1.089258,4.22733,0.617911,119131.074,16.350207,3.399727,3510.26261,153.514324,34.99913,7.630609,34.99913,0.304015,0.289107,0.54536,0.738648,0.250524,2.013833,0.878596,347.031225,5.455532,1.851065,43.196478,8.287573,1.922335,2.602504,1.922335,0.018104,27.66057,0.048318,3.569988,3.142824,4.929817,0.40749,101446.013,16.885901,3.453201,3368.97654,134.078884,24.531409,6.871567,24.531409,0.218998,1.639814,0.816447,0.565002,0.733903,2.50052,0.716269,296.690076,5.572043,1.986237,42.054814,7.20198,1.36678,2.41907,1.36678,0.300383,0.012657,0.168843,0.002004,0.000381,0.000008,0,0,22.405684,11.921492,14994.3189,802.839579,0.118021,66.664,51.497965,40583.2684,802.839579,0.364485,316,0.762132,0.326811,0.249073,4750,0.16278,0.130004,nucleolar
0.054084,0.989139,7,0.002298,0.002043,0.001532,4.571429,1,0,7.959184,1.298274,44.911023,26.400758,0.587846,1,34,0,0,0,0.189269,0.627439,0.713353,0.447585,0,0,0,0,0.000766,0.023845,0.014181,0.013613,0.018698,0.019574,0,0.000255,0,0.000511,0.001277,0.029177,0.022574,0.037187,0.05486,0.037384,0.421072,0.009376,0.009072,81.873137,0.06895,3.484685,6.627757,5.421945,0.214729,69175.9276,14.581661,3.457563,2781.46569,90.778897,13.859809,3.977349,13.859809,0.083287,5.057024,0.927536,0.459119,1.625869,3.134088,0.484967,260.340192,5.683688,2.188563,41.75595,5.632909,0.931511,2.028909,0.931511,0.044087,1.952636,0.031841,5.866817,0.890638,3.990214,0.64653,96497.5988,12.270791,3.238176,2984.99559,142.641066,33.394517,5.692102,33.394517,0.23793,0.272686,0.47849,0.869781,0.261318,2.126053,0.870478,376.03271,5.127981,1.976347,44.859263,8.777833,2.116464,2.433331,2.116464,0.026244,17.346581,0.045905,4.993189,2.55568,4.704128,0.436283,88106.009,12.88562,3.314195,3036.89775,132.755639,25.793353,5.165707,25.793353,0.1714,1.266887,0.658663,0.719351,0.676801,2.602347,0.717377,339.066143,5.282615,2.097312,45.770538,8.039143,1.656597,2.302907,1.656597,0.288037,0.015668,0.177301,0.00595,0.000048,0.000002,0,0,20.690501,12.234688,10623.1854,694.684883,0.218781,50.639939,48.663765,20246.6149,694.684883,0.689626,288,0.627439,0.356677,0.223793,3916,0.000097,0.069346,nucleolar
0.047607,0.988036,13,0.001665,0.001665,0.001514,5.538462,1,0,8.863905,1.270206,53.084838,39,0.734673,1,51,0,0,0,0.048711,0.798998,0.63172,0.504743,0,0.000151,0,0.000454,0,0.019596,0.011245,0.010556,0.016849,0.011915,0,0.000151,0,0.000303,0.000757,0.021672,0.015287,0.020009,0.02124,0.037648,0.4043,0.007616,0.010187,50.901703,0.092191,1.654048,5.241679,5.241842,0.226011,30416.3981,17.507635,3.376377,1492.06221,61.275998,10.144499,6.133133,10.144499,0.306816,0.729179,2.428015,0.103427,0.530514,1.730501,0.754609,4.970565,4.308039,1.312231,1.926537,0.818358,0.195349,1.888762,0.195349,0.034408,2.205066,0.042097,3.255981,0.971744,4.085465,0.620055,50511.9285,15.865881,3.33803,1701.854,99.18238,24.251961,7.448435,24.251961,0.487816,0.106671,2.379277,0.180304,0.106209,1.204484,0.946942,10.504536,4.150171,1.183383,1.989594,1.360326,0.364571,2.021981,0.364571,0.019497,11.354782,0.052811,2.86732,2.291613,4.691875,0.399718,48376.7008,16.321777,3.388616,1816.55186,91.330269,20.115827,7.015549,20.115827,0.425581,0.266442,2.407676,0.158242,0.247848,1.434929,0.877912,8.89737,4.209524,1.289682,2.281496,1.151252,0.313452,1.980838,0.313452,0.169862,0.003219,0.163459,0.001301,0.000018,0,0,0,16.475102,4.666369,16033.8432,1080.68745,0.068866,65.761768,41.009741,55516.8919,1080.68745,0.317819,366,0.798998,0.31586,0.252371,6607,0.042044,0.021432,nucleolar
0.062073,0.991992,9,0.00227,0.000505,0.000505,2.777778,0.992565,0,4.839506,1.205259,39.051248,31,0.793829,1,38,0,0,0,0.013051,0.891596,0.599298,0.534332,0,0.000252,0,0,0,0.021298,0.013381,0.018555,0.02887,0.040885,0.000252,0.000252,0.001009,0.000252,0.000757,0.02815,0.026221,0.03641,0.056258,0.046517,0.401457,0.01028,0.006111,88.030038,0.061278,2.257433,7.08263,5.682376,0.187482,62192.5515,19.320442,3.499154,2650.89228,84.633498,13.813021,6.118906,13.813021,0.082247,5.418234,0.922798,0.352822,1.70595,3.105461,0.468791,227.428231,6.489251,2.131549,38.997215,5.136257,0.843827,2.391651,0.843827,0.033381,2.617488,0.031438,4.313094,1.038045,4.271584,0.610047,94795.193,16.91643,3.416982,2953.97949,148.960366,34.242764,7.939257,34.242764,0.297304,0.255094,0.515738,0.724587,0.235491,2.002266,0.884215,351.301241,5.917462,1.861699,43.877172,8.941601,2.058542,2.840985,2.058542,0.018108,22.901327,0.047372,3.435479,3.007739,5.003163,0.386942,80706.2975,17.580293,3.435116,2927.67845,132.587804,25.031852,7.286277,25.031852,0.211734,1.501244,0.779379,0.559137,0.707711,2.532888,0.720219,295.715633,6.066059,1.982139,43.289198,7.996327,1.498024,2.679174,1.498024,0.115251,0.001636,0.161167,0.000339,0.000012,0,0,0,24.187437,12.270027,12241.1067,639.062311,0.188449,66.580727,50.462232,29337.446,639.062311,0.588825,269,0.891596,0.299649,0.267166,3964,0.019051,0.026743,nucleolar
0.033741,0.991021,12,0.001599,0.000799,0.000666,4.25,1,0,6.854167,1.269943,53.712196,42.941821,0.79948,2,50,0.98,0,0,0.03129,0.836299,0.617327,0.51627,0,0.000133,0,0,0,0.028763,0.015719,0.013999,0.012726,0.012679,0,0.000133,0,0.000133,0.000533,0.032722,0.016638,0.017263,0.021116,0.013716,0.402377,0.007491,0.021487,45.661152,0.061527,1.701234,5.19195,4.292737,0.217333,40946.3113,23.914921,3.01588,1896.81616,81.128052,15.926077,9.361485,15.926077,0.328559,0.348321,4.372434,0.116238,0.347165,1.256806,0.826533,1.380365,2.668712,1.068532,0.861554,0.546197,0.134926,1.160774,0.134926,0.061868,3.71886,0.036629,2.658431,1.256702,3.312986,0.584511,52743.4563,21.798741,2.826818,1811.85726,111.215457,27.304798,10.27102,27.304798,0.566642,0.054495,5.262097,0.144168,0.054495,0.777105,0.972753,1.361717,2.515299,0.795007,0.78928,0.71382,0.177385,1.230402,0.177385,0.043129,9.634405,0.042432,2.429081,2.207083,3.69062,0.420525,52298.015,22.28993,2.889957,1952.21128,105.723975,24.391436,10.041424,24.391436,0.507588,0.110511,5.113463,0.139052,0.110511,0.920015,0.944745,1.372811,2.541317,0.899051,0.809735,0.682513,0.169005,1.215403,0.169005,0.110479,0.004367,0.161907,0.00082,0.000004,0,0,0,11.307928,2.513221,12308.933,1215.31526,0.049449,90.234777,42.724764,85289.7045,1215.31526,0.508537,390,0.836299,0.308664,0.258135,7505,0.014702,0.016895,nucleolar
0.069679,0.98587,9,0.006395,0.001985,0.001323,6.777778,1,1,66.395062,1.265067,46.69047,28.861739,0.618151,1,36,0,0,0,0.091545,0.731734,0.661381,0.483955,0,0,0,0,0,0.02384,0.014028,0.015394,0.019295,0.01912,0,0.000662,0,0.001103,0.000662,0.029051,0.019885,0.02597,0.038502,0.060025,0.409767,0.008776,0.010354,56.809395,0.132966,1.8205,5.399328,5.29985,0.235518,41168.0481,14.841613,3.350485,1806.31474,66.93095,8.594913,4.721184,8.594913,0.16257,2.54263,2.41585,0.190168,1.078619,2.534453,0.597611,77.050367,5.282259,1.837035,15.916125,2.923035,0.3997,2.10182,0.3997,0.040978,1.797466,0.040592,4.192258,0.884065,4.009983,0.639698,81610.3076,13.350507,3.286832,2436.48238,111.827095,26.132215,6.233446,26.132215,0.388094,0.164752,0.886498,0.475713,0.162838,1.657379,0.918773,155.256905,4.992905,1.59143,21.481738,4.818531,1.148862,2.415034,1.148862,0.025047,13.893559,0.062084,3.399045,2.357448,4.66879,0.429889,73583.2147,13.851344,3.313873,2434.95946,103.096309,19.534137,5.746948,19.534137,0.308214,0.711107,1.28184,0.376342,0.457935,2.06845,0.795965,138.529499,5.093331,1.715866,21.583754,4.402378,0.872247,2.317698,0.872247,0.243744,0.011934,0.167909,0.002581,0.000064,0.000001,0,0,20.18258,9.137542,13100.4512,762.153693,0.124507,53.746858,43.982471,29979.5872,762.153693,0.381398,302,0.731734,0.33069,0.241977,4535,0.006645,0.08085,nucleolar
0.039805,0.987356,11,0.00194,0.001746,0.001552,4.727273,1,0,7.289256,1.280974,49.040799,32.249031,0.657596,1,41,0,0,0,0.096961,0.724641,0.665364,0.48215,0,0.000194,0,0,0,0.022627,0.015493,0.012073,0.02191,0.016745,0,0.000194,0,0.000388,0.001552,0.025667,0.018476,0.01842,0.03501,0.048026,0.410846,0.008378,0.010684,67.991867,0.047815,1.649485,6.524294,4.822358,0.166469,29447.9025,21.458739,3.308256,1522.66243,54.441385,12.317074,7.467223,12.317074,0.232179,0.678889,1.034861,0.175794,0.586062,1.67242,0.716252,2.418386,3.438898,1.209558,1.278014,0.595702,0.250756,1.426418,0.250756,0.033281,4.450425,0.035424,2.970887,1.441916,3.853548,0.535511,47689.1165,20.106768,3.289166,1540.86494,111.214945,27.72558,9.332426,27.72558,0.340373,0.170493,2.543907,0.197229,0.170493,1.329676,0.914754,3.333447,3.30853,1.266193,0.779671,1.115872,0.309456,1.569018,0.309456,0.017508,19.590266,0.047998,2.464756,3.350118,4.464848,0.298271,43849.4489,20.708814,3.44954,1736.28984,96.20772,21.392473,8.679348,21.392473,0.266213,0.339069,2.319014,0.180884,0.336964,1.542794,0.831728,2.711696,3.375217,1.35747,1.007668,0.925931,0.274785,1.519127,0.274785,0.224695,0.008631,0.168794,0.002763,0.000126,0.000005,0,0,13.78832,3.093537,11351.7482,870.416958,0.058285,82.140279,43.766164,62319.5027,870.416958,0.316492,326,0.724641,0.332682,0.241075,5154,0.119492,0.013092,nucleolar
0.046086,0.985251,13,0.002772,0.002218,0.002218,5.615385,1,0,19.775148,1.342222,52.40229,31.144823,0.594341,1,40,0,0,0,0.182874,0.633179,0.70962,0.449317,0,0.000185,0,0.000554,0.000924,0.021303,0.012858,0.012955,0.016048,0.013591,0,0.000554,0,0.001109,0.001294,0.022904,0.018614,0.019592,0.025654,0.039037,0.419954,0.008014,0.011984,55.535044,0.100215,1.484129,5.532657,5.014896,0.208431,33684.9655,18.450633,3.370028,1583.74083,61.680777,9.586171,6.459121,9.586171,0.272839,0.615609,1.681178,0.134188,0.522379,1.709436,0.748133,3.020339,3.996817,1.295145,1.315597,0.708166,0.233114,1.737219,0.233114,0.041499,2.766643,0.040504,3.184699,1.110294,3.896677,0.595309,65050.3044,16.740353,3.305444,1915.18383,100.841369,24.894219,7.81682,24.894219,0.425479,0.122874,2.278465,0.187347,0.122874,1.251162,0.938563,6.12964,3.826243,1.220021,0.89568,1.204579,0.346907,1.851684,0.346907,0.023393,12.321525,0.054779,2.693315,2.492445,4.481053,0.378775,60791.346,17.278645,3.394605,2017.68625,92.472689,19.914442,7.394026,19.914442,0.362753,0.267037,2.04717,0.172788,0.264435,1.470432,0.868043,4.995901,3.895877,1.335527,1.217353,1.003118,0.313735,1.815721,0.313735,0.276254,0.024911,0.176362,0.005688,0.000004,0,0,0,15.120865,3.801861,13146.1151,954.467012,0.087539,67.783589,42.238049,50376.214,954.467012,0.54107,350,0.633179,0.35481,0.224658,5411,0.010804,0.017301,nucleolar
0.050716,0.990608,9,0.001935,0.001161,0.001161,4.222222,1,0,6.395062,1.263542,46.615448,33.24154,0.713101,1,41,0,0,0,0.052153,0.792575,0.63586,0.503967,0,0.000193,0,0,0,0.019508,0.013241,0.015894,0.026322,0.036412,0,0.000193,0,0.001161,0.001935,0.027231,0.022127,0.037844,0.07579,0.055086,0.405679,0.008703,0.010429,42.073366,0.175066,1.059557,4.544993,5.177703,0.245136,19589.5668,14.837483,3.208,975.16394,42.158713,5.45296,5.146453,5.45296,0.092596,3.045063,1.593019,0.208878,1.20459,2.859776,0.554702,97.206331,5.831711,1.951116,18.196831,3.08211,0.483251,2.313561,0.483251,0.034041,2.183899,0.056025,2.963597,0.918311,4.119639,0.644128,62611.3029,14.041289,3.321163,1773.60405,85.209998,19.45299,6.56398,19.45299,0.211449,0.283001,0.725972,0.530922,0.25735,2.125222,0.87389,306.200147,5.623175,1.970626,32.043282,6.108644,1.424416,2.682912,1.424416,0.01768,17.884952,0.102142,2.035847,2.59002,4.830098,0.407698,46233.7472,14.449604,3.327297,1555.76978,70.420525,12.073805,5.930604,12.073805,0.140693,1.384349,1.218005,0.365262,0.690288,2.59704,0.71766,223.576275,5.726296,2.060458,28.365207,5.029127,0.919732,2.518004,0.919732,0.163237,0.009505,0.164575,0.001413,0.000082,0.000001,0,0,22.972717,10.144277,17473.5679,851.700271,0.108203,56.992067,38.619548,40576.0681,851.700271,0.274817,322,0.792575,0.31793,0.251983,5168,0.083058,0.056636,nucleolar
0.0585,0.987171,10,0.002556,0.002343,0.001704,5.4,1,0,12.64,1.276395,42.720019,34.014703,0.796224,1,39,0,0,0,0.024855,0.853014,0.611453,0.521578,0,0,0,0.000213,0.000852,0.017973,0.011936,0.014881,0.02563,0.034899,0,0.000213,0,0.001065,0.001917,0.025286,0.023331,0.037189,0.048609,0.042122,0.401845,0.009406,0.007237,62.84043,0.132075,1.866787,5.630809,5.458544,0.221061,46039.0542,15.127734,3.42943,1967.22807,72.269559,8.865605,4.749124,8.865605,0.072566,5.34833,1.373443,0.303088,1.595392,3.207291,0.50595,324.076414,6.756597,2.241394,47.460346,6.16392,0.78215,2.580602,0.78215,0.032186,2.127717,0.037011,4.465353,0.879022,4.15955,0.656304,93652.7172,13.847337,3.386927,2687.1565,123.742292,28.97116,6.487989,28.97116,0.206415,0.298696,0.430211,0.79533,0.260652,2.239504,0.873332,666.778775,6.401957,2.073312,65.517138,10.494301,2.442182,3.070652,2.442182,0.016186,16.939161,0.057809,3.569749,2.523068,4.897962,0.420961,80489.8783,14.364978,3.437959,2634.00788,112.987961,21.145104,5.923415,21.145104,0.138613,1.573719,0.659631,0.615844,0.720695,2.744886,0.714906,569.891886,6.54055,2.21215,63.796841,9.527893,1.792061,2.909928,1.792061,0.11978,0.006426,0.16148,0.000648,0.000008,0,0,0,26.041755,13.255861,17252.2056,758.010652,0.138137,55.89689,46.403368,33660.4016,758.010652,0.311162,310,0.853014,0.305727,0.260789,4694,0.024614,0.014611,nucleolar
0.053406,0.986876,11,0.004199,0.00175,0.001575,6.272727,1,1,39.289256,1.253794,51.351728,33.955854,0.661241,1,42,0,0,0,0.121265,0.695288,0.6775,0.471058,0,0.000175,0,0.000525,0,0.028168,0.013011,0.010559,0.009594,0.006222,0,0.00035,0,0.00105,0.0007,0.030604,0.018421,0.015172,0.016858,0.011816,0.412584,0.008034,0.013111,71.363552,0.04197,2.076968,6.619245,4.685003,0.172536,52207.877,25.059963,3.212353,2344.24475,89.078644,19.15039,9.220359,19.15039,0.272647,0.445359,3.17335,0.124982,0.442636,1.358475,0.778954,1.438025,2.802166,1.100338,0.912833,0.525404,0.147449,1.179765,0.147449,0.049005,3.976019,0.02889,3.274426,1.31274,3.529278,0.570979,72621.6664,22.40082,3.023987,2145.82213,139.486873,34.525675,10.54404,34.525675,0.526345,0.055184,4.654337,0.156812,0.055184,0.828207,0.972408,1.346861,2.606579,0.845495,0.753319,0.797168,0.200045,1.275698,0.200045,0.031969,11.551734,0.032628,3.010067,2.444581,3.966444,0.389204,71743.515,23.090901,3.101673,2371.43795,131.541563,31.0734,10.32316,31.0734,0.456134,0.124161,4.384111,0.152537,0.124161,1.000875,0.937919,1.362518,2.642918,0.970362,0.793003,0.75589,0.192101,1.259378,0.192101,0.217215,0.00705,0.170225,0.003514,0.000012,0,0,0,11.417673,2.827994,9889.7671,974.134558,0.057928,92.100437,48.075905,68764.3158,974.134558,0.565453,336,0.695288,0.33875,0.235529,5715,0.027087,0.019613,nucleolar
