@relation CecogClassifier-weka.filters.unsupervised.attribute.Remove-R144

@attribute ch_acd numeric
@attribute ch_area_ratio numeric
@attribute ch_cc numeric
@attribute ch_max_val_0 numeric
@attribute ch_max_val_1 numeric
@attribute ch_max_val_2 numeric
@attribute ch_mean_area numeric
@attribute ch_rugosity numeric
@attribute ch_thresh_cc numeric
@attribute ch_variance_area numeric
@attribute circularity numeric
@attribute dist_max numeric
@attribute dist_min numeric
@attribute dist_ratio numeric
@attribute dyn_distance_nb_max numeric
@attribute dyn_distance_radius_0 numeric
@attribute dyn_distance_radius_1 numeric
@attribute dyn_distance_radius_2 numeric
@attribute dyn_distance_radius_3 numeric
@attribute eccentricity numeric
@attribute ellip_axis_ratio numeric
@attribute ellip_major_axis numeric
@attribute ellip_minor_axis numeric
@attribute granu_close_area_1 numeric
@attribute granu_close_area_2 numeric
@attribute granu_close_area_3 numeric
@attribute granu_close_area_5 numeric
@attribute granu_close_area_7 numeric
@attribute granu_close_volume_1 numeric
@attribute granu_close_volume_2 numeric
@attribute granu_close_volume_3 numeric
@attribute granu_close_volume_5 numeric
@attribute granu_close_volume_7 numeric
@attribute granu_open_area_1 numeric
@attribute granu_open_area_2 numeric
@attribute granu_open_area_3 numeric
@attribute granu_open_area_5 numeric
@attribute granu_open_area_7 numeric
@attribute granu_open_volume_1 numeric
@attribute granu_open_volume_2 numeric
@attribute granu_open_volume_3 numeric
@attribute granu_open_volume_5 numeric
@attribute granu_open_volume_7 numeric
@attribute gyration_radius numeric
@attribute gyration_ratio numeric
@attribute h16_2ASM numeric
@attribute h16_2CON numeric
@attribute h16_2COR numeric
@attribute h16_2COV numeric
@attribute h16_2DAV numeric
@attribute h16_2ENT numeric
@attribute h16_2IDM numeric
@attribute h16_2PRO numeric
@attribute h16_2SAV numeric
@attribute h16_2SET numeric
@attribute h16_2SHA numeric
@attribute h16_2SVA numeric
@attribute h16_2VAR numeric
@attribute h16_2average numeric
@attribute h16_2variance numeric
@attribute h16_ASM numeric
@attribute h16_CON numeric
@attribute h16_COR numeric
@attribute h16_COV numeric
@attribute h16_DAV numeric
@attribute h16_ENT numeric
@attribute h16_IDM numeric
@attribute h16_PRO numeric
@attribute h16_SAV numeric
@attribute h16_SET numeric
@attribute h16_SHA numeric
@attribute h16_SVA numeric
@attribute h16_VAR numeric
@attribute h16_average numeric
@attribute h16_variance numeric
@attribute h1_2ASM numeric
@attribute h1_2CON numeric
@attribute h1_2COR numeric
@attribute h1_2COV numeric
@attribute h1_2DAV numeric
@attribute h1_2ENT numeric
@attribute h1_2IDM numeric
@attribute h1_2PRO numeric
@attribute h1_2SAV numeric
@attribute h1_2SET numeric
@attribute h1_2SHA numeric
@attribute h1_2SVA numeric
@attribute h1_2VAR numeric
@attribute h1_2average numeric
@attribute h1_2variance numeric
@attribute h1_ASM numeric
@attribute h1_CON numeric
@attribute h1_COR numeric
@attribute h1_COV numeric
@attribute h1_DAV numeric
@attribute h1_ENT numeric
@attribute h1_IDM numeric
@attribute h1_PRO numeric
@attribute h1_SAV numeric
@attribute h1_SET numeric
@attribute h1_SHA numeric
@attribute h1_SVA numeric
@attribute h1_VAR numeric
@attribute h1_average numeric
@attribute h1_variance numeric
@attribute h4_2ASM numeric
@attribute h4_2CON numeric
@attribute h4_2COR numeric
@attribute h4_2COV numeric
@attribute h4_2DAV numeric
@attribute h4_2ENT numeric
@attribute h4_2IDM numeric
@attribute h4_2PRO numeric
@attribute h4_2SAV numeric
@attribute h4_2SET numeric
@attribute h4_2SHA numeric
@attribute h4_2SVA numeric
@attribute h4_2VAR numeric
@attribute h4_2average numeric
@attribute h4_2variance numeric
@attribute h4_ASM numeric
@attribute h4_CON numeric
@attribute h4_COR numeric
@attribute h4_COV numeric
@attribute h4_DAV numeric
@attribute h4_ENT numeric
@attribute h4_IDM numeric
@attribute h4_PRO numeric
@attribute h4_SAV numeric
@attribute h4_SET numeric
@attribute h4_SHA numeric
@attribute h4_SVA numeric
@attribute h4_VAR numeric
@attribute h4_average numeric
@attribute h4_variance numeric
@attribute irregularity numeric
@attribute irregularity2 numeric
@attribute moment_I1 numeric
@attribute moment_I2 numeric
@attribute moment_I3 numeric
@attribute moment_I4 numeric
@attribute moment_I5 numeric
@attribute moment_I6 numeric
@attribute n2_avg numeric
@attribute n2_stddev numeric
@attribute n2_wavg numeric
@attribute n2_wdist numeric
@attribute n2_wiavg numeric
@attribute n_avg numeric
@attribute n_stddev numeric
@attribute n_wavg numeric
@attribute n_wdist numeric
@attribute n_wiavg numeric
@attribute perimeter numeric
@attribute princ_gyration_ratio numeric
@attribute princ_gyration_x numeric
@attribute princ_gyration_y numeric
@attribute roisize numeric
@attribute skewness_x numeric
@attribute skewness_y numeric
@attribute class {homogeneous,fine_speckled,coarse_speckled,centromere,nucleolar,cytoplasmatic}

@data
0.047821,0.990801,14,0.002,0.001143,0.001143,4.142857,1,0,11.693878,1.328346,56.0803,37.443291,0.667673,1,48,0,0,0,0.071739,0.759924,0.650546,0.494365,0,0.000143,0,0.000286,0,0.002327,0.002751,0.003537,0.007389,0.006588,0,0,0,0.000571,0.001143,0.003128,0.004023,0.006411,0.012281,0.014903,0.408536,0.007285,0.00233,67.877509,0.012705,2.743361,6.700388,6.248674,0.141504,48343.6686,35.739554,3.732583,2063.37405,103.616753,39.832457,14.519583,39.832457,0.022013,6.220165,0.133644,0.495347,2.002327,4.020117,0.365762,398.248882,16.854387,2.559232,55.59502,9.444235,3.67846,7.42603,3.67846,0.013048,1.371777,0.020606,2.924945,0.830489,4.717272,0.637501,73182.6675,32.885903,3.955605,-194.516227,180.638538,46.881443,16.028143,46.881443,0.084803,0.251398,0.221128,0.546199,0.24813,2.797266,0.876262,617.424958,16.000835,2.663899,-7.268293,16.560062,4.302055,7.876353,4.302055,0.004752,12.863842,0.018867,2.849673,2.776715,5.666971,0.296333,56793.4775,33.988947,3.908417,829.577632,154.069067,44.472492,15.606173,44.472492,0.041859,1.323835,0.199469,0.527867,0.8329,3.47402,0.631914,472.58218,16.336457,2.739909,21.00616,13.989489,4.091909,7.751778,4.091909,0.199921,0.012641,0.166902,0.001998,0.000117,0.000001,0,0,65.259963,17.07094,66951.2394,1169.38466,0.297924,133.324668,56.540917,124895.948,1169.38466,0.700919,394,0.759924,0.325273,0.247183,7001,0.087043,0.06768,homogeneous
0.036654,0.99356,10,0.000589,0.000589,0.000442,2.7,1,0,0.61,1.266852,55.578773,38,0.683714,1,50,0,0,0,0.088934,0.735237,0.658459,0.484124,0,0,0,0.000147,0,0.017342,0.009221,0.008742,0.008695,0.008522,0,0.000147,0,0.000295,0.000884,0.018795,0.010937,0.011275,0.011946,0.009017,0.408639,0.007352,0.01033,30.719495,0.019105,0.867303,4.131124,4.950675,0.244199,6421.66183,41.897546,3.183097,382.902067,34.151308,16.377468,18.883211,16.377468,0.264287,0.533146,0.78917,0.069289,0.485464,1.49476,0.762036,1.315072,9.198672,1.157948,0.732612,0.585114,0.301865,4.356604,0.301865,0.018046,5.064249,0.048807,0.916796,1.66538,4.430461,0.455616,17633.1083,41.401116,3.440661,-201.851198,67.06276,18.214774,19.867868,18.214774,0.373115,0.162552,2.206568,0.070128,0.162552,1.240724,0.918724,2.250974,9.144982,1.182509,-0.209765,1.011685,0.314959,4.491215,0.314959,0.013063,14.873573,0.036659,0.873142,2.800822,4.770801,0.330415,9453.13522,41.928907,3.340093,154.513603,49.817609,17.082188,19.564043,17.082188,0.3179,0.30096,1.530615,0.070197,0.29077,1.38742,0.855634,1.449277,9.198626,1.218243,0.236835,0.814887,0.312651,4.453928,0.312651,0.207812,0.004466,0.166986,0.00248,0.000014,0,0,0,37.513259,3.562277,41534.3291,1134.02961,0.128659,168.437979,36.356195,180739.631,1134.02961,0.552765,370,0.735237,0.32923,0.242062,6788,0.026858,0.029039,homogeneous
0.044493,0.983938,12,0.001814,0.001511,0.001209,3.583333,1,0,1.076389,1.30465,41.976184,23.769729,0.566267,1,31,0,0,0,0.181105,0.634786,0.710103,0.450764,0,0,0,0.000302,0.000605,0.013095,0.008316,0.006434,0.009288,0.006827,0,0.000605,0.000907,0.000302,0.001511,0.017915,0.010943,0.01204,0.01266,0.012267,0.420546,0.010019,0.033111,7.65756,0.162488,0.58997,2.108295,3.90168,0.356206,940.461998,11.995302,2.486508,73.857981,8.693801,2.91659,4.943627,2.91659,0.617059,0.228458,0.393881,0.099094,0.216096,0.75833,0.893118,0.306359,3.761404,0.664624,0.027379,0.230376,0.17566,1.772654,0.17566,0.091849,1.714463,0.228197,0.738428,0.563944,3.103879,0.757741,4028.66703,11.375213,2.620236,90.755377,15.36499,3.993131,5.407611,3.993131,0.667183,0.091071,3.898885,0.08829,0.07929,0.689222,0.961467,1.838655,3.700124,0.688358,-0.288684,0.483241,0.159842,1.810417,0.159842,0.058186,3.425396,0.217187,0.640608,1.104672,3.522562,0.573641,798.139914,11.67265,2.634352,45.88462,12.004809,3.385342,5.284576,3.385342,0.660685,0.161788,1.746388,0.086838,0.141994,0.720094,0.930781,0.49808,3.752663,0.674672,-0.200561,0.313311,0.156771,1.805334,0.156771,0.310972,0.014819,0.176859,0.005665,0.000087,0.000002,0,0,14.613059,2.15955,8114.73186,585.329504,0.107474,44.903265,17.262213,22772.3374,585.329504,0.38696,266,0.634786,0.355052,0.225382,3308,0.015783,0.100212,homogeneous
0.06555,0.988906,9,0.001795,0.001795,0.001571,4.888889,1,0,5.876543,1.238059,40.521599,33.24154,0.820341,1,40,0,0,0,0.017575,0.875152,0.603808,0.528424,0,0,0,0.000224,0.000449,0.003168,0.002194,0.002705,0.00385,0.002962,0.000224,0.000449,0,0.001122,0.000897,0.003813,0.003988,0.00517,0.006573,0.008435,0.401191,0.009901,0.00395,88.838894,0.005825,3.151192,7.091384,6.008196,0.159005,43930.9812,41.152971,3.616277,1603.07286,105.653974,53.667296,17.030794,53.667296,0.046222,6.802955,0.070957,0.561596,1.922477,3.606852,0.428749,254.27938,16.883964,2.363379,32.961864,8.116516,4.201156,7.480744,4.201156,0.015681,1.939627,0.016534,3.062856,0.976286,4.7202,0.603329,109501.863,38.18914,3.884089,-1873.32468,214.181078,56.990208,18.606885,56.990208,0.115056,0.277867,0.213621,0.55169,0.273284,2.649658,0.863816,629.78981,16.06845,2.499423,-39.660058,16.424401,4.357021,7.897583,4.357021,0.007076,18.604083,0.013348,3.034984,3.14607,5.56993,0.318791,69244.1496,39.684513,3.82015,-281.484253,172.575044,55.446983,18.269283,55.446983,0.070904,1.560445,0.170252,0.545335,0.864442,3.219222,0.635668,400.63171,16.479526,2.542686,-6.996308,13.158638,4.257728,7.807542,4.257728,0.0908,0.002874,0.160954,0.000455,0.000024,0,0,0,65.437514,17.252942,40468.8367,717.691721,0.401439,154.638995,62.850575,87321.8919,717.691721,1.033885,293,0.875152,0.301904,0.264212,4457,0.03758,0.036223,homogeneous
0.057502,0.988469,9,0.0042,0.001167,0.001167,4.666667,1,1,23.777778,1.240971,42.201896,29,0.687173,1,38,0,0,0,0.081622,0.745372,0.654851,0.488108,0,0,0,0.000233,0,0.015243,0.007587,0.007171,0.008345,0.007485,0,0,0,0.000933,0.000933,0.017335,0.009559,0.010403,0.013521,0.011401,0.408375,0.009677,0.006429,35.87899,0.016713,0.958832,4.4537,5.453025,0.212397,7280.49084,39.117152,3.182501,398.031834,34.506093,16.618211,17.331726,16.618211,0.310022,0.66389,0.70408,0.059047,0.505174,1.670512,0.763285,2.374166,10.010084,1.219186,0.916524,0.630467,0.280619,4.752455,0.280619,0.012529,3.75143,0.046361,1.060803,1.470977,4.792198,0.468011,19858.1818,38.29851,3.51935,-204.32874,72.344086,19.533386,18.413766,19.533386,0.415336,0.155542,2.364502,0.069864,0.155542,1.348184,0.922229,6.026119,9.909058,1.294194,-0.069571,1.229274,0.340711,4.876758,0.340711,0.00818,14.504653,0.035574,1.004418,2.83242,5.237575,0.307762,11346.6556,39.057432,3.392546,185.197326,53.576954,18.192531,18.112506,18.192531,0.351749,0.350076,1.67242,0.064909,0.328149,1.541769,0.838118,3.783965,10.005737,1.334661,0.65681,0.902313,0.314081,4.838794,0.314081,0.157839,0.005356,0.16677,0.00227,0.000043,0.000001,0,0,40.930705,4.597864,28280.9909,715.854643,0.223895,155.737751,37.838721,103091.059,715.854643,0.88663,288,0.745372,0.327426,0.244054,4286,0.038368,0.050033,homogeneous
0.054801,0.987225,12,0.001806,0.001204,0.001204,3.166667,1,0,1.305556,1.301702,43.863424,25.059928,0.571317,1,29,0,0,0,0.178006,0.637621,0.70699,0.450792,0,0,0,0,0,0.014204,0.00742,0.007002,0.005729,0.004396,0.000602,0,0.001204,0.000903,0.000602,0.016133,0.011419,0.010145,0.009688,0.01108,0.41924,0.009558,0.026406,49.301815,0.019626,1.700693,5.655752,4.021519,0.195758,18015.5226,33.857616,2.915103,941.295869,62.462803,23.981351,14.100932,23.981351,0.683221,0.167525,0.578102,0.080821,0.167035,0.655226,0.916532,0.158268,3.808438,0.59328,-0.065571,0.189696,0.147151,1.820702,0.147151,0.070515,4.854652,0.031799,1.856598,1.374171,3.18825,0.606493,29482.0071,32.408888,2.873115,12.729898,108.05222,28.809489,15.517358,28.809489,0.732769,0.067274,4.417174,0.068026,0.067274,0.580007,0.966363,0.730354,3.773955,0.588916,-0.397415,0.343596,0.126076,1.853341,0.126076,0.040908,14.743675,0.029144,1.771373,2.826334,3.634827,0.380019,22320.296,33.311764,2.995509,428.146164,91.742496,27.000537,15.242715,27.000537,0.730945,0.106872,2.33718,0.067508,0.106872,0.596542,0.946564,0.399692,3.813643,0.578146,-0.220443,0.241801,0.125119,1.853386,0.125119,0.366038,0.019441,0.175762,0.005499,0.000001,0,0,0,15.127596,2.09741,8392.72224,584.188986,0.107781,130.354198,44.536945,66709.5733,584.188986,1.039244,266,0.637621,0.353495,0.225396,3323,0.011428,0.002411,homogeneous
0.053194,0.988711,8,0.001827,0.001599,0.00137,5,1,0,3.75,1.2533,47.010637,31.256999,0.664892,1,37,0,0,0,0.05813,0.781966,0.640693,0.501,0,0,0,0.000228,0,0.010698,0.006658,0.003928,0.005043,0.00475,0,0.000228,0,0.000913,0.002055,0.012634,0.00762,0.008079,0.00631,0.008163,0.40666,0.00865,0.018472,54.395993,0.017331,1.684684,5.810315,4.354474,0.192094,20897.4484,35.555755,3.096766,1121.91114,64.157718,25.055837,14.87272,25.055837,0.682008,0.182694,1.299296,0.04522,0.176726,0.746913,0.912234,0.268719,3.990708,0.662296,0.084417,0.19011,0.086234,1.906991,0.086234,0.064181,3.291829,0.031682,1.868203,1.100542,3.30042,0.643015,30249.0839,33.117688,2.945235,230.277552,115.367803,29.907257,16.008573,29.907257,0.766567,0.065143,6.493945,0.050163,0.065143,0.592753,0.967429,0.973494,3.939406,0.602634,-0.082118,0.306179,0.097173,1.937132,0.097173,0.034705,10.781753,0.029567,1.795157,2.423657,3.792306,0.398804,24554.6046,34.057709,3.109809,610.510508,100.258916,28.394041,15.817026,28.394041,0.750213,0.109498,3.791748,0.045409,0.109498,0.631183,0.945251,0.534046,3.973389,0.610369,0.049859,0.214236,0.087728,1.931946,0.087728,0.274279,0.010533,0.165372,0.00159,0.000119,0.000003,0,0,16.393697,2.521142,10989.9829,725.924869,0.097152,134.661795,45.906454,81172.3969,725.924869,0.918722,294,0.781966,0.320346,0.2505,4379,0.097189,0.065626,homogeneous
0.062143,0.990904,10,0.001275,0.00102,0.00102,3,1,0,1,1.252236,40.199503,29,0.721402,1,36,0,0,0,0.059885,0.77897,0.639604,0.498232,0,0,0,0,0,0.015103,0.007414,0.005257,0.004835,0.00401,0,0,0.00204,0,0.001785,0.01742,0.008771,0.008588,0.006962,0.009529,0.405379,0.010084,0.004351,58.700342,0.0088,2.037243,5.757052,5.792094,0.175763,21986.854,41.82733,3.491755,890.931353,73.077555,36.741957,18.035139,36.741957,0.151916,0.981064,0.622222,0.111786,0.71264,2.114445,0.670522,6.395622,10.412592,1.52681,2.233262,1.20478,0.542158,4.849976,0.542158,0.009655,4.044779,0.024718,1.989541,1.516034,5.010533,0.462943,59772.2724,39.577565,3.754758,-1006.84994,142.802667,37.862879,19.030961,37.862879,0.265665,0.184005,1.459263,0.116964,0.184005,1.650136,0.907998,12.89862,10.146461,1.576197,-0.678812,2.131528,0.582622,4.981228,0.582622,0.006734,17.112059,0.018716,1.966051,2.972667,5.436021,0.31845,36480.5595,40.779588,3.67213,-116.739626,111.680814,37.165165,18.90346,37.165165,0.214546,0.377141,1.132735,0.115038,0.356309,1.853762,0.823929,8.726178,10.279413,1.628812,0.657442,1.726263,0.570769,4.961552,0.570769,0.153705,0.004771,0.164332,0.001617,0.000003,0,0,0,41.714941,5.982959,24838.8672,645.374044,0.266016,159.322794,50.847696,85121.0716,645.374044,1.147261,278,0.77897,0.319802,0.249116,3922,0.018522,0.006978,homogeneous
0.051463,0.991224,9,0.001675,0.000957,0.000718,3,1,0,2.444444,1.256757,41.436699,32.449962,0.783121,1,40,0,0,0,0.024684,0.853489,0.611507,0.521914,0,0.000239,0,0,0,0.016048,0.006936,0.00868,0.007529,0.007863,0,0,0,0.000239,0.001196,0.018207,0.010292,0.009377,0.011921,0.014557,0.401975,0.009701,0.009823,33.892565,0.010623,0.884847,4.201115,5.06098,0.237576,5215.5555,44.278972,3.006496,212.291791,29.603286,17.73138,20.038928,17.73138,0.322689,0.723546,0.553319,0.061232,0.524319,1.643414,0.757725,2.485586,10.11238,1.193393,0.77929,0.639353,0.293547,4.79403,0.293547,0.017265,3.472986,0.047693,0.886064,1.392311,4.525955,0.488816,22555.6387,43.6072,3.336388,-587.248072,68.263566,18.702549,21.107444,18.702549,0.403538,0.194475,2.373283,0.070712,0.193742,1.401005,0.903203,8.290704,10.028603,1.317614,-0.611841,1.304768,0.347723,4.917431,0.347723,0.012157,13.247305,0.032935,0.859959,2.657302,4.895528,0.330078,10732.7026,44.30539,3.194983,-116.810071,48.434277,17.907818,20.824044,17.907818,0.346052,0.395557,1.759052,0.06394,0.362104,1.559729,0.822293,4.683185,10.115518,1.328497,0.304914,0.948564,0.311816,4.876707,0.311816,0.151588,0.005111,0.161584,0.000644,0.000039,0,0,0,41.57095,4.831278,27216.5721,675.296243,0.222986,177.024408,36.233953,113123.09,675.296243,0.943564,288,0.853489,0.305753,0.260957,4179,0.068684,0.008248,homogeneous
0.046592,0.986845,7,0.006235,0.001075,0.001075,7.142857,1,1,80.979592,1.377419,49.769469,26.172505,0.525875,1,35,0,0,0,0.226331,0.596028,0.732592,0.436646,0,0.000215,0,0,0,0.014393,0.00797,0.007116,0.007725,0.004485,0.000215,0,0,0.000215,0.00129,0.016914,0.010637,0.009126,0.012934,0.014841,0.426424,0.008568,0.00796,38.743604,0.010026,1.102358,4.471088,5.322764,0.226642,7314.55788,42.368514,3.144346,317.485692,36.113288,20.888303,18.948753,20.888303,0.293929,0.773198,0.527688,0.069782,0.555217,1.726802,0.744167,2.868001,10.083487,1.256698,1.008793,0.698219,0.33245,4.764135,0.33245,0.013543,3.90162,0.040195,1.123669,1.490859,4.763187,0.467336,30941.0712,41.340928,3.493749,-630.822397,82.005908,22.389232,19.925117,22.389232,0.377873,0.193083,2.109842,0.080291,0.193083,1.462264,0.903459,9.100002,9.969201,1.382014,-0.629603,1.455708,0.392465,4.888059,0.392465,0.009333,16.217649,0.027777,1.082164,2.902726,5.173891,0.31334,14673.7498,42.208267,3.35025,-42.702645,58.047742,21.267529,19.65277,21.267529,0.3217,0.423923,1.489698,0.073665,0.37854,1.643687,0.815268,5.105669,10.075989,1.385674,0.453228,1.040839,0.35718,4.848725,0.35718,0.308158,0.028037,0.181838,0.007484,0.000001,0,0,0,41.27478,5.216327,33579.146,846.890776,0.213642,169.349172,41.43859,132506.73,846.890776,0.92266,333,0.596028,0.366296,0.218323,4651,0.01065,0.000071,homogeneous
0.055337,0.986663,7,0.003504,0.002503,0.002253,6.285714,0.996516,0,19.632653,1.28091,43.680659,26.172505,0.599178,2,33,0.909091,0,0,0.16533,0.649508,0.701112,0.455377,0.000501,0,0,0,0,0.012244,0.006272,0.003838,0.007884,0.004271,0.00025,0,0,0.000751,0.000501,0.014693,0.010811,0.006466,0.01438,0.016873,0.418009,0.00957,0.035764,47.382026,0.01898,1.513327,5.512625,3.666506,0.216189,15205.4904,35.120635,2.578704,904.423789,55.097472,22.4033,14.804005,22.4033,0.958392,0.021089,0.476732,0.007155,0.021089,0.129535,0.989455,0.020302,3.992261,0.171301,-0.005911,0.021029,0.014206,1.985586,0.014206,0.080799,5.450925,0.034407,1.680432,1.423779,2.951362,0.621279,21600.0885,32.99904,2.571628,182.076273,100.222296,26.530032,15.787631,26.530032,0.964545,0.014149,16.990601,0.007516,0.014149,0.117343,0.992925,0.072114,3.987515,0.163455,-0.022063,0.029103,0.014932,1.986683,0.014932,0.049934,14.747834,0.031351,1.585297,2.820176,3.341568,0.396249,16908.5009,33.965823,2.616396,506.527068,83.225004,24.687552,15.572824,24.687552,0.964519,0.017535,2.805336,0.006525,0.017535,0.113908,0.991232,0.023164,3.991542,0.157979,-0.008612,0.019114,0.012965,1.987003,0.012965,0.240736,0.010972,0.174732,0.005048,0.000011,0,0,0,16.763204,1.794806,11072.5477,698.837046,0.102761,133.544431,41.402596,78517.3347,698.837046,0.955866,287,0.649508,0.350556,0.227689,3995,0.019543,0.024225,homogeneous
0.061713,0.993108,7,0.002015,0.000672,0.000672,3.285714,0.996785,0,5.632653,1.312646,47.507894,28.84441,0.60715,1,38,0,0,0,0.160002,0.654651,0.698206,0.457081,0.000224,0.000224,0,0,0,0.013397,0.007783,0.005681,0.00926,0.007412,0.000224,0,0,0.000672,0.000224,0.015606,0.009235,0.009367,0.013854,0.016581,0.417257,0.008783,0.019608,19.037701,0.022246,0.76268,3.067862,4.574575,0.318843,2223.82513,31.559652,2.876406,128.566939,20.130322,10.865055,14.245895,10.865055,0.191909,0.920576,0.441639,0.101941,0.648626,1.927368,0.70287,4.47241,10.905496,1.406407,1.531054,0.982691,0.522797,5.128435,0.522797,0.034791,1.966609,0.078579,0.763324,0.984563,3.967734,0.596801,7488.11044,30.761692,3.15867,-180.069662,41.492634,11.364839,14.888622,11.364839,0.276323,0.216924,1.464071,0.100749,0.215094,1.608098,0.892636,10.739498,10.734363,1.511943,-0.93347,1.815086,0.529903,5.259634,0.529903,0.02313,8.292644,0.056028,0.726538,2.016007,4.416544,0.416151,3771.06556,31.383798,3.034291,10.895913,29.73552,10.668406,14.683895,10.668406,0.22029,0.488942,1.003948,0.0978,0.428458,1.814983,0.791819,5.957026,10.855266,1.510732,0.494061,1.349348,0.509872,5.213404,0.509872,0.274852,0.020613,0.174104,0.00485,0.000029,0.000001,0,0,44.096262,5.527414,32773.263,778.736512,0.234794,125.409223,28.813964,89489.6425,778.736512,0.693586,311,0.654651,0.349103,0.228541,4467,0.020351,0.05105,homogeneous
0.050476,0.98528,8,0.002988,0.002656,0.001328,4.375,1,0,5.984375,1.326134,41.436699,23.086793,0.557158,1,29,0,0,0,0.176533,0.638979,0.708569,0.45276,0,0.000332,0,0.000332,0,0.020605,0.011603,0.009782,0.005125,0.005203,0,0.000332,0,0,0.001992,0.022478,0.01535,0.011525,0.014283,0.015428,0.420435,0.010146,0.036365,73.680061,0.012521,1.884294,6.938887,3.54105,0.18852,30842.3029,39.797265,2.584354,1581.09372,73.52957,30.957418,16.429189,30.957418,0.293861,0.463374,0.861814,0.171573,0.463374,1.299524,0.768313,0.838744,3.291614,1.034075,0.599002,0.451587,0.242625,1.41412,0.242625,0.071964,9.843034,0.023862,2.08462,1.995739,2.956978,0.568139,46778.6489,37.447806,2.59365,273.882209,136.070852,36.952041,17.726033,36.952041,0.376289,0.157137,2.775259,0.167961,0.157137,1.117233,0.921432,0.859224,3.132169,1.064036,0.195565,0.825395,0.249844,1.487516,0.249844,0.052171,22.646732,0.02013,2.044262,3.458434,3.253893,0.38719,36634.4005,38.506017,2.671085,857.503043,114.016674,35.823217,17.523792,35.823217,0.330671,0.257545,2.039379,0.169,0.257545,1.233339,0.871228,0.7934,3.209221,1.110526,0.318435,0.698682,0.249416,1.475838,0.249416,0.356457,0.02373,0.176765,0.005516,0.000105,0.000005,0,0,12.761288,1.644548,6365.87151,532.893094,0.10266,151.809097,52.21126,67103.3217,532.893094,1.457017,258,0.638979,0.354284,0.22638,3012,0.058571,0.094434,homogeneous
0.050102,0.988621,9,0.002114,0.001644,0.001175,4.333333,1,0,5.333333,1.279779,41.048752,31.064449,0.75677,1,37,0,0,0,0.042014,0.812273,0.626753,0.509095,0.00047,0,0,0.000235,0,0.013871,0.007754,0.007494,0.007478,0.008783,0.00047,0,0,0.000235,0.001409,0.015768,0.010708,0.011775,0.014994,0.011875,0.403732,0.009835,0.0068,37.455498,0.014201,0.896867,4.644159,5.37556,0.202826,6441.74356,42.100097,3.114928,363.540788,31.912949,16.796498,18.727969,16.796498,0.249945,0.726208,1.064748,0.051382,0.585527,1.72566,0.721305,2.676677,10.360859,1.240128,1.13998,0.65198,0.251137,4.887666,0.251137,0.013506,4.187976,0.043637,1.00424,1.51863,4.767281,0.466382,21125.2366,41.431091,3.471279,-339.170114,71.888467,20.040866,19.956261,20.040866,0.352849,0.190016,2.241042,0.070536,0.189416,1.437569,0.905352,6.135637,10.272695,1.357962,0.116394,1.28779,0.355619,5.041639,0.355619,0.008501,17.606144,0.030211,0.941449,3.066637,5.213834,0.294971,10357.677,42.221716,3.32042,136.602613,49.25401,18.431263,19.57754,18.431263,0.281726,0.416432,1.675705,0.063097,0.382825,1.634033,0.811948,3.718627,10.366406,1.376972,0.91308,0.934821,0.314966,4.991791,0.314966,0.13045,0.006282,0.162999,0.001116,0.000027,0,0,0,42.472868,4.648478,28517.1059,694.994362,0.221639,168.428706,38.231323,108816.348,694.994362,0.861108,296,0.812273,0.313377,0.254547,4257,0.035239,0.044861,homogeneous
0.05045,0.972361,12,0.011299,0.003708,0.003178,13,0.971591,3,273.666667,1.319399,56.515485,28,0.495439,2,35,0.942857,0,0,0.248432,0.578559,0.745043,0.431051,0.000706,0.000177,0,0.000177,0.000706,0.002717,0.001974,0.002498,0.006335,0.006233,0.000353,0.000177,0.000706,0.001236,0.001412,0.003414,0.003389,0.004647,0.008399,0.013537,0.430376,0.007615,0.005051,54.122784,0.011229,2.181537,5.511535,5.860653,0.194166,24284.166,37.176231,3.549664,927.65733,77.1601,34.538994,15.832412,34.538994,0.035591,6.121385,0.099699,0.438302,1.828027,3.872124,0.431378,311.868632,19.402351,2.489416,35.233026,8.695247,3.851427,8.787162,3.851427,0.019928,1.447421,0.023916,2.299826,0.82502,4.525191,0.647987,61958.8045,35.138291,3.787122,-920.477535,146.373539,39.458981,17.157378,39.458981,0.102909,0.281399,0.210656,0.47961,0.272306,2.782369,0.864756,794.243436,18.727874,2.6242,-33.177541,16.711893,4.425741,9.227784,4.425741,0.008685,13.153717,0.020214,2.251932,2.644388,5.401745,0.345702,42597.4672,36.259401,3.740823,-2.370268,120.917239,37.850176,16.807865,37.850176,0.056839,1.601904,0.179004,0.463733,0.876519,3.433401,0.631911,547.82217,19.099081,2.681632,0.94164,13.6162,4.225201,9.111281,4.225201,0.344296,0.013178,0.185223,0.008523,0.000085,0.000007,0,0,76.477931,17.350635,72044.9896,1049.55862,0.351365,142.433792,52.051906,124823.369,1049.55862,0.696058,352,0.578559,0.372521,0.215526,5664,0.061955,0.04697,homogeneous
