%
@relation Meier500_Standardized.arff

@attribute feature1 REAL
@attribute feature2 REAL
@attribute feature3 REAL
@attribute feature4 REAL
@attribute feature5 REAL
@attribute feature6 REAL
@attribute feature7 REAL
@attribute feature8 REAL
@attribute feature9 REAL
@attribute feature10 REAL
@attribute feature11 REAL
@attribute feature12 REAL
@attribute feature13 REAL
@attribute feature14 REAL
@attribute feature15 REAL
@attribute feature16 REAL
@attribute feature17 REAL
@attribute feature18 REAL
@attribute feature19 REAL
@attribute feature20 REAL
@attribute feature21 REAL
@attribute feature22 REAL
@attribute feature23 REAL
@attribute feature24 REAL
@attribute feature25 REAL
@attribute feature26 REAL
@attribute feature27 REAL
@attribute class {1,2,3,4,5}

@data
0.026885,0.0054945,0.017068,0.0013565,0.019565,0.001902,0.14387,0.28638,0.045759,0.046068,0.066215,0.14606,0.049914,0.38597,0.37306,0.24944,0.27246,0.71772,0.20079,0.76783,0.79222,0.38575,0.74984,0.90608,0.44812,0.0035642,0.0047538,3
0.00073057,0.0018315,0.00058452,0.00031918,0.00063524,0.00036229,0.00031343,0.00024593,0.0011979,0.00011061,0.00041927,3.7147e-05,0.041449,0.48126,0.20775,0.29374,0.2256,0.75174,0.17237,0.74544,0.82017,0.48027,0.81468,0.891,0.48203,0.0037254,0.010014,5
0.028346,0.0051282,0.023147,0.0011171,0.025156,0.001268,0.033574,0.018813,0.040728,0.033846,0.029559,0.031018,0.02388,0.47372,0.23686,0.3093,0.20862,0.62267,0.18186,0.76454,0.86419,0.45681,0.79389,0.91941,0.42981,0.0095613,0.0048218,1
0.063705,0.0098901,0.049801,0.0023141,0.054885,0.002536,0.042203,0.058531,0.037215,0.024057,0.040161,0.044911,0.025272,0.36977,0.393,0.28117,0.2985,0.68439,0.2042,0.78968,0.85747,0.39149,0.75346,0.95628,0.31762,0.014242,0.015665,3
0.029369,0.0054945,0.023381,0.0012767,0.025664,0.0013586,0.070983,0.065109,0.042565,0.034731,0.050133,0.067942,0.036013,0.44734,0.31792,0.29589,0.28065,0.50189,0.20802,0.78436,0.8393,0.49544,0.80733,0.93418,0.38578,0.0036189,0.0069236,1
0.016072,0.0032967,0.01321,0.00071816,0.014356,0.00081514,0.0012169,0.00024593,0.0047117,0.00011061,0.001737,7.4294e-05,0.027134,0.50886,0.17724,0.27883,0.19578,0.83158,0.16972,0.74261,0.84161,0.48736,0.82096,0.91335,0.4411,0.0066023,0.0082588,5
0.062098,0.0098901,0.042436,0.0024737,0.047389,0.0032606,0.10188,0.25994,0.020284,0.018637,0.04025,0.10996,0.057953,0.35475,0.2435,0.25111,0.34924,0.92267,0.13772,0.70786,0.75219,0.42346,0.73954,0.89902,0.45464,0.0031172,0.014793,4
0.023524,0.0051282,0.019874,0.00087775,0.021344,0.0010869,0.0014381,0.00030741,0.0058297,0.00011061,0.0021263,7.4294e-05,0.01832,0.70844,0.27674,0.46815,0.20018,0.8327,0.29893,0.8389,0.88194,0.80215,0.92399,0.7463,0.71632,0.016632,0.007177,5
0.031707,0.021612,0.016133,0.0013565,0.020328,0.0038946,0.026052,0.01869,0.016531,0.012609,0.015603,0.021991,0.021753,0.39321,0.52365,0.3698,0.27574,0.52911,0.30632,0.84101,0.8809,0.41093,0.75806,0.86603,0.54462,0.0095826,0.0064229,1
0.53068,0.59377,0.63327,0.30314,0.6153,0.31157,0.05557,0.045312,0.032423,0.026767,0.034351,0.049517,0.12439,0.16911,0.73709,0.20861,0.56721,0.20428,0.23969,0.69598,0.61338,0.25245,0.57348,0.66521,0.72791,0.052536,0.263,2
0.017387,0.003663,0.014847,0.00079796,0.015881,0.00090572,0.001309,0.00030741,0.00567,5.5304e-05,0.0021263,7.4294e-05,0.028189,0.45825,0.24902,0.28469,0.25315,0.81353,0.18109,0.76507,0.85234,0.48648,0.8067,0.96857,0.27001,0.0063499,0.023466,5
0.047487,0.0058608,0.039046,0.0013565,0.042307,0.0014491,0.0015672,0.00024593,0.0060693,0.00016591,0.0022461,0.00011144,0.016234,0.77553,0.13949,0.43353,0.14112,0.60444,0.23678,0.78537,0.88444,0.76915,0.93363,0.76093,0.70071,0.016751,0.0071894,5
0.10257,0.19304,0.066869,0.049394,0.076483,0.051897,0.20552,0.41851,0.046318,0.045294,0.13072,0.24762,0.39029,0.13467,0.97437,0.2411,0.68574,0.15692,0.42143,0.54972,0.43625,0.23983,0.50773,0.39272,0.85087,0.016383,0.11036,3
0.017387,0.0047619,0.014496,0.00079796,0.015754,0.00090572,0.00092186,0.00024593,0.0038333,0.00011061,0.0014076,7.4294e-05,0.02765,0.61069,0.13295,0.34372,0.17752,0.80652,0.18389,0.76366,0.85363,0.61398,0.87336,0.9382,0.37506,0.0022869,0.01075,5
0.020018,0.0043956,0.016951,0.00071816,0.018168,0.00090572,0.0014565,0.00030741,0.0061492,5.5304e-05,0.0022461,7.4294e-05,0.025956,0.48188,0.16635,0.25272,0.20586,0.66226,0.15596,0.70936,0.83043,0.45928,0.8065,0.87586,0.5181,0.01068,0.010392,5
0.039451,0.0058608,0.032967,0.0015161,0.035447,0.0016303,0.03658,0.025453,0.02292,0.02002,0.025606,0.033432,0.032976,0.54034,0.17666,0.3149,0.21477,0.75416,0.18028,0.76036,0.8635,0.55272,0.84849,0.96687,0.27875,0.010364,0.019565,1
0.038866,0.0062271,0.031447,0.0011969,0.034049,0.0013586,0.00092186,0.00030741,0.0035937,0.00011061,0.0013477,7.4294e-05,0.0623,0.30235,0.25857,0.19226,0.34367,0.7743,0.12198,0.68461,0.74985,0.32777,0.69799,0.94768,0.32596,0.0087007,0.0083887,5
0.036967,0.0054945,0.029811,0.0012767,0.032397,0.0013586,0.041299,0.037135,0.018208,0.016093,0.025127,0.038262,0.021003,0.4487,0.26657,0.28393,0.24287,0.71079,0.18479,0.7674,0.87148,0.45809,0.79462,0.94681,0.3522,0.010519,0.0078385,1
0.006429,0.0007326,0.0057283,0.00015959,0.0060983,9.0572e-05,0.013072,0.0068245,0.014375,0.0068023,0.010572,0.010104,0.015382,0.5831,0.2473,0.36168,0.15666,0.8273,0.22951,0.81413,0.91257,0.5362,0.8529,0.96719,0.28458,0.0053098,0.0062127,1
0.015488,0.0047619,0.013327,0.00071816,0.014356,0.00081514,0.00118,0.00024593,0.0047117,0.00011061,0.001707,7.4294e-05,0.022548,0.58582,0.28323,0.37139,0.16499,0.63688,0.24791,0.80438,0.87215,0.55942,0.83789,0.80728,0.63974,0.01145,0.0080487,5
0.068527,0.0087912,0.048398,0.0027929,0.053742,0.0034417,0.11953,0.28528,0.032583,0.02826,0.05229,0.12897,0.016616,0.59042,0.19895,0.3515,0.1746,0.64162,0.20717,0.78084,0.88028,0.5745,0.8499,0.8752,0.52836,0.0077518,0.008061,4
0.020602,0.0040293,0.017185,0.00095755,0.018549,0.00099629,0.001014,0.00036889,0.0047916,5.5304e-05,0.001737,3.7147e-05,0.078805,0.30924,0.17032,0.18035,0.36108,0.62326,0.10131,0.64935,0.72931,0.35648,0.71315,0.97274,0.23464,0.0067057,0.012302,5
