@relation Semliki_virus
@attribute 'feature1' real
@attribute 'feature2' real
@attribute 'feature3' real
@attribute 'feature4' real
@attribute 'feature5' real
@attribute 'feature6' real
@attribute 'feature7' real
@attribute 'feature8' real
@attribute 'feature9' real
@attribute 'feature10' real
@attribute 'feature11' real
@attribute 'feature12' real
@attribute 'feature13' real
@attribute 'feature14' real
@attribute 'feature15' real
@attribute 'feature16' real
@attribute 'feature17' real
@attribute 'feature18' real
@attribute 'feature19' real
@attribute 'feature20' real
@attribute 'feature21' real
@attribute 'feature22' real
@attribute 'feature23' real
@attribute 'feature24' real
@attribute 'feature25' real
@attribute 'feature26' real
@attribute 'feature27' real
@attribute 'feature28' real
@attribute 'feature29' real
@attribute 'feature30' real
@attribute 'feature31' real
@attribute 'feature32' real
@attribute 'feature33' real
@attribute 'feature34' real
@attribute 'feature35' real
@attribute 'feature36' real
@attribute 'feature37' real
@attribute 'feature38' real
@attribute 'feature39' real
@attribute 'feature40' real
@attribute 'feature41' real
@attribute 'feature42' real
@attribute 'feature43' real
@attribute 'feature44' real
@attribute 'feature45' real
@attribute 'feature46' real
@attribute 'feature47' real
@attribute 'feature48' real
@attribute 'feature49' real
@attribute 'feature50' real
@attribute 'feature51' real
@attribute 'feature52' real
@attribute 'feature53' real
@attribute 'feature54' real
@attribute 'feature55' real
@attribute 'feature56' real
@attribute 'feature57' real
@attribute 'feature58' real
@attribute 'feature59' real
@attribute 'feature60' real
@attribute 'feature61' real
@attribute 'feature62' real
@attribute 'feature63' real
@attribute 'feature64' real
@attribute 'feature65' real
@attribute 'feature66' real
@attribute 'feature67' real
@attribute 'feature68' real
@attribute 'feature69' real
@attribute 'feature70' real
@attribute 'feature71' real
@attribute 'feature72' real
@attribute 'feature73' real
@attribute 'feature74' real
@attribute 'feature75' real
@attribute 'feature76' real
@attribute 'feature77' real
@attribute 'feature78' real
@attribute 'feature79' real
@attribute 'feature80' real
@attribute 'feature81' real
@attribute 'feature82' real
@attribute 'feature83' real
@attribute 'feature84' real
@attribute 'feature85' real
@attribute 'feature86' real
@attribute 'feature87' real
@attribute 'feature88' real
@attribute 'feature89' real
@attribute 'feature90' real
@attribute 'feature91' real
@attribute 'feature92' real
@attribute 'feature93' real
@attribute class {1,2,3,4,5}
@data
0.004046,0.000089,0.004024,0.000091,0.015946,0.003904,0.006253,0.004786,560.000000,0.409554,0.972222,0.714286,1.000000,87.497475,0.898537,28.087482,25.623812,50.443202,0.042935,3.665966,0.010779,1.855002,0.446605,8.838235,3.744841,2.066040,3.377968,1.384343,1.509669,-0.028871,0.307095,0.005083,0.004109,0.043906,3.012605,0.482019,2.965482,0.500367,10.327731,8.611080,2.396112,3.413373,1.271979,1.453509,-0.139524,0.634832,0.038224,0.171869,0.060476,2.511382,0.072095,1.346362,0.509906,8.591884,2.901406,1.948770,3.124466,1.005074,1.355510,-0.006596,0.143149,0.001907,0.001854,0.044826,3.472684,0.064725,1.868778,0.453895,8.812352,3.952912,2.085221,3.359752,1.317855,1.486163,-0.038582,0.351977,0.007159,0.010652,0.059669,2.674828,0.013042,1.349267,0.501092,8.600345,2.744759,1.920609,3.128349,1.068927,1.385338,-0.004934,0.123971,0.003742,0.003240,1
0.004034,0.000090,0.004005,0.000092,0.013021,0.002875,0.005532,0.003546,750.000000,0.871818,0.975293,0.697674,1.000000,110.325902,0.760464,44.386768,21.741952,-16.141465,0.058722,2.900741,0.027180,1.501265,0.502757,8.257778,3.059477,1.965847,3.116149,1.224195,1.431604,-0.028764,0.295158,0.001840,0.003586,0.043182,1.691852,0.705432,2.988752,0.567669,9.597037,9.748732,2.488786,3.387981,0.688887,1.188543,-0.206045,0.737119,0.122851,0.221264,0.069191,2.291251,0.027605,1.177893,0.531071,8.657978,2.421326,1.860779,2.994545,0.954534,1.323271,-0.003284,0.099006,0.000626,0.002041,0.058263,3.008000,-0.018990,1.501891,0.485009,8.288000,2.893056,1.935929,3.118019,1.193052,1.438432,-0.020863,0.252545,0.004198,0.002296,0.069879,2.290323,0.023398,1.167753,0.534867,8.664797,2.400028,1.854978,2.988089,0.967661,1.328370,-0.004487,0.115610,0.000949,0.000960,1
0.004058,0.000096,0.004024,0.000093,0.018502,0.005338,0.006433,0.005670,467.000000,0.542683,0.974948,0.752013,1.000000,79.012193,0.916673,26.679645,22.409241,-89.655840,0.045223,3.808290,-0.024273,1.965476,0.441823,9.621762,3.623775,2.050700,3.379033,1.456120,1.527418,-0.024215,0.284319,0.008230,0.003243,0.037061,4.064767,0.408723,3.628688,0.434665,10.391192,9.652669,2.443305,3.584581,1.526276,1.553444,-0.102909,0.568520,0.186130,0.238584,0.096442,1.640202,0.019654,0.840476,0.582192,6.796463,1.705956,1.683714,2.644555,0.705502,1.184833,-0.006493,0.130811,0.003223,0.002842,0.044623,3.835329,-0.042623,1.960235,0.426227,9.589820,3.499417,2.022039,3.322411,1.345737,1.512925,-0.047165,0.388576,0.004609,0.002722,0.095459,1.605853,0.046222,0.850308,0.588940,6.805397,1.761446,1.700426,2.650397,0.702234,1.182135,-0.006659,0.132740,0.002801,0.000490,1
0.004088,0.000093,0.004063,0.000095,0.031238,0.012586,0.008920,0.011408,573.000000,0.413171,0.982847,0.759947,1.000000,86.669048,0.936854,28.344310,25.811841,-4.733993,0.045795,3.581818,0.019670,1.822892,0.471577,8.648485,3.710781,2.063767,3.346302,1.483710,1.522646,-0.030307,0.312843,0.002734,0.007331,0.045150,4.026263,0.553098,4.299659,0.484414,11.044444,13.957621,2.515566,3.432640,1.809473,1.539368,-0.167218,0.683419,0.295503,0.264402,0.069656,2.191415,0.047633,1.150930,0.538150,8.639110,2.409981,1.856904,2.966810,0.915844,1.307153,-0.005696,0.129643,0.001888,0.003987,0.044602,3.586907,0.039041,1.800509,0.465057,8.683973,3.850465,2.076520,3.350961,1.453857,1.510322,-0.036415,0.343054,0.002794,0.010388,0.069374,2.206988,0.044963,1.159283,0.533672,8.639601,2.412874,1.857243,2.970680,0.907161,1.306772,-0.005521,0.127803,0.002081,0.002152,1
0.004101,0.000102,0.004075,0.000096,0.013835,0.002817,0.005779,0.003672,708.000000,0.734284,0.977901,0.739812,1.000000,100.083261,0.870732,36.623028,24.861249,-52.127591,0.086828,1.909688,0.111447,1.078001,0.572361,6.142857,2.388459,1.814464,2.814367,0.856453,1.260445,-0.022139,0.247322,0.008910,0.008014,0.039827,2.277504,0.578733,2.764499,0.509408,9.968801,8.529404,2.440241,3.427808,0.852441,1.293243,-0.167784,0.683352,0.081422,0.038031,0.101855,1.483974,0.041409,0.775183,0.593517,7.500916,1.612179,1.652829,2.563570,0.630212,1.141855,-0.004633,0.108806,0.002751,0.000997,0.084650,1.953959,0.051285,0.964344,0.565513,6.130755,2.157857,1.796572,2.785361,0.871287,1.254765,-0.023001,0.251905,0.005518,0.004873,0.100882,1.522565,0.015643,0.772071,0.586903,7.513539,1.570957,1.640273,2.563573,0.636910,1.147071,-0.003783,0.098365,0.001585,0.002937,1
0.004130,0.000093,0.004072,0.000100,0.035239,0.027083,0.009701,0.015803,513.000000,0.826836,0.967925,0.654337,1.000000,88.083261,0.812335,34.215420,19.244229,-40.922240,0.049151,3.309302,0.086956,1.774716,0.469159,9.327907,3.936663,2.092352,3.298138,1.316609,1.452554,-0.052871,0.406160,0.003448,0.003065,0.073867,3.793023,0.639275,5.230373,0.458126,6.272093,17.235268,2.446905,3.273036,1.472715,1.511702,-0.229012,0.756754,0.327754,0.045447,0.055030,2.299625,0.209782,1.442197,0.527210,8.683691,3.519628,2.044389,3.168756,0.940500,1.323440,-0.018890,0.242470,0.001473,0.000185,0.048693,3.861702,-0.071526,1.793961,0.463062,9.319149,3.344952,2.003987,3.324739,1.595716,1.554790,-0.033097,0.326083,0.001449,0.004707,0.054603,2.366358,0.191925,1.446121,0.526821,8.709195,3.487064,2.040919,3.178850,0.983261,1.339621,-0.016103,0.224663,0.003041,0.001018,1
0.004161,0.000178,0.004060,0.000159,0.018145,0.005699,0.005891,0.005304,489.000000,0.589658,0.979960,0.783654,1.000000,80.769553,0.919042,27.861568,22.502476,-58.099567,0.134080,1.318735,0.446436,0.779311,0.650980,6.433090,3.009513,1.810373,2.476205,0.681845,1.111756,-0.092033,0.475813,0.006965,0.007704,0.032423,3.656934,0.555269,3.679874,0.457829,10.240876,12.620811,2.565784,3.657439,1.417870,1.516489,-0.152330,0.674501,0.233183,0.059833,0.223527,0.752907,0.465125,0.703439,0.745084,4.644186,2.062350,1.566960,2.083823,0.451046,0.924378,-0.112040,0.468155,0.004499,0.006859,0.131990,1.796657,0.275876,0.563574,0.609825,6.409471,2.431219,1.736594,2.416099,0.915465,1.193008,-0.066651,0.415045,0.002232,0.010593,0.210956,0.865291,0.397778,0.716389,0.726206,4.665655,2.008359,1.584834,2.128957,0.507327,0.955037,-0.087195,0.420424,0.003071,0.004672,1
0.004046,0.000099,0.004004,0.000103,0.014605,0.004563,0.005958,0.004504,643.000000,0.594587,0.974242,0.744213,1.000000,94.669048,0.882832,32.042989,25.763564,66.613090,0.041760,3.288848,0.153255,1.854516,0.478760,7.347349,4.464358,2.152142,3.406643,1.343155,1.482599,-0.034162,0.336169,0.003010,0.010140,0.033411,2.367459,0.664119,3.518551,0.489633,8.981718,11.729099,2.576989,3.561587,0.826593,1.282218,-0.204964,0.746393,0.067830,0.051216,0.112990,1.254925,0.188514,0.757138,0.633928,6.983828,1.837139,1.697060,2.525943,0.584847,1.092938,-0.021611,0.232548,0.000353,0.004746,0.042551,3.307216,0.148034,1.750664,0.471932,7.307216,4.410773,2.147832,3.376874,1.341439,1.466283,-0.046265,0.388873,0.003233,0.007229,0.112368,1.257916,0.177365,0.732539,0.629005,6.984322,1.797787,1.696801,2.522532,0.573087,1.088601,-0.018541,0.216095,0.002271,0.001374,1
0.004089,0.000091,0.004076,0.000094,0.014221,0.003305,0.005767,0.003897,680.000000,0.610888,0.977011,0.792541,1.000000,96.426407,0.900255,33.242303,26.318501,-10.833128,0.046567,3.147841,0.065954,1.641494,0.485208,8.599668,3.592226,2.046344,3.307584,1.278852,1.466038,-0.020106,0.255742,0.008586,0.005079,0.048714,1.667774,0.695793,2.704874,0.600195,9.813953,9.294290,2.479485,3.304549,0.777541,1.217100,-0.223792,0.751920,0.079921,0.055210,0.067629,2.379112,0.050656,1.254437,0.532742,8.204802,2.632966,1.899964,3.042190,1.016973,1.349109,-0.004096,0.111415,0.002077,0.001670,0.047372,3.249091,0.029140,1.619441,0.472601,8.598182,3.443997,2.029355,3.297818,1.283997,1.462975,-0.021351,0.263180,0.001443,0.002989,0.066507,2.434966,0.029983,1.258415,0.521822,8.215618,2.585441,1.892257,3.040545,1.005809,1.350684,-0.005958,0.134250,0.001102,0.002817,1
0.004081,0.000097,0.004019,0.000099,0.016842,0.008005,0.006174,0.005779,563.000000,0.682895,0.975737,0.719029,1.000000,88.083261,0.891510,31.417358,22.950914,48.831153,0.047207,3.555556,0.032107,1.799331,0.476396,9.320755,3.790198,2.072218,3.377406,1.487265,1.513799,-0.027433,0.300126,0.001770,0.001270,0.037591,3.410901,0.674320,5.090973,0.498135,7.993711,17.490526,2.649138,3.590500,1.513785,1.498609,-0.222633,0.771508,0.323114,0.335301,0.061300,2.378243,0.139355,1.394858,0.524190,9.362301,3.148201,1.984302,3.122369,0.977583,1.343213,-0.010094,0.176854,0.002293,0.001788,0.048110,3.802850,-0.054743,1.761782,0.454454,9.342043,3.407947,2.021282,3.342919,1.499089,1.533883,-0.036484,0.342462,0.009041,0.008358,0.060744,2.449394,0.115202,1.394145,0.522326,9.389453,3.086780,1.975499,3.126764,1.016931,1.356046,-0.008572,0.163166,0.003430,0.002718,1
0.004063,0.000090,0.004033,0.000093,0.016358,0.004491,0.006205,0.004928,534.000000,0.462899,0.978022,0.762857,1.000000,85.012193,0.907050,27.784204,24.628228,-22.828290,0.048049,3.721133,-0.013956,1.865446,0.467384,8.779956,3.618247,2.043227,3.331595,1.552091,1.532164,-0.038725,0.351987,0.005545,0.004721,0.041622,2.457516,0.577498,2.805455,0.503114,9.368192,9.160731,2.473998,3.430376,0.936943,1.334955,-0.167331,0.682860,0.289239,0.175889,0.051765,3.029732,0.031094,1.573313,0.494773,8.908821,3.223929,2.001587,3.269966,1.263389,1.446465,-0.006980,0.150615,0.000847,0.000822,0.045806,3.856098,-0.032707,1.925640,0.446618,8.743902,3.605146,2.026512,3.337868,1.487501,1.547274,-0.046674,0.385285,0.004379,0.003219,0.051804,3.027950,0.029739,1.570984,0.490565,8.925811,3.212922,1.999379,3.270332,1.240036,1.447818,-0.005469,0.133450,0.002437,0.001851,1
0.004078,0.000093,0.004055,0.000092,0.012366,0.002353,0.005293,0.003161,377.000000,0.489559,0.901914,0.685455,1.000000,79.698485,0.727479,24.309520,21.197171,85.130408,0.032069,5.675585,-0.062441,2.671380,0.382231,9.247492,5.002293,2.204113,3.647877,2.054138,1.703238,-0.050828,0.416238,0.007235,0.003280,0.037617,4.494983,0.329777,3.113679,0.434401,11.317726,8.899050,2.369065,3.533697,1.809331,1.601604,-0.096466,0.551175,0.032537,0.044411,0.051020,3.144468,-0.018378,1.526650,0.477817,9.136952,3.030931,1.970718,3.259695,1.247091,1.457132,-0.005755,0.136743,0.002073,0.000569,0.032564,4.738956,0.123975,2.650925,0.402503,9.261044,6.024225,2.299220,3.643969,1.728940,1.618741,-0.049901,0.413373,0.004772,0.001338,0.051275,2.996934,0.020580,1.503028,0.483420,9.150241,3.122850,1.984712,3.250155,1.183942,1.427889,-0.005890,0.138276,0.001357,0.002303,1
0.004096,0.000089,0.004068,0.000094,0.012678,0.002306,0.005629,0.003412,404.000000,0.589268,0.950588,0.734545,1.000000,77.112698,0.832047,25.600419,20.683543,69.617642,0.042544,4.088146,0.059049,2.225755,0.435174,8.781155,4.596484,2.172349,3.475658,1.561109,1.560834,-0.035386,0.345028,0.003826,0.002797,0.046166,3.161094,0.396250,2.251938,0.462185,10.455927,7.159912,2.279288,3.360044,1.172051,1.413685,-0.120247,0.597144,0.187993,0.060837,0.051426,2.956984,0.064817,1.588705,0.488225,9.073171,3.366265,2.023329,3.280652,1.187082,1.430219,-0.006350,0.143909,0.001418,0.002265,0.041662,4.494624,-0.014946,2.192264,0.418419,8.810036,4.340258,2.129055,3.469656,1.680888,1.597327,-0.046044,0.388988,0.006714,0.007950,0.050847,3.125819,0.007019,1.602261,0.475834,9.080917,3.169786,1.993052,3.277289,1.228435,1.449529,-0.005897,0.138910,0.001553,0.002139,1
0.004120,0.000095,0.004080,0.000095,0.021024,0.009345,0.005753,0.006371,465.000000,0.647563,0.983087,0.754870,1.000000,79.012193,0.912747,27.975897,21.317971,17.807442,0.049416,3.358396,0.083059,1.852262,0.459816,8.305764,3.966659,2.089710,3.334542,1.303233,1.455074,-0.039921,0.357080,0.001375,0.003109,0.037908,2.814536,0.641251,3.728959,0.487544,8.769424,12.808990,2.571732,3.465845,1.083234,1.390641,-0.208275,0.744418,0.363797,0.549879,0.054438,2.647428,0.098010,1.463101,0.507317,8.207626,3.222757,2.001057,3.198268,1.081825,1.384800,-0.006747,0.146422,0.000803,0.002816,0.049189,3.625352,-0.004477,1.794612,0.476212,8.278873,3.592652,2.040429,3.328127,1.537124,1.518218,-0.034954,0.334443,0.009594,0.004171,0.053865,2.851070,0.029742,1.468222,0.492914,8.222312,3.025855,1.967823,3.202527,1.142644,1.412939,-0.004899,0.124943,0.002145,0.000917,1
0.004070,0.000093,0.004045,0.000092,0.013819,0.004007,0.005503,0.003890,728.000000,0.653996,0.971963,0.793028,1.000000,100.426407,0.889281,35.282134,26.690864,-73.838472,0.051266,3.258786,-0.024266,1.604183,0.475045,8.750799,3.104033,1.975537,3.249467,1.291623,1.471323,-0.028409,0.299364,0.007766,0.006464,0.051552,3.017572,0.517135,2.937266,0.508984,9.653355,9.440540,2.428171,3.378722,1.305905,1.446599,-0.148480,0.648116,0.048252,0.154258,0.057149,2.700286,0.031591,1.399912,0.498830,7.998238,2.876456,1.946697,3.157813,1.074535,1.388523,-0.002934,0.096157,0.002786,0.002088,0.050378,3.225806,-0.009884,1.593508,0.475323,8.788530,3.155997,1.984990,3.256199,1.291813,1.462279,-0.024810,0.280316,0.002308,0.003701,0.056882,2.716960,0.024597,1.398064,0.491636,8.000228,2.853915,1.942056,3.154864,1.050792,1.381934,-0.004421,0.117872,0.003068,0.000822,1
0.004039,0.000090,0.004023,0.000090,0.015031,0.004368,0.006299,0.004760,614.000000,0.613573,0.971519,0.756158,1.000000,91.840620,0.895163,31.639423,24.983680,48.810348,0.056281,2.631879,0.089742,1.472126,0.508904,7.857685,3.150524,1.984907,3.141474,1.077669,1.383845,-0.028573,0.295824,0.001333,0.000605,0.040900,3.290323,0.530112,3.268395,0.469692,10.087287,10.652723,2.460797,3.453683,1.286513,1.466481,-0.163565,0.679287,0.015384,0.135312,0.067776,2.211446,0.051155,1.153093,0.531743,8.946196,2.449812,1.864954,2.969415,0.902077,1.306467,-0.005783,0.130891,0.001245,0.002788,0.054951,2.665245,0.079433,1.495711,0.485678,7.855011,3.121835,1.971396,3.137095,0.995695,1.357347,-0.029892,0.302474,0.003637,0.002077,0.067786,2.252890,0.033133,1.152168,0.527657,8.943642,2.407228,1.855567,2.968350,0.913050,1.312943,-0.006926,0.143135,0.000913,0.002554,1
0.004094,0.000093,0.004081,0.000101,0.012799,0.003200,0.005629,0.003571,840.000000,0.556876,0.977881,0.777778,1.000000,106.911688,0.906467,35.941033,29.852464,-81.092525,0.079937,2.206284,-0.019871,1.088835,0.552609,6.889344,2.120269,1.790325,2.873761,0.984836,1.322188,-0.015348,0.208710,0.003400,0.003041,0.039748,2.769126,0.605006,3.241236,0.517351,10.449454,11.173675,2.501595,3.470631,1.199788,1.417006,-0.178814,0.703060,0.242272,0.029364,0.159715,1.062782,0.041056,0.553201,0.665303,5.391744,1.153783,1.469034,2.186332,0.525551,1.024897,-0.003898,0.092252,0.003413,0.001439,0.081202,2.083207,0.029461,1.088426,0.550753,6.894100,2.209663,1.801256,2.858228,0.893425,1.290715,-0.019381,0.233846,0.001220,0.006121,0.160527,1.061065,0.046900,0.555422,0.669012,5.402942,1.165474,1.476311,2.188898,0.533524,1.026520,-0.003930,0.092699,0.001160,0.000745,1
0.004049,0.000093,0.004024,0.000095,0.014818,0.004975,0.005983,0.004666,649.000000,0.728544,0.971557,0.763529,1.000000,95.840620,0.869640,34.857032,23.877031,78.612998,0.046373,3.708029,-0.045256,1.801092,0.443608,8.054745,3.383864,2.016205,3.345921,1.414020,1.510812,-0.029050,0.307062,0.002776,0.005965,0.036563,4.344891,0.453782,3.620225,0.442454,9.899635,11.473504,2.519692,3.571369,1.736783,1.584080,-0.132381,0.630877,0.135575,0.083382,0.057275,2.819682,0.025628,1.445286,0.502393,8.592811,2.967962,1.962355,3.191606,1.167919,1.415547,-0.003377,0.103644,0.001981,0.002023,0.047468,3.612033,-0.024882,1.804962,0.466712,8.060166,3.434139,2.018044,3.340888,1.472672,1.514811,-0.027958,0.301455,0.002454,0.002383,0.057282,2.797774,0.032188,1.453252,0.501460,8.603587,2.983859,1.963863,3.190169,1.152654,1.406527,-0.003991,0.112681,0.001248,0.002532,1
0.004002,0.000091,0.003983,0.000090,0.011411,0.002677,0.005386,0.003129,881.000000,0.907831,0.957609,0.585771,1.000000,127.053824,0.675151,51.995224,21.803522,26.900437,0.054336,2.864968,0.036565,1.495613,0.487818,8.921019,3.081660,1.974348,3.194313,1.126601,1.409238,-0.018497,0.240700,0.002119,0.002482,0.042976,2.398726,0.596214,2.921134,0.542979,9.535032,9.479346,2.453590,3.432987,1.063745,1.358080,-0.163384,0.676196,0.035170,0.108978,0.066587,2.478383,0.026847,1.270438,0.515604,8.203415,2.615129,1.897854,3.062558,1.009288,1.353903,-0.004306,0.114625,0.000637,0.011129,0.054592,2.965326,0.001155,1.492787,0.491602,8.920943,2.971559,1.959608,3.198793,1.199855,1.435472,-0.014378,0.212820,0.007217,0.006391,0.067104,2.412444,0.052672,1.273861,0.524986,8.213333,2.680711,1.910390,3.062069,1.006376,1.349863,-0.004377,0.115513,0.001716,0.015911,1
0.004046,0.000095,0.004028,0.000094,0.013429,0.003262,0.006353,0.004259,1533.000000,0.714086,0.901765,0.715686,1.000000,164.024387,0.707385,54.812220,38.371738,-76.441789,0.071786,2.297826,0.047916,1.222745,0.537595,8.154348,2.526177,1.879077,2.991170,0.985307,1.331869,-0.006549,0.139826,0.002783,0.006049,0.047547,1.936232,0.645588,2.782110,0.592927,9.879710,8.982632,2.475686,3.360566,0.947792,1.265184,-0.188685,0.710725,0.102193,0.080796,0.060627,2.397948,0.065131,1.282026,0.519640,7.991983,2.732018,1.919114,3.071837,0.973452,1.341573,-0.003717,0.106657,0.001096,0.002817,0.071398,2.336200,0.029933,1.217715,0.525059,8.153245,2.472216,1.869235,2.978604,0.953415,1.330844,-0.010096,0.172931,0.008276,0.008523,0.060926,2.420817,0.055074,1.279444,0.518899,8.000827,2.702796,1.913999,3.070382,0.982644,1.344758,-0.004199,0.113326,0.002766,0.003278,1
0.004064,0.000096,0.004031,0.000093,0.017557,0.005887,0.005748,0.005292,541.000000,0.430440,0.983636,0.801481,1.000000,84.183766,0.936900,27.739974,25.038636,-15.025173,0.052699,2.920601,0.104243,1.681943,0.498234,7.937768,3.586256,2.039178,3.217408,1.201463,1.435801,-0.028667,0.300545,0.004748,0.010483,0.041049,4.178112,0.411843,3.543338,0.483818,10.109442,10.028795,2.453411,3.488216,1.940969,1.538154,-0.124696,0.610084,0.139974,0.216408,0.062277,2.306122,0.087161,1.266674,0.524267,8.429123,2.746355,1.919968,3.050867,0.932326,1.325382,-0.007292,0.148663,0.000504,0.003699,0.051798,3.175481,0.021165,1.670280,0.475704,7.954327,3.288779,2.005903,3.224679,1.264972,1.450169,-0.027570,0.295430,0.004054,0.006261,0.062470,2.366266,0.060792,1.264451,0.520330,8.448740,2.672344,1.906253,3.048938,0.955939,1.332957,-0.006716,0.142680,0.000197,0.001919,1
0.004027,0.000090,0.004019,0.000090,0.011228,0.002288,0.005561,0.003050,941.000000,0.796862,0.982255,0.672143,1.000000,117.882251,0.836692,44.623175,26.959599,-38.600352,0.068116,2.410287,-0.007113,1.187541,0.526141,8.678230,2.376129,1.848242,2.971505,1.010764,1.350830,-0.018502,0.232627,0.004442,0.004298,0.048900,2.198565,0.547941,2.412800,0.563349,9.433014,7.527810,2.408910,3.315300,1.029269,1.302051,-0.184842,0.701366,0.099737,0.078985,0.074250,2.209365,0.027014,1.134726,0.537102,8.599108,2.332039,1.840369,2.952697,0.923909,1.308687,-0.002847,0.091569,0.001631,0.003262,0.067894,2.383312,-0.006118,1.180498,0.520386,8.691004,2.354326,1.843458,2.970037,0.969476,1.334382,-0.015623,0.213860,0.003665,0.004999,0.073951,2.251965,0.012457,1.139306,0.537091,8.605640,2.308651,1.836117,2.955913,0.951121,1.321862,-0.003423,0.100442,0.001312,0.002338,1
0.004028,0.000091,0.004008,0.000090,0.010959,0.002045,0.005665,0.003100,976.000000,0.819948,0.965381,0.715543,1.000000,122.568542,0.803237,46.762760,26.768754,-20.661181,0.050611,2.879955,0.067480,1.546293,0.487895,8.415629,3.296109,2.008925,3.239270,1.139229,1.414092,-0.016693,0.230417,0.001092,0.003029,0.058058,1.439411,0.687170,2.226647,0.617008,9.808607,7.749326,2.401102,3.193860,0.669072,1.156588,-0.211349,0.729017,0.044803,0.087204,0.062851,2.331081,0.055808,1.238421,0.522802,8.582332,2.606585,1.895993,3.032657,0.943567,1.326967,-0.004942,0.122167,0.001328,0.002353,0.051049,2.901340,0.064418,1.542954,0.494861,8.428745,3.297298,2.011775,3.244871,1.177284,1.423682,-0.014652,0.216410,0.006570,0.000927,0.063229,2.354931,0.044012,1.231189,0.525700,8.593807,2.571671,1.889150,3.032012,0.970344,1.336749,-0.004207,0.112707,0.003235,0.002517,1
0.004047,0.000119,0.004011,0.000110,0.011188,0.002277,0.005745,0.003094,924.000000,0.653692,0.969570,0.736842,1.000000,114.568542,0.869366,39.804534,30.122497,68.323644,0.057122,2.127160,0.358365,1.707764,0.554714,7.796296,4.456036,2.131507,3.193746,0.938791,1.305299,-0.063626,0.437539,0.001430,0.003103,0.037927,2.548148,0.488685,2.506606,0.496249,9.034568,7.418558,2.380504,3.477479,0.962414,1.353002,-0.103378,0.561945,0.050031,0.201452,0.080890,1.607186,0.297762,1.137519,0.587151,8.006798,2.969607,1.918744,2.875985,0.695924,1.181900,-0.041696,0.339812,0.002104,0.003653,0.057351,2.204360,0.334989,1.711996,0.530799,7.801090,4.251988,2.092977,3.162560,0.894676,1.305480,-0.065520,0.443546,0.004366,0.009110,0.079562,1.628047,0.293132,1.143927,0.581794,8.026640,2.977426,1.926624,2.884952,0.692809,1.184416,-0.039205,0.330422,0.000976,0.002480,1
0.004043,0.000092,0.004029,0.000091,0.009629,0.001697,0.005297,0.002404,1204.000000,0.802054,0.831492,0.571429,1.000000,174.610173,0.490611,55.499446,33.147099,-47.330153,0.061474,2.733953,-0.019592,1.373883,0.502104,8.038140,2.628313,1.898297,3.093723,1.116916,1.392694,-0.016209,0.222951,0.003303,0.001398,0.044900,1.770233,0.629061,2.345247,0.573280,8.529302,7.771002,2.390539,3.332824,0.759039,1.215047,-0.160855,0.665245,0.040518,0.018962,0.064417,2.325147,0.040057,1.214791,0.523135,8.371062,2.519191,1.878549,3.016578,0.941729,1.324351,-0.003505,0.102694,0.001516,0.003759,0.062304,2.718908,-0.010592,1.374325,0.518541,8.031345,2.661303,1.900552,3.094811,1.179703,1.400105,-0.014742,0.212715,0.004152,0.004611,0.065054,2.352887,0.025699,1.210320,0.529117,8.381852,2.476921,1.871023,3.012766,0.984566,1.339104,-0.003733,0.105889,0.001186,0.002870,1
0.004170,0.000181,0.004267,0.000366,0.012071,0.002989,0.006391,0.003710,861.000000,0.787787,0.973982,0.759259,1.000000,114.083261,0.816937,42.291480,26.049355,-78.994613,0.230810,1.017639,0.201708,0.774676,0.717175,3.981004,1.489463,1.424946,1.962805,0.617845,0.985411,-0.047404,0.311705,0.014952,0.006694,0.052420,2.823609,0.490393,2.513258,0.525212,8.620081,8.186734,2.391111,3.273598,1.268732,1.433432,-0.179035,0.689460,0.090424,0.061927,0.281752,0.664549,0.634871,0.934285,0.798536,3.200127,2.965032,1.503120,1.864773,0.467896,0.847198,-0.228536,0.623203,0.012049,0.008153,0.233622,1.065549,0.132363,0.842130,0.718734,3.931402,1.304746,1.403571,1.934778,0.657586,1.024519,-0.019825,0.207967,0.013334,0.013353,0.268698,0.824983,0.557809,0.964463,0.774233,3.217769,2.886444,1.516053,1.934829,0.565203,0.926668,-0.175188,0.564702,0.004844,0.007152,2
0.005679,0.002821,0.004717,0.001526,0.011667,0.002253,0.005688,0.003094,939.000000,0.679581,0.965057,0.729604,1.000000,118.325902,0.828717,40.908941,30.010811,-33.134772,0.531465,1.264286,0.674037,1.862222,0.846236,3.242857,6.424354,1.211738,1.515924,1.061786,0.831622,-0.353009,0.715612,0.123188,0.066858,0.051171,1.945238,0.617037,2.568367,0.576159,9.600000,8.209048,2.422992,3.279833,0.897052,1.258433,-0.198277,0.718394,0.035525,0.057011,0.776972,0.350252,0.666127,0.524396,0.940437,2.368708,1.747863,0.594332,0.716593,0.326424,0.415901,-0.339336,0.504218,0.056656,0.053916,0.501756,1.713178,0.566364,1.704699,0.817290,3.242894,5.951338,1.258908,1.570127,1.398767,0.934162,-0.274937,0.668140,0.198408,0.165870,0.754507,0.510403,0.527868,0.540057,0.927531,2.379931,1.651708,0.632493,0.775919,0.471076,0.484497,-0.240239,0.438028,0.062034,0.061846,3
