@relation Semliki_virus
@attribute 'feature1' real
@attribute 'feature2' real
@attribute 'feature3' real
@attribute 'feature4' real
@attribute 'feature5' real
@attribute 'feature6' real
@attribute 'feature7' real
@attribute 'feature8' real
@attribute 'feature9' real
@attribute 'feature10' real
@attribute 'feature11' real
@attribute 'feature12' real
@attribute 'feature13' real
@attribute 'feature14' real
@attribute 'feature15' real
@attribute 'feature16' real
@attribute 'feature17' real
@attribute 'feature18' real
@attribute 'feature19' real
@attribute 'feature20' real
@attribute 'feature21' real
@attribute 'feature22' real
@attribute 'feature23' real
@attribute 'feature24' real
@attribute 'feature25' real
@attribute 'feature26' real
@attribute 'feature27' real
@attribute 'feature28' real
@attribute 'feature29' real
@attribute 'feature30' real
@attribute 'feature31' real
@attribute 'feature32' real
@attribute 'feature33' real
@attribute 'feature34' real
@attribute 'feature35' real
@attribute 'feature36' real
@attribute 'feature37' real
@attribute 'feature38' real
@attribute 'feature39' real
@attribute 'feature40' real
@attribute 'feature41' real
@attribute 'feature42' real
@attribute 'feature43' real
@attribute 'feature44' real
@attribute 'feature45' real
@attribute 'feature46' real
@attribute 'feature47' real
@attribute 'feature48' real
@attribute 'feature49' real
@attribute 'feature50' real
@attribute 'feature51' real
@attribute 'feature52' real
@attribute 'feature53' real
@attribute 'feature54' real
@attribute 'feature55' real
@attribute 'feature56' real
@attribute 'feature57' real
@attribute 'feature58' real
@attribute 'feature59' real
@attribute 'feature60' real
@attribute 'feature61' real
@attribute 'feature62' real
@attribute 'feature63' real
@attribute 'feature64' real
@attribute 'feature65' real
@attribute 'feature66' real
@attribute 'feature67' real
@attribute 'feature68' real
@attribute 'feature69' real
@attribute 'feature70' real
@attribute 'feature71' real
@attribute 'feature72' real
@attribute 'feature73' real
@attribute 'feature74' real
@attribute 'feature75' real
@attribute 'feature76' real
@attribute 'feature77' real
@attribute 'feature78' real
@attribute 'feature79' real
@attribute 'feature80' real
@attribute 'feature81' real
@attribute 'feature82' real
@attribute 'feature83' real
@attribute 'feature84' real
@attribute 'feature85' real
@attribute 'feature86' real
@attribute 'feature87' real
@attribute 'feature88' real
@attribute 'feature89' real
@attribute 'feature90' real
@attribute 'feature91' real
@attribute 'feature92' real
@attribute 'feature93' real
@attribute class {1,2,3,4,5}
@data
0.004162,0.000107,0.004140,0.000118,0.009113,0.001276,0.004953,0.002045,903.000000,0.864736,0.959617,0.707680,1.000000,120.911688,0.763496,48.494952,24.355431,-18.767709,0.044238,3.280637,0.080591,1.775657,0.472137,8.726716,3.855463,2.088765,3.361573,1.291016,1.470701,-0.014694,0.220374,0.004430,0.003276,0.062386,1.316176,0.592067,1.573523,0.621151,7.296569,5.130184,2.222045,3.045494,0.592843,1.109135,-0.147302,0.621088,0.036215,0.091489,0.204367,0.697538,0.204136,0.439714,0.723606,4.822236,1.055365,1.365734,1.887123,0.365217,0.869196,-0.033359,0.249288,0.001146,0.000164,0.045732,3.290237,0.052165,1.711023,0.474706,8.738786,3.652084,2.062396,3.326049,1.327281,1.475492,-0.017845,0.241453,0.007548,0.000499,0.203211,0.723055,0.182912,0.442602,0.729125,4.829172,1.046764,1.380622,1.904894,0.397305,0.888661,-0.023286,0.209499,0.005340,0.003301,1
0.004032,0.000094,0.004014,0.000097,0.009727,0.001549,0.004877,0.002259,734.000000,0.802595,0.925599,0.643860,1.000000,109.396970,0.756818,40.562468,24.196504,63.742769,0.043392,3.680645,-0.008715,1.819834,0.441194,8.306452,3.612539,2.055509,3.375809,1.362393,1.510594,-0.014616,0.220473,0.004159,0.003158,0.032549,3.364516,0.436801,3.030219,0.488577,10.470968,8.581415,2.448259,3.616797,1.440479,1.494977,-0.107304,0.580257,0.076869,0.048885,0.057756,2.452634,0.104598,1.361439,0.514977,8.753928,3.024707,1.970964,3.132376,0.987348,1.351077,-0.006721,0.144698,0.002051,0.003046,0.044726,3.514706,0.050930,1.840368,0.455242,8.308824,3.882569,2.081183,3.372375,1.341249,1.501323,-0.024709,0.285110,0.003139,0.000627,0.058036,2.448798,0.109332,1.362800,0.519702,8.768510,3.047614,1.973966,3.133743,1.004757,1.355583,-0.007709,0.154957,0.001100,0.001547,1
0.004133,0.000102,0.004080,0.000103,0.011758,0.003004,0.004968,0.002987,644.000000,0.828971,0.965517,0.770335,1.000000,98.426407,0.818639,38.380538,21.465911,2.989718,0.044857,3.494810,0.039255,1.828510,0.462044,9.173010,3.779756,2.076340,3.382692,1.382766,1.493141,-0.022472,0.272214,0.004466,0.004162,0.042157,1.660900,0.772424,3.643814,0.611887,9.494810,12.935094,2.583668,3.399039,0.813735,1.204125,-0.269270,0.808246,0.048545,0.019265,0.066521,2.188315,0.111842,1.232851,0.539968,8.560000,2.739434,1.920777,3.027980,0.922816,1.307080,-0.007466,0.149807,0.003704,0.002176,0.043752,3.749533,-0.025200,1.803986,0.449154,9.185047,3.563889,2.048927,3.381257,1.468586,1.519387,-0.024424,0.283784,0.005949,0.006290,0.066716,2.211868,0.099241,1.224827,0.535974,8.574873,2.699192,1.913062,3.024829,0.923849,1.304327,-0.007542,0.150513,0.004876,0.002815,1
0.004135,0.000112,0.004112,0.000102,0.010675,0.001811,0.005473,0.002591,608.000000,0.465689,0.982229,0.779487,1.000000,90.426407,0.914050,29.673203,26.259262,84.890214,0.043895,3.289575,0.124415,1.896338,0.478310,9.849421,4.216708,2.128130,3.402140,1.346834,1.480814,-0.027825,0.303012,0.006174,0.004622,0.048456,2.227799,0.502583,2.351948,0.534875,9.359073,6.689599,2.342419,3.301501,0.930487,1.303279,-0.154895,0.655957,0.038256,0.020791,0.077362,1.936819,0.088391,1.059722,0.558416,7.915033,2.311797,1.832638,2.879118,0.824264,1.256794,-0.007960,0.150859,0.002224,0.000397,0.042873,3.634783,0.033857,1.935591,0.440661,9.865217,3.842703,2.083235,3.401319,1.332306,1.499680,-0.023341,0.279286,0.004842,0.003557,0.077997,1.957129,0.081527,1.061826,0.558467,7.925300,2.303611,1.832193,2.884848,0.836103,1.263808,-0.005794,0.128980,0.001958,0.003083,1
0.004039,0.000091,0.004017,0.000098,0.009107,0.001164,0.004824,0.002031,770.000000,0.786506,0.958904,0.800416,1.000000,107.597980,0.820459,40.325913,24.904593,78.219122,0.042984,3.813354,-0.023678,1.853772,0.443497,8.866464,3.627085,2.049297,3.401367,1.450439,1.529557,-0.022634,0.273804,0.009874,0.008503,0.040331,2.555387,0.457024,2.350110,0.519961,9.751138,6.851573,2.360356,3.436988,1.081687,1.369398,-0.109037,0.572325,0.034175,0.037762,0.056303,2.483938,0.107850,1.394163,0.510309,8.461450,3.084218,1.981197,3.146463,0.987554,1.352413,-0.005895,0.135807,0.005064,0.003174,0.042612,3.471795,0.054610,1.830591,0.455935,8.832479,3.859116,2.087311,3.388696,1.315667,1.492988,-0.021774,0.268171,0.000511,0.003964,0.056180,2.592319,0.069064,1.396545,0.506777,8.483063,2.976335,1.961156,3.148074,1.041129,1.373402,-0.005205,0.127720,0.001572,0.002864,1
0.004182,0.000101,0.004079,0.000113,0.018333,0.012708,0.006093,0.007323,419.000000,0.714089,0.950113,0.738977,1.000000,78.526912,0.832522,27.851995,19.497934,80.370971,0.046795,3.491124,0.072573,1.891014,0.452777,7.384615,4.035503,2.103017,3.325776,1.337698,1.482596,-0.034919,0.333887,0.001688,0.004440,0.064616,5.088757,0.464188,4.748643,0.417891,6.106509,13.905816,2.426284,3.356500,1.958580,1.657163,-0.174216,0.687750,0.474591,0.180143,0.068346,1.858891,0.265451,1.240130,0.559590,7.875204,3.195682,1.974052,2.996422,0.773963,1.233453,-0.034670,0.317672,0.002532,0.000726,0.053915,3.863636,-0.058561,1.762397,0.465074,7.346154,3.436122,1.998730,3.264474,1.613636,1.560529,-0.052973,0.405082,0.001410,0.004848,0.067705,1.885950,0.262727,1.233875,0.566248,7.879011,3.208692,1.985739,3.010053,0.816259,1.249451,-0.029863,0.296752,0.001189,0.000468,1
0.004142,0.000102,0.004114,0.000102,0.009752,0.001573,0.005028,0.002174,738.000000,0.774713,0.941327,0.640625,1.000000,107.396970,0.789282,39.324516,24.865415,-42.158555,0.047020,3.151090,0.140075,1.834845,0.478635,8.873832,4.163209,2.125150,3.367888,1.250815,1.457359,-0.024794,0.284982,0.002551,0.006517,0.042784,2.169782,0.582320,2.481284,0.558100,9.820872,8.200000,2.433999,3.409095,0.977536,1.311588,-0.157179,0.665684,0.059009,0.061299,0.083509,1.875943,0.079745,1.024431,0.557364,7.065024,2.201054,1.799624,2.830154,0.779168,1.235486,-0.008764,0.157009,0.001383,0.000411,0.048563,3.479239,0.042195,1.834209,0.468465,8.873702,3.747025,2.064446,3.353352,1.402249,1.501136,-0.025702,0.290090,0.001907,0.006001,0.082905,1.840230,0.096520,1.021716,0.566066,7.070575,2.233410,1.811454,2.831058,0.784769,1.238630,-0.007574,0.146023,0.001634,0.002536,1
0.004153,0.000128,0.004109,0.000106,0.009378,0.001363,0.004898,0.002040,758.000000,0.605185,0.930061,0.676786,1.000000,107.740115,0.805563,35.763812,28.471036,26.669872,0.209153,1.013595,0.117878,0.580197,0.705523,4.687311,1.284401,1.396192,1.980712,0.585776,0.979657,-0.041697,0.284846,0.002552,0.005869,0.042889,2.469789,0.555888,2.733911,0.546842,9.938066,8.647222,2.415296,3.426366,1.134402,1.375216,-0.143246,0.642092,0.061415,0.031012,0.206862,0.666667,0.103027,0.370412,0.728291,4.975692,0.819743,1.290571,1.792616,0.349115,0.850058,-0.010795,0.138939,0.001409,0.003168,0.206267,1.117057,0.038737,0.598587,0.703794,4.682274,1.206743,1.398644,1.994162,0.665149,1.027879,-0.020046,0.200759,0.006273,0.000990,0.204683,0.685683,0.083541,0.372825,0.722145,4.979454,0.810507,1.295670,1.802314,0.352950,0.852158,-0.006238,0.105996,0.006043,0.002821,1
0.004493,0.000229,0.004135,0.000168,0.019659,0.011840,0.005220,0.005821,325.000000,0.449238,0.990854,0.814536,1.000000,64.284271,0.958244,21.570732,19.271553,70.274795,0.048016,2.003817,0.560713,2.442573,0.550674,9.736641,6.652016,2.321379,3.247784,0.837087,1.272651,-0.150006,0.648366,0.011792,0.001744,0.043121,4.282443,0.506549,4.255536,0.453003,6.854962,13.062933,2.506315,3.496802,1.761378,1.598764,-0.144414,0.650262,0.301159,0.630838,0.142979,0.950445,0.585642,1.144832,0.683570,5.318991,3.636820,1.763058,2.424958,0.480996,0.990354,-0.134602,0.543414,0.002138,0.000856,0.040537,3.268182,0.309226,2.465207,0.444132,9.895455,5.439070,2.240541,3.351417,1.139236,1.437700,-0.078739,0.499702,0.019888,0.020651,0.137845,1.158529,0.506538,1.169930,0.649372,5.342089,3.536560,1.743285,2.475752,0.555459,1.062711,-0.109568,0.499596,0.004088,0.007393,1
0.004097,0.000099,0.004092,0.000099,0.009873,0.001653,0.005205,0.002446,1300.000000,0.938675,0.880162,0.454545,1.000000,169.823376,0.559833,72.655383,25.051740,-45.746357,0.048002,3.499118,0.000522,1.764925,0.474096,9.126984,3.502394,2.040177,3.356532,1.448211,1.511431,-0.011372,0.194294,0.001047,0.003092,0.045767,2.298060,0.563359,2.741538,0.570954,9.851852,8.209093,2.437678,3.424400,1.125404,1.324075,-0.148645,0.651718,0.012531,0.032284,0.074431,2.106975,0.053935,1.108514,0.544852,9.129496,2.347009,1.844404,2.934922,0.887115,1.291928,-0.004194,0.110805,0.001188,0.001518,0.048451,3.682571,-0.041956,1.790045,0.465698,9.148978,3.378974,2.017665,3.358569,1.515053,1.529344,-0.012921,0.207043,0.004384,0.008103,0.073769,2.136951,0.047056,1.112406,0.539504,9.132106,2.347535,1.844132,2.943220,0.885096,1.294445,-0.002993,0.093823,0.003995,0.003693,1
0.004185,0.000103,0.004081,0.000116,0.018609,0.013494,0.006205,0.007638,403.000000,0.687954,0.966427,0.806000,1.000000,74.870058,0.879780,26.729125,19.398777,78.787661,0.051030,3.451220,0.046863,1.834836,0.474672,9.225610,3.790564,2.058344,3.324773,1.415378,1.500040,-0.040515,0.358873,0.004338,0.003919,0.076759,5.594512,0.442049,5.017958,0.429717,5.966463,14.459241,2.378184,3.224715,2.281668,1.688982,-0.204986,0.722165,0.393157,0.457985,0.064068,1.837489,0.314406,1.352069,0.564658,7.820292,3.511127,2.037151,3.051889,0.778165,1.232124,-0.041699,0.349830,0.000726,0.002628,0.056441,3.284173,0.072906,1.857771,0.470403,9.190647,3.794589,2.055715,3.256760,1.326187,1.427833,-0.066253,0.450427,0.005752,0.002854,0.063740,1.981227,0.261486,1.364502,0.552241,7.830128,3.355301,2.015119,3.064200,0.828357,1.262912,-0.030442,0.301945,0.003670,0.002030,1
0.004134,0.000097,0.004121,0.000101,0.008713,0.001237,0.005406,0.001922,706.000000,0.761075,0.971114,0.696252,1.000000,102.568542,0.827102,37.647729,24.420714,8.975405,0.046822,3.178344,0.058996,1.729310,0.481452,8.777070,3.574506,2.038849,3.307701,1.285529,1.467306,-0.026856,0.294424,0.005123,0.001905,0.036538,1.872611,0.682525,2.976642,0.540502,9.162420,9.922664,2.504240,3.479812,0.713903,1.211883,-0.191032,0.722131,0.069069,0.034943,0.075705,2.181878,0.044226,1.140127,0.546665,8.355877,2.383529,1.850296,2.948364,0.943254,1.311150,-0.005938,0.131980,0.002226,0.002214,0.045718,3.460069,-0.019505,1.731744,0.452531,8.782986,3.326169,2.012974,3.314692,1.307940,1.483919,-0.024343,0.280909,0.005251,0.006723,0.075766,2.216826,0.028056,1.138371,0.540374,8.363885,2.344332,1.841000,2.947428,0.943109,1.314630,-0.006142,0.134218,0.001819,0.003177,1
0.004103,0.000096,0.004105,0.000097,0.010206,0.001772,0.005888,0.002596,640.000000,0.673899,0.986133,0.800000,1.000000,92.426407,0.921405,33.291914,24.596860,73.430142,0.043165,3.707721,-0.013605,1.822435,0.443362,9.034926,3.607236,2.048925,3.366751,1.396650,1.511132,-0.024851,0.285078,0.003240,0.002439,0.037163,3.213235,0.508040,3.215817,0.477966,11.150735,9.844926,2.450852,3.560242,1.292158,1.464004,-0.117469,0.600042,0.022633,0.068486,0.060201,2.538033,0.057623,1.355841,0.508484,9.197531,2.848277,1.936489,3.116785,1.014858,1.359063,-0.009115,0.167929,0.002367,0.002676,0.045417,3.558333,0.016406,1.824722,0.453116,9.029167,3.665816,2.058195,3.350802,1.358056,1.490039,-0.028051,0.302080,0.007075,0.003979,0.060429,2.588828,0.040178,1.367059,0.504225,9.198656,2.805139,1.933120,3.122657,1.026591,1.368559,-0.006025,0.137022,0.001461,0.002081,1
0.004126,0.000098,0.004115,0.000096,0.008660,0.001170,0.005671,0.001939,717.000000,0.838438,0.949669,0.642473,1.000000,107.740115,0.761990,41.754386,22.756018,33.319289,0.056526,3.112179,0.046258,1.673971,0.489767,8.817308,3.405726,2.011827,3.233066,1.291410,1.443637,-0.031908,0.316814,0.004592,0.001049,0.033489,2.155449,0.654602,3.163451,0.531038,9.661859,10.323161,2.541524,3.559477,0.864457,1.290075,-0.173568,0.701856,0.017130,0.042179,0.076159,2.140046,0.054699,1.128857,0.544387,8.980324,2.387344,1.850985,2.930859,0.902905,1.302614,-0.008302,0.155388,0.004906,0.003016,0.056652,3.316163,-0.022950,1.711991,0.476102,8.822380,3.158504,1.979951,3.238245,1.342213,1.480944,-0.024006,0.277170,0.004851,0.008596,0.077109,2.186290,0.035508,1.131252,0.543701,8.992742,2.345915,1.839064,2.935899,0.933335,1.313881,-0.005966,0.131980,0.004352,0.002611,1
0.004155,0.000102,0.004113,0.000102,0.011429,0.002154,0.005521,0.003238,561.000000,0.651373,0.927273,0.716475,1.000000,95.112698,0.763152,31.624797,23.995551,-51.481657,0.044766,3.506250,0.038284,1.854996,0.441468,8.497917,3.774996,2.072445,3.388993,1.274961,1.470006,-0.021579,0.267766,0.006536,0.006700,0.050217,1.933333,0.709971,2.434566,0.552745,10.504167,10.054149,2.451354,3.314114,0.795556,1.253272,-0.199655,0.732523,0.025730,0.021773,0.060558,2.428116,0.070540,1.323993,0.517522,8.680605,2.794841,1.931707,3.091315,0.982567,1.346197,-0.006703,0.143779,0.002760,0.001952,0.043995,4.061033,-0.079339,1.876854,0.430806,8.450704,3.444753,2.023276,3.396568,1.557804,1.541457,-0.031938,0.323306,0.004840,0.001099,0.060023,2.452934,0.067033,1.339124,0.516406,8.674968,2.799378,1.932351,3.095101,0.994437,1.352721,-0.007229,0.149520,0.004100,0.004482,1
0.004064,0.000095,0.004056,0.000095,0.010977,0.002298,0.005584,0.003211,1212.000000,0.863048,0.875723,0.692967,1.000000,149.781746,0.669908,58.152822,29.374266,-79.397121,0.054894,2.741690,0.071373,1.488121,0.509546,8.054131,3.160413,1.990565,3.193646,1.148773,1.404879,-0.012727,0.200514,0.006556,0.001721,0.039214,2.366572,0.614484,2.985838,0.570117,10.036087,9.901832,2.492696,3.487242,1.177995,1.323808,-0.189002,0.720417,0.151482,0.039747,0.058512,2.509760,0.043118,1.308815,0.508533,8.631354,2.735796,1.919242,3.092543,0.991924,1.355009,-0.004107,0.112503,0.002505,0.001513,0.054138,2.913411,0.006442,1.462021,0.490274,8.022175,2.946710,1.952635,3.184674,1.162749,1.425281,-0.013993,0.209489,0.006866,0.007981,0.058827,2.564238,0.022929,1.304175,0.507075,8.644271,2.684114,1.911240,3.095007,1.024819,1.367495,-0.002686,0.091139,0.001274,0.004970,1
0.004189,0.000162,0.004135,0.000127,0.012129,0.005101,0.006354,0.004588,1742.000000,0.849390,0.827160,0.595556,1.000000,198.509668,0.549959,69.627777,36.747150,-76.912542,0.111586,1.210013,0.527681,1.288147,0.637371,5.674252,3.912744,1.870561,2.646028,0.561035,1.077034,-0.110195,0.516304,0.004533,0.009138,0.217341,0.781534,0.667020,1.177900,0.775352,3.568270,3.911139,1.552360,1.935478,0.528273,0.924288,-0.201412,0.593238,0.016691,0.019482,0.159828,0.888812,0.328325,0.661723,0.681951,5.836326,1.757741,1.564810,2.221165,0.428888,0.958823,-0.058190,0.353089,0.004537,0.003567,0.109698,1.431609,0.448237,1.346947,0.628975,5.693834,3.744675,1.875085,2.681885,0.703496,1.149147,-0.086697,0.468234,0.011617,0.006185,0.160140,0.953534,0.284625,0.667203,0.679916,5.851633,1.712289,1.567613,2.239885,0.474722,0.992133,-0.043662,0.308587,0.003275,0.002616,1
0.004207,0.000152,0.004248,0.000375,0.011603,0.002342,0.005163,0.003025,662.000000,0.648017,0.967836,0.748869,1.000000,97.254834,0.861708,33.459768,25.483814,80.784470,0.170648,1.040925,0.317653,0.926144,0.674404,4.845196,1.920875,1.530187,2.157294,0.531810,1.013662,-0.069744,0.390444,0.002306,0.010616,0.047758,3.104982,0.457886,2.924814,0.543211,10.653025,8.344021,2.429807,3.400715,1.540257,1.454434,-0.135289,0.625842,0.117333,0.134971,0.699591,0.312906,0.610784,0.405133,0.946147,2.402233,1.294713,0.709842,0.802967,0.294178,0.382982,-0.446090,0.611539,0.005980,0.005050,0.175649,1.158954,0.200558,0.917270,0.672537,4.812877,1.608848,1.525726,2.144770,0.622552,1.027515,-0.038121,0.294956,0.002787,0.010685,0.675213,0.493633,0.404014,0.420339,0.931178,2.412354,1.162394,0.747979,0.874691,0.459291,0.464080,-0.333128,0.549392,0.014395,0.008693,1
0.004106,0.000094,0.004094,0.000096,0.010868,0.002042,0.005412,0.002978,648.000000,0.755020,0.944606,0.720801,1.000000,99.840620,0.800781,35.886130,23.530618,58.561126,0.037812,4.210811,0.005449,2.164324,0.427542,8.794595,4.256908,2.117475,3.495581,1.586995,1.578094,-0.029938,0.318444,0.006361,0.002393,0.043162,2.747748,0.483116,2.669634,0.506997,9.951351,7.884120,2.375462,3.440181,1.152419,1.373505,-0.119286,0.594679,0.087654,0.018385,0.065103,2.542916,0.032707,1.311468,0.513790,8.961393,2.714814,1.914531,3.090970,1.042903,1.363348,-0.005813,0.133695,0.002806,0.001874,0.036384,4.511156,-0.047564,2.234455,0.411010,8.803245,4.101247,2.109760,3.523687,1.649363,1.601860,-0.021035,0.270277,0.002654,0.005913,0.063306,2.565422,0.031104,1.325018,0.514919,8.979340,2.729910,1.917994,3.101046,1.061043,1.375088,-0.004196,0.113827,0.001044,0.001659,1
0.004133,0.000102,0.004114,0.000100,0.010739,0.002028,0.005267,0.002888,1105.000000,0.890964,0.950947,0.694969,1.000000,139.154329,0.706902,56.625921,25.712345,-77.542989,0.060218,2.572939,0.022374,1.336702,0.502830,7.782241,2.686196,1.904020,3.084395,1.006472,1.365786,-0.013902,0.206169,0.000443,0.004318,0.045832,2.413319,0.490523,2.336100,0.565988,9.301268,7.049829,2.365982,3.362110,1.193065,1.335420,-0.159152,0.665257,0.064784,0.027493,0.079133,1.983816,0.050525,1.043288,0.556528,8.545728,2.194842,1.807201,2.864934,0.848553,1.269128,-0.004516,0.113525,0.002420,0.001239,0.060723,2.508333,0.048831,1.348321,0.516265,7.786905,2.753400,1.919691,3.080131,1.030951,1.359034,-0.016026,0.221302,0.002503,0.004714,0.078498,1.977335,0.054992,1.044673,0.557125,8.555686,2.207040,1.809735,2.866945,0.845053,1.268450,-0.003712,0.102992,0.000895,0.002896,1
0.004390,0.000404,0.004169,0.000255,0.013971,0.008060,0.006432,0.005826,1055.000000,0.797618,0.872622,0.584164,1.000000,138.468037,0.681574,49.841568,30.062591,38.405627,0.103760,0.962325,0.860154,3.327719,0.681593,5.952637,12.172138,2.215257,2.804127,0.484753,1.005195,-0.346899,0.837169,0.005568,0.008381,0.138087,1.401507,0.803779,3.544557,0.704458,5.048439,12.874941,2.109024,2.641259,0.881369,1.145860,-0.302915,0.781863,0.108807,0.049036,0.307769,0.568594,0.765918,1.215851,0.784703,4.517300,4.289381,1.508735,1.918112,0.363001,0.834148,-0.234559,0.632061,0.003347,0.002940,0.093953,1.566706,0.787944,3.432619,0.625592,6.017710,11.842662,2.249104,2.944415,0.784724,1.191086,-0.268269,0.783590,0.017586,0.007853,0.298077,0.788389,0.683846,1.248110,0.763918,4.548630,4.198879,1.536143,2.004163,0.514339,0.937011,-0.175556,0.565738,0.003124,0.006320,1
0.004143,0.000101,0.004099,0.000102,0.013529,0.003583,0.005703,0.004141,493.000000,0.796214,0.857391,0.586905,1.000000,95.840620,0.660605,33.721661,20.402109,-43.346925,0.045962,3.642500,-0.022031,1.875600,0.446588,8.217500,3.485194,2.014357,3.320551,1.399994,1.497338,-0.044207,0.375851,0.004824,0.005236,0.038225,3.790000,0.412430,3.460000,0.493376,10.330000,9.041100,2.460697,3.554212,1.730775,1.537424,-0.109634,0.584854,0.151845,0.134688,0.060469,2.495281,0.087596,1.355616,0.514151,8.844891,2.973069,1.960930,3.120941,1.011023,1.357057,-0.006660,0.143846,0.000780,0.002588,0.045175,3.348974,0.036561,1.827882,0.452728,8.152493,3.595514,2.048209,3.325424,1.233271,1.465890,-0.027786,0.301333,0.002462,0.005024,0.060723,2.381920,0.121358,1.344251,0.523323,8.859429,3.036036,1.968811,3.100929,0.978433,1.342829,-0.012578,0.196431,0.001048,0.002081,1
0.004221,0.000189,0.004146,0.000136,0.013481,0.006379,0.006430,0.005226,1259.000000,0.754088,0.871280,0.559556,1.000000,162.468037,0.592066,51.688831,33.947828,45.477641,0.094012,1.548932,0.570747,1.795731,0.604629,6.189502,5.666046,2.001877,2.844034,0.714083,1.168504,-0.125116,0.562080,0.012376,0.007406,0.151724,0.864769,0.819308,2.359630,0.753820,4.679715,8.691012,2.063072,2.471931,0.558538,0.975955,-0.355111,0.810867,0.109981,0.059841,0.133767,1.060792,0.402180,0.888577,0.653998,5.464097,2.487643,1.674994,2.397110,0.494074,1.017765,-0.065202,0.386648,0.002242,0.003566,0.086571,2.271760,0.396611,1.861431,0.576678,6.293037,5.253588,2.029154,2.962413,1.137968,1.314943,-0.074748,0.453452,0.040045,0.023766,0.131894,1.241744,0.312470,0.906065,0.647171,5.472039,2.369430,1.674307,2.433449,0.614920,1.083234,-0.045243,0.327063,0.003778,0.002446,1
0.004233,0.000104,0.004127,0.000121,0.023069,0.017994,0.007508,0.010768,614.000000,0.687622,0.980831,0.756158,1.000000,91.840620,0.895163,32.860163,23.858733,40.784458,0.065368,2.437736,0.017197,1.244176,0.529296,8.011321,2.513079,1.862542,2.994990,1.033734,1.364061,-0.025755,0.274638,0.004010,0.004239,0.103944,2.747170,0.721424,4.936095,0.540466,5.856604,16.975664,2.342718,3.113227,1.261531,1.409531,-0.251797,0.769773,0.181263,0.082404,0.074409,1.613541,0.308850,1.158509,0.593092,7.763201,3.055361,1.968072,2.921575,0.719422,1.193293,-0.042130,0.344154,0.001381,0.001500,0.066496,2.544304,-0.040264,1.268889,0.516141,7.962025,2.306575,1.825554,2.959000,1.047037,1.364922,-0.024976,0.271265,0.004655,0.004085,0.071545,1.765784,0.253153,1.169110,0.578495,7.799728,2.962607,1.953804,2.953307,0.776617,1.227718,-0.029525,0.291576,0.001360,0.001731,1
0.004152,0.000102,0.004111,0.000106,0.013988,0.003888,0.006036,0.004335,329.000000,0.703669,0.934659,0.685417,1.000000,71.698485,0.782267,24.682568,17.537642,-66.169238,0.035231,4.610895,0.071666,2.406516,0.419944,9.132296,5.196506,2.226578,3.590845,1.798422,1.611608,-0.052582,0.420575,0.007944,0.004787,0.039925,5.680934,0.201440,3.077503,0.400335,10.622568,8.437312,2.362324,3.471531,2.163485,1.693159,-0.101066,0.561053,0.152429,0.062598,0.046943,3.146633,0.108095,1.769727,0.483913,8.838263,3.906503,2.095676,3.372054,1.274782,1.461065,-0.012546,0.204275,0.003626,0.002743,0.036712,4.523585,0.104173,2.382698,0.428863,8.976415,5.173972,2.189203,3.513408,1.751046,1.560973,-0.078473,0.500357,0.004368,0.004104,0.047742,3.238796,0.081549,1.762447,0.479625,8.854849,3.803012,2.081933,3.371000,1.314220,1.474388,-0.010875,0.190333,0.003512,0.003832,1
0.004136,0.000096,0.004115,0.000101,0.011498,0.002137,0.005489,0.003154,1061.000000,0.806851,0.914655,0.632677,1.000000,133.053824,0.741937,49.262293,29.101931,-54.020450,0.042467,3.486052,0.067609,1.824968,0.463819,9.074034,3.980570,2.103135,3.413121,1.372335,1.502637,-0.014001,0.217425,0.008514,0.002341,0.072008,1.686695,0.451603,1.522864,0.603888,8.206009,4.463998,2.123272,2.961897,0.807286,1.212867,-0.120582,0.563681,0.097651,0.120176,0.058515,2.562027,0.084543,1.404482,0.511860,7.792079,3.035200,1.969253,3.155898,1.044696,1.368539,-0.005032,0.125753,0.003425,0.000437,0.043165,3.417258,0.089152,1.833365,0.468916,9.102837,4.059165,2.112278,3.411954,1.368231,1.495362,-0.015949,0.231541,0.003215,0.004041,0.058060,2.621834,0.068591,1.412893,0.511841,7.812023,3.007889,1.965214,3.163446,1.082618,1.384796,-0.004061,0.113171,0.003231,0.001539,1
0.004125,0.000096,0.004104,0.000100,0.008808,0.001208,0.004776,0.001959,956.000000,0.806340,0.779772,0.516757,1.000000,149.639610,0.529407,51.276610,30.327694,68.897189,0.057285,2.953865,-0.000369,1.449655,0.497930,8.816708,2.950195,1.953115,3.180415,1.229981,1.429194,-0.019340,0.246012,0.002418,0.006012,0.036539,2.668329,0.479016,2.498823,0.512244,9.613466,7.571290,2.390942,3.536711,1.126025,1.380007,-0.096409,0.549512,0.028503,0.085531,0.074454,2.071348,0.030132,1.066051,0.542425,8.743633,2.200006,1.811943,2.888643,0.852681,1.279216,-0.003842,0.105194,0.002388,0.001857,0.057842,3.008511,-0.023150,1.425614,0.473387,8.852482,2.866182,1.942769,3.166149,1.158139,1.410870,-0.020907,0.255423,0.002743,0.006936,0.074499,2.043664,0.044258,1.065757,0.542047,8.750825,2.232886,1.819690,2.890582,0.833365,1.270733,-0.003360,0.098451,0.002268,0.002983,1
