%
@relation Huotari500_Standardized.arff

@attribute feature1 REAL
@attribute feature2 REAL
@attribute feature3 REAL
@attribute feature4 REAL
@attribute feature5 REAL
@attribute feature6 REAL
@attribute feature7 REAL
@attribute feature8 REAL
@attribute feature9 REAL
@attribute feature10 REAL
@attribute feature11 REAL
@attribute feature12 REAL
@attribute feature13 REAL
@attribute feature14 REAL
@attribute feature15 REAL
@attribute feature16 REAL
@attribute feature17 REAL
@attribute feature18 REAL
@attribute feature19 REAL
@attribute feature20 REAL
@attribute feature21 REAL
@attribute feature22 REAL
@attribute feature23 REAL
@attribute feature24 REAL
@attribute feature25 REAL
@attribute class {1,2,3,4}

@data
0.36324,0.20071,0.38637,0.32447,0.42278,0.37932,0.35669,0.14791,0.46335,0.42124,0.28783,0.073102,0.66836,0.067961,0.77918,0.12897,0.065238,0.47245,0.40015,0.08964,0.37906,0.41333,0.67751,0.15775,0.1602,2
0.31452,0.13993,0.2468,0.1457,0.49399,0.3183,0.32936,0.17842,0.48835,0.44692,0.043944,0.3183,0.65432,0.27864,0.36105,0.4601,0.23821,0.80007,0.7861,0.24238,0.69204,0.69795,0.6615,0.16557,0.040481,1
0.30311,0.37668,0.289,0.30004,0.50098,0.40112,0.26351,0.16178,0.48383,0.4942,0.0377,0.37493,0.70536,0.36791,0.36348,0.46282,0.32895,0.83885,0.82292,0.31555,0.74771,0.61371,0.74516,0.22528,0.32262,2
0.55751,0.30283,0.39409,0.23109,0.57795,0.43182,0.7484,0.92353,0.60241,0.54053,0.066106,0.20055,0.84614,0.28046,0.51047,0.57992,0.29572,0.83578,0.71918,0.1767,0.56724,0.31442,0.88971,0.023096,0.063168,1
0.33056,0.17385,0.24877,0.15651,0.72297,0.8284,0.30769,0.23455,0.57244,0.79683,0.040398,0.21428,0.88616,0.3972,0.47648,0.70661,0.41536,0.90055,0.80076,0.17669,0.60126,0.34595,0.90032,0.026069,0.046774,1
0.45359,0.21802,0.58128,0.60938,0.66343,0.62562,0.33381,0.19757,0.63704,0.69852,0.030792,0.35501,0.72766,0.37353,0.33125,0.47124,0.33756,0.84302,0.82597,0.26732,0.72189,0.61246,0.74694,0.26269,0.6351,2
0.50632,0.2258,0.29048,0.11911,0.55816,0.36873,0.40628,0.32607,0.56124,0.50891,0.17086,0.18491,0.46054,0.10575,0.59491,0.21446,0.08296,0.58409,0.54042,0.19468,0.56262,0.73598,0.52905,0.13115,0.11061,1
0.32316,0.20883,0.23465,0.15737,0.52462,0.33435,0.37619,0.20827,0.47478,0.46158,0.18344,0.23027,0.39144,0.11584,0.5832,0.20118,0.088187,0.57544,0.53308,0.25565,0.58435,0.77901,0.47929,0.16755,0.23885,1
0.39408,0.20389,0.24007,0.11738,0.51458,0.38405,0.36427,0.18423,0.49153,0.47863,0.11303,0.20672,0.61436,0.16645,0.50969,0.32446,0.13929,0.6901,0.64246,0.18402,0.59705,0.67542,0.62965,0.20435,0.062523,1
0.73882,0.2265,0.58801,0.32317,0.59604,0.47336,0.66462,0.26624,0.69555,0.54709,0.040833,0.27458,0.83171,0.41628,0.44608,0.55494,0.40639,0.88514,0.81101,0.23986,0.66954,0.39519,0.87677,0.20741,0.063743,1
