% 1. Title: Iris Plants Database
% 
@RELATION 'HK2.arff'

@ATTRIBUTE 'feature1' real
@ATTRIBUTE 'feature2' real
@ATTRIBUTE 'feature3' real
@ATTRIBUTE 'feature4' real
@ATTRIBUTE 'feature5' real
@ATTRIBUTE 'feature6' real
@ATTRIBUTE 'feature7' real
@ATTRIBUTE 'feature8' real
@ATTRIBUTE 'feature9' real
@ATTRIBUTE 'feature10' real
@ATTRIBUTE 'feature11' real
@ATTRIBUTE 'feature12' real
@ATTRIBUTE 'feature13' real
@ATTRIBUTE 'feature14' real
@ATTRIBUTE 'feature15' real
@ATTRIBUTE 'feature16' real
@ATTRIBUTE 'feature17' real
@ATTRIBUTE 'feature18' real
@ATTRIBUTE 'feature19' real
@ATTRIBUTE 'feature20' real
@ATTRIBUTE 'feature21' real
@ATTRIBUTE 'feature22' real
@ATTRIBUTE 'feature23' real
@ATTRIBUTE 'feature24' real

@ATTRIBUTE 'feature25' real
%@ATTRIBUTE class {1 2 3 4 5 6 }

@ATTRIBUTE CLASS {WildType,HitMain1,HitMain2,Mitotic,NO_TET,Garbage}
@DATA
0.006511,0.001084,0.007714,0.001754,0.007931,0.001843,0.003781,0.000284,0.006137,0.002514,0.067358,0.725220,0.882699,3.147856,0.720776,7.415873,11.602358,2.526636,3.020781,0.381539,0.896791,-0.394645,0.881146,0.009791,0.000882,HitMain2
0.005086,0.000251,0.005120,0.000224,0.006681,0.001906,0.003474,0.000184,0.004963,0.002083,0.065469,1.052820,0.730365,1.947683,0.656830,7.873333,6.640879,2.304855,3.024316,0.494543,1.022310,-0.220921,0.728196,0.001082,0.004472,NO_TET
0.005580,0.000652,0.007455,0.002680,0.007220,0.001913,0.003535,0.000231,0.005330,0.002302,0.080823,0.583879,0.900301,2.969114,0.767471,6.907120,11.103075,2.480190,2.878433,0.348789,0.839808,-0.449520,0.902228,0.011216,0.013029,HitMain2
0.005795,0.000437,0.006848,0.001320,0.006466,0.001263,0.003548,0.000220,0.005093,0.001747,0.056406,0.616499,0.925733,4.237802,0.735579,9.407431,15.796847,2.632401,3.081164,0.321160,0.824503,-0.454429,0.914868,0.009680,0.001272,HitMain1
0.004790,0.000093,0.004787,0.000087,0.005673,0.000837,0.003648,0.000241,0.004687,0.001209,0.066472,2.204366,0.092697,1.183893,0.526730,9.007896,2.650658,1.904670,3.009475,0.879675,1.293188,-0.010542,0.177826,0.000902,0.001677,NO_TET
0.004818,0.000107,0.004834,0.000103,0.008801,0.004353,0.003612,0.000278,0.005754,0.003833,0.050789,2.730147,0.134352,1.601261,0.494779,8.859676,3.576300,2.049432,3.238185,1.070281,1.390959,-0.020006,0.252359,0.001353,0.002278,NO_TET
0.011210,0.001168,0.011227,0.000892,0.007015,0.001209,0.003732,0.000298,0.005550,0.001898,0.074781,0.737655,0.778197,1.693569,0.718782,8.123296,5.908760,2.287539,2.855589,0.387619,0.903120,-0.282279,0.781923,0.007440,0.002471,WildType
0.012987,0.003463,0.013633,0.003088,0.008521,0.003152,0.003699,0.000394,0.005622,0.003145,0.178830,0.354383,0.921666,2.110301,0.847691,8.324222,8.045681,2.037301,2.250782,0.256469,0.676528,-0.522730,0.893634,0.014675,0.011081,Mitotic
0.012944,0.001810,0.012026,0.001748,0.006777,0.001107,0.003720,0.000398,0.005269,0.001780,0.084060,0.950875,0.666822,1.344365,0.705775,6.306042,4.730731,2.170887,2.803899,0.532147,0.998022,-0.214398,0.703662,0.003920,0.011421,WildType
0.011173,0.003982,0.013446,0.004076,0.006881,0.002092,0.003716,0.000419,0.005397,0.002257,0.085510,0.581366,0.908232,2.182957,0.736886,9.350989,9.245026,2.453419,2.739396,0.294693,0.786618,-0.490912,0.916714,0.017731,0.001155,Mitotic
0.011846,0.005025,0.014887,0.005228,0.007439,0.001857,0.003639,0.000340,0.005512,0.002357,0.130841,0.393721,0.874659,1.512260,0.812557,9.158927,5.467875,2.184333,2.433543,0.250819,0.697059,-0.461485,0.878513,0.022671,0.016448,Mitotic
0.006987,0.000485,0.006450,0.000707,0.006290,0.000932,0.003852,0.000634,0.005125,0.001494,0.098314,0.716205,0.824084,2.126110,0.730563,5.663308,7.340039,2.248041,2.741549,0.393092,0.902686,-0.325842,0.810273,0.002398,0.001285,NO_TET
0.008725,0.000484,0.009532,0.001148,0.006928,0.001093,0.003626,0.000304,0.005407,0.001869,0.063968,0.607474,0.891882,2.822571,0.742588,8.176343,10.627025,2.528894,2.997609,0.326292,0.828281,-0.414827,0.889839,0.004555,0.007216,HitMain1
0.010360,0.001457,0.010666,0.001190,0.005915,0.000778,0.003666,0.000297,0.004758,0.001292,0.073247,0.848361,0.742212,1.528875,0.691120,10.556922,5.660239,2.270114,2.895782,0.417771,0.945227,-0.241699,0.746040,0.000937,0.007947,WildType
0.006356,0.000537,0.006286,0.000470,0.006015,0.001175,0.003560,0.000211,0.004708,0.001493,0.059397,1.006734,0.761204,2.112446,0.674343,7.912939,7.421473,2.375521,3.082344,0.502012,1.021229,-0.260193,0.776098,0.001842,0.003262,WildType
