@relation 'HTS data set'
@attribute 'feature1' real
@attribute 'feature2' real
@attribute 'feature3' real
@attribute 'feature4' real
@attribute 'feature5' real
@attribute 'feature6' real
@attribute 'feature7' real
@attribute 'feature8' real
@attribute 'feature9' real
@attribute 'feature10' real
@attribute 'feature11' real
@attribute 'feature12' real
@attribute 'feature13' real
@attribute 'feature14' real
@attribute 'feature15' real
@attribute 'feature16' real
@attribute 'feature17' real
@attribute 'feature18' real
@attribute 'feature19' real
@attribute 'feature20' real
@attribute 'feature21' real
@attribute 'feature22' real
@attribute 'feature23' real
@attribute 'feature24' real
@attribute 'feature25' real
@attribute 'feature26' real
@attribute 'feature27' real
@attribute 'feature28' real
@attribute 'feature29' real
@attribute 'feature30' real
@attribute 'feature31' real
@attribute 'feature32' real
@attribute 'feature33' real
@attribute 'feature34' real
@attribute 'feature35' real
@attribute 'feature36' real
@attribute 'feature37' real
@attribute 'feature38' real
@attribute 'feature39' real
@attribute 'feature40' real
@attribute 'feature41' real
@attribute 'feature42' real
@attribute 'feature43' real
@attribute 'feature44' real
@attribute 'feature45' real
@attribute 'feature46' real
@attribute 'feature47' real
@attribute 'feature48' real
@attribute 'feature49' real
@attribute 'feature50' real
@attribute 'feature51' real
@attribute 'feature52' real
@attribute 'feature53' real
@attribute 'feature54' real
@attribute 'feature55' real
@attribute 'feature56' real
@attribute 'feature57' real
@attribute 'feature58' real
@attribute 'feature59' real
@attribute 'feature60' real
@attribute 'feature61' real
@attribute 'feature62' real
@attribute 'feature63' real
@attribute 'feature64' real
@attribute 'feature65' real
@attribute 'feature66' real
@attribute 'feature67' real
@attribute 'feature68' real
@attribute 'feature69' real
@attribute 'feature70' real
@attribute 'feature71' real
@attribute 'feature72' real
@attribute 'feature73' real
@attribute 'feature74' real
@attribute 'feature75' real
@attribute 'feature76' real
@attribute 'feature77' real
@attribute 'feature78' real
@attribute 'feature79' real
@attribute 'feature80' real
@attribute 'feature81' real
@attribute 'feature82' real
@attribute 'feature83' real
@attribute 'feature84' real
@attribute 'feature85' real
@attribute 'feature86' real
@attribute 'feature87' real
@attribute 'feature88' real
@attribute 'feature89' real
@attribute 'feature90' real
@attribute 'feature91' real
@attribute 'feature92' real
@attribute 'feature93' real
@attribute 'feature94' real
@attribute 'feature95' real
@attribute 'feature96' real
@attribute 'feature97' real
@attribute 'feature98' real
@attribute 'feature99' real
@attribute 'feature100' real
@attribute 'feature101' real
@attribute 'feature102' real
@attribute 'feature103' real
@attribute 'feature104' real
@attribute 'feature105' real
@attribute 'feature106' real
@attribute 'feature107' real
@attribute 'feature108' real
@attribute 'feature109' real
@attribute 'feature110' real
@attribute 'feature111' real
@attribute 'feature112' real
@attribute 'feature113' real
@attribute 'feature114' real
@attribute 'feature115' real
@attribute 'feature116' real
@attribute 'feature117' real
@attribute 'feature118' real
@attribute 'feature119' real
@attribute 'feature120' real
@attribute 'feature121' real
@attribute 'feature122' real
@attribute 'feature123' real
@attribute 'feature124' real
@attribute 'feature125' real
@attribute 'feature126' real
@attribute 'feature127' real
@attribute 'feature128' real
@attribute 'feature129' real
@attribute 'feature130' real
@attribute 'feature131' real
@attribute 'feature132' real
@attribute 'feature133' real
@attribute 'feature134' real
@attribute 'feature135' real
@attribute 'feature136' real
@attribute 'feature137' real
@attribute 'feature138' real
@attribute 'feature139' real
@attribute 'feature140' real
@attribute 'feature141' real
@attribute 'feature142' real
@attribute 'feature143' real
@attribute 'feature144' real
@attribute 'feature145' real
@attribute 'feature146' real
@attribute 'feature147' real
@attribute 'feature148' real
@attribute 'feature149' real
@attribute 'feature150' real
@attribute 'feature151' real
@attribute 'feature152' real
@attribute 'feature153' real
@attribute 'feature154' real
@attribute 'feature155' real
@attribute 'feature156' real
@attribute 'feature157' real
@attribute 'feature158' real
@attribute 'feature159' real
@attribute 'feature160' real
@attribute 'feature161' real
@attribute 'feature162' real
@attribute 'feature163' real
@attribute 'feature164' real
@attribute 'feature165' real
@attribute 'feature166' real
@attribute 'feature167' real
@attribute 'feature168' real
@attribute 'feature169' real
@attribute 'feature170' real
@attribute 'feature171' real
@attribute 'feature172' real
@attribute 'feature173' real
@attribute 'feature174' real
@attribute 'feature175' real
@attribute class {1,2,3,4,5,6 }
@data
666.000000,67.000000,109.000000,1.003235,0.349097,1.000000,0.740000,0.868838,30.121282,28.226255,-39.307069,98.146000,0.947368,1.000000,1.000000,12.298169,146.662031,0.171795,0.356679,0.163858,0.377045,0.106941,0.220213,0.231258,0.064469,0.064469,0.023438,0.070375,0.271673,374.000000,14.000000,48.526921,42.006977,15.000000,6.000000,5.982193,55.939703,8.000000,14.000000,0.046348,2.069204,0.622111,1.292260,0.933394,3.394417,2.779683,-0.178806,0.698031,0.563989,9.643599,2.452999,8.876438,2.679449,3248.000000,67.000000,138.000000,2.205168,0.937986,0.000000,0.560386,0.193421,127.396302,44.164976,85.838076,459.368000,0.748905,9.000000,43.298658,359.423209,252.803915,2227.391270,0.065446,0.673993,2.675255,0.220662,0.153602,0.741880,0.160195,0.746032,0.083427,0.692530,0.077834,0.685773,0.074237,0.684249,0.053968,0.643956,0.051038,0.643956,0.017526,0.017919,0.015604,0.016268,0.088156,0.696215,62.557266,110.766010,0.621055,1.192891,0.029664,0.075451,0.041134,0.048542,0.031669,0.034014,0.033659,0.024230,0.024230,0.004583,0.006531,0.038909,14.000000,14.000000,14.000000,0.277068,0.434755,0.003406,0.006130,0.012674,0.017664,0.027135,0.033227,0.045824,0.059940,0.082178,0.959401,1.012972,1.229187,1.171196,1.112527,1.062437,1.061860,1.018136,1.005641,1.013989,0.988568,0.114677,0.126984,0.021352,0.033792,0.088546,0.129727,0.167900,0.166699,0.164249,0.162819,0.149909,0.131680,0.109200,0.371558,0.679035,0.866247,0.751721,0.676972,0.888894,0.243428,0.402046,2.317641,2.529085,4.054014,1.038964,-0.448314,-0.294142,0.859945,0.763417,0.822338,0.752125,4.894396,4.833213,2.051235,2.038403,5.177056,4.788825,1.399465,1.370466,3
578.000000,98.000000,179.000000,1.047080,0.665916,1.000000,0.738186,0.890408,31.493899,23.495293,-52.575479,90.318000,0.961730,1.000000,1.000000,11.135531,116.579002,0.153724,0.042269,0.148718,0.344322,0.103107,0.201694,0.209524,0.070574,0.070574,0.019499,0.063542,0.256166,374.000000,20.000000,164.694041,42.082924,24.000000,6.000000,6.379359,56.223811,22.000000,20.000000,0.041866,2.568228,0.556017,1.317370,0.906177,3.428137,2.486532,-0.173727,0.692625,0.481287,9.443992,2.431536,8.996354,2.835130,2612.000000,99.000000,148.000000,2.223617,0.933887,0.000000,0.496106,0.160520,114.342434,40.885158,87.666317,452.196000,0.642006,7.000000,43.225154,354.323086,226.530410,1825.525810,0.073016,0.684982,3.390553,0.349651,0.172161,0.777534,0.220269,0.777534,0.085935,0.704420,0.086727,0.698900,0.082051,0.696948,0.055433,0.650794,0.055433,0.650794,0.018311,0.019676,0.024345,0.018860,0.090110,0.710867,94.769908,141.388974,1.032723,2.884947,0.031729,0.156972,0.064434,0.071167,0.036245,0.042432,0.040537,0.023164,0.023164,0.010818,0.013355,0.053994,20.000000,20.000000,20.000000,0.241635,0.363222,0.003327,0.007729,0.015453,0.021910,0.034078,0.045676,0.059801,0.084714,0.122455,0.992376,0.948736,0.965486,0.961374,0.961039,0.986723,1.023117,1.046542,1.069866,1.084668,1.084242,0.194843,0.085479,0.051642,0.044026,0.034682,0.046640,0.103215,0.150004,0.180680,0.212154,0.258724,0.274464,0.228105,0.245821,0.674257,0.916674,0.785216,0.560385,0.834624,0.196096,0.502833,1.833943,2.076553,5.250980,0.345032,-0.517175,-0.337275,0.850077,0.759566,0.890787,0.816873,4.088463,4.128717,1.663655,1.750938,5.650144,5.544305,1.471076,1.491735,3
756.000000,127.000000,92.000000,1.025305,0.597160,1.000000,0.794118,0.872998,34.674117,27.812884,-21.324218,104.318000,0.959391,1.000000,1.000000,12.804884,161.135536,0.171673,0.322214,0.173871,0.359707,0.105825,0.213142,0.228816,0.059585,0.059585,0.026023,0.064527,0.261538,374.000000,12.000000,85.814969,31.821905,13.000000,6.000000,6.287425,51.155074,3.000000,12.000000,0.059338,1.837798,0.642803,1.258979,0.978314,3.260887,2.122480,-0.181522,0.691944,0.621921,9.715774,2.361902,8.447489,2.513171,3587.000000,133.000000,150.000000,2.094253,0.925693,0.000000,0.421752,0.152648,129.153977,48.855844,77.356908,543.406000,0.635092,24.000000,56.873506,435.938716,356.160692,2525.994691,0.085958,0.691087,0.751206,0.216792,0.186081,0.788034,0.213187,0.788034,0.092931,0.712318,0.099292,0.704208,0.097924,0.702076,0.037118,0.657143,0.037118,0.650549,0.022422,0.023498,0.022620,0.018855,0.109890,0.714774,125.676889,123.964037,0.895024,1.767491,0.031626,0.188109,0.054060,0.062444,0.035558,0.039263,0.038487,0.022660,0.022660,0.008713,0.010559,0.048003,12.000000,12.000000,12.000000,0.199747,0.444891,0.002468,0.005784,0.011935,0.015960,0.023592,0.031347,0.044622,0.079407,0.140248,0.996510,0.988127,0.983492,0.987981,0.972977,0.954129,0.961630,0.995061,0.994153,1.002929,1.063574,0.180505,0.176491,0.051734,0.111447,0.076600,0.064116,0.064602,0.110649,0.135218,0.128966,0.122401,0.168422,0.124481,0.337056,0.807150,0.849356,0.634942,0.659678,0.954869,0.235024,0.466713,2.233205,2.541089,0.783124,1.086533,-0.427795,-0.195490,0.840867,0.657299,0.842051,0.730540,6.697326,6.766481,1.982167,1.973710,4.131721,3.582071,1.100284,1.040728,3
286.000000,353.000000,242.000000,1.051872,0.670477,1.000000,0.764706,0.856857,22.279348,16.529721,-77.705057,64.764000,0.930081,1.000000,1.000000,9.073016,77.836143,0.164957,0.098763,0.191453,0.532357,0.120974,0.272154,0.278632,0.078877,0.078877,0.030646,0.119817,0.369841,375.000000,61.000000,83.837807,19.283959,62.000000,4.000000,13.519814,28.504693,69.000000,61.000000,0.028843,4.922727,0.372072,1.543681,1.432624,3.671249,3.828101,-0.154156,0.677101,0.353692,8.950000,2.509631,10.729318,4.127769,279.000000,344.000000,236.000000,2.852662,0.818707,0.000000,0.363281,0.128067,39.055545,22.426127,76.591413,165.458000,0.492063,2.000000,10.105006,125.243226,18.075703,214.028575,0.043223,0.755311,2.215222,0.056698,0.112576,0.830037,0.112576,0.830037,0.061994,0.768363,0.064787,0.767128,0.057143,0.765934,0.034676,0.693529,0.034676,0.693529,0.023068,0.022214,0.023230,0.020098,0.088462,0.779243,349.706093,241.917563,0.784249,0.986935,0.048168,0.080010,0.058974,0.062759,0.050183,0.051339,0.050855,0.042002,0.042002,0.005175,0.005925,0.057295,61.000000,61.000000,61.000000,0.237017,0.350189,0.005647,0.000000,0.025723,0.014672,0.034558,0.033626,0.079235,0.060848,0.158484,0.944682,0.827990,1.575547,0.000000,1.435331,1.364469,1.377392,1.340238,1.381666,1.305901,1.133772,0.288171,0.360399,0.000000,0.000000,0.046189,0.065720,0.040282,0.055096,0.093183,0.182373,0.266562,0.086854,0.067644,1.080357,4.093333,0.911656,0.733950,1.062350,1.566264,0.643814,1.981156,2.941805,3.088242,12.845891,3.932559,-0.427889,-0.317647,0.894038,0.836419,0.711607,0.510655,7.151786,7.666667,2.426588,2.500723,22.343033,20.302222,6.160216,7.014933,6
236.000000,491.000000,284.000000,1.014988,0.538630,1.000000,0.776316,0.928297,18.942627,15.959963,7.833879,56.522000,0.936508,1.000000,1.000000,9.025397,75.667890,0.174359,0.093344,0.206593,0.610012,0.136748,0.320627,0.328205,0.095727,0.095727,0.030114,0.148716,0.453480,375.000000,73.000000,171.824011,24.212754,79.000000,3.000000,10.620525,29.323995,67.000000,73.000000,0.027558,4.760638,0.484645,1.618887,2.094019,3.760256,6.472176,-0.139623,0.656977,0.465979,9.122340,2.605412,13.713756,4.606921,422.000000,489.000000,295.000000,3.131081,0.915724,0.000000,0.289636,0.124036,53.803741,21.618782,-57.127679,206.770000,0.492415,2.000000,11.834433,181.781199,22.720635,344.934803,0.045910,0.803053,0.678713,0.145413,0.109646,0.917216,0.109646,0.941148,0.053069,0.815162,0.053840,0.817381,0.050794,0.816117,0.035897,0.764591,0.035897,0.763858,0.012758,0.026034,0.011832,0.024875,0.057265,0.827106,488.277251,292.059242,0.648718,0.877534,0.056258,0.057325,0.071673,0.075458,0.058399,0.061272,0.059646,0.047741,0.047741,0.006833,0.008663,0.071551,73.000000,73.000000,73.000000,0.267097,0.433046,0.002375,0.000000,0.011232,0.010114,0.022044,0.022033,0.041057,0.056631,0.134371,1.006384,0.982502,1.002375,0.000000,0.947948,1.067008,1.033621,1.033117,1.019184,0.995761,1.030991,0.091801,0.108029,0.000000,0.000000,0.141781,0.143692,0.247135,0.206669,0.334394,0.297136,0.295544,0.139072,0.105968,0.644068,2.186441,0.808462,0.409865,0.855849,1.295080,0.367998,1.220052,2.415413,2.653102,13.762832,4.834048,-0.326140,-0.124135,0.790237,0.574342,0.749153,0.617402,4.881356,4.974576,2.026013,2.012367,5.901178,4.270540,1.493313,0.905702,6
232.000000,492.000000,309.000000,1.046632,0.674872,1.000000,0.773333,0.912563,20.065175,14.806797,14.249363,56.522000,0.943089,1.000000,1.000000,8.858608,76.807572,0.172894,0.189109,0.211722,0.691087,0.134221,0.331067,0.338706,0.095971,0.095971,0.028766,0.165702,0.473748,375.000000,79.000000,171.031163,22.143360,84.000000,4.000000,11.097852,24.212754,73.000000,79.000000,0.029083,3.914439,0.558419,1.552382,1.640310,3.664816,6.938352,-0.175060,0.710945,0.468861,8.299465,2.611417,13.814064,4.409105,278.000000,502.000000,314.000000,2.251054,0.471979,0.000000,0.427692,0.153825,29.969932,26.421781,-34.442040,150.700000,0.540330,0.000000,10.469842,138.242492,18.208792,235.876437,0.049328,0.835165,1.825671,0.048913,0.166789,0.912821,0.166789,0.912821,0.064232,0.848113,0.065499,0.848476,0.055678,0.847619,0.039560,0.799512,0.039560,0.799512,0.025809,0.021429,0.026963,0.019213,0.070696,0.861172,493.755396,310.453237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79.000000,79.000000,79.000000,0.294602,0.325139,0.005955,0.000000,0.023523,0.013371,0.015557,0.046067,0.057547,0.065057,0.153182,0.844323,0.836932,1.655361,0.000000,1.634856,1.858553,1.441606,1.829526,1.599809,1.391226,1.290440,0.460385,0.082751,0.000000,0.000000,0.140584,0.115346,0.083144,0.200649,0.261582,0.331619,0.352037,0.236825,0.206594,0.373391,1.834356,0.945664,0.801904,0.695046,1.225675,0.269778,1.168580,2.080051,2.302344,3.964167,0.988564,-0.537860,-0.323520,0.890515,0.791093,0.844206,0.688668,4.287554,4.251534,1.895656,1.921138,11.432334,9.722007,2.625578,1.601415,6
480.000000,347.000000,324.000000,1.134599,0.798866,1.000000,0.689655,0.814117,31.943867,19.214512,32.533289,86.076000,0.952381,1.000000,1.000000,11.187058,107.066670,0.161416,0.095825,0.161416,0.377778,0.109677,0.223056,0.232967,0.078877,0.078877,0.019794,0.077486,0.288645,375.000000,81.000000,131.872747,22.800361,80.000000,6.000000,10.452518,27.058073,90.000000,81.000000,0.033641,2.857843,0.604835,1.392926,1.080065,3.556700,4.435992,-0.195887,0.733769,0.483615,9.676471,2.555909,11.606113,3.606185,640.000000,335.000000,310.000000,3.098965,0.884079,0.000000,0.283814,0.102444,64.336660,30.066909,52.914920,280.190000,0.490986,4.000000,31.358487,239.996097,58.773872,489.159960,0.067643,0.749695,2.272784,0.145052,0.431990,0.831013,0.431990,0.831013,0.100187,0.766761,0.091834,0.764312,0.077656,0.762882,0.029792,0.715995,0.029792,0.715995,0.057122,0.020793,0.046619,0.020510,0.103053,0.777289,344.978125,320.601563,1.546642,2.783456,0.053007,0.240793,0.123687,0.181441,0.065290,0.082115,0.070971,0.033394,0.033394,0.023194,0.038256,0.104686,81.000000,81.000000,81.000000,0.199211,0.587791,0.001309,0.003665,0.006162,0.009494,0.012290,0.015622,0.029579,0.043356,0.091520,1.045043,1.071756,0.837630,0.781788,0.788702,0.759518,0.786575,0.769106,0.757218,0.770782,0.887469,0.268342,0.427954,0.000000,0.029391,0.063277,0.017773,0.059274,0.062503,0.097673,0.085855,0.155049,0.311203,0.256507,0.246403,0.700495,0.874588,0.678905,0.554444,0.857069,0.199042,0.499773,1.612729,1.780080,5.012252,0.397774,-0.493693,-0.257265,0.821041,0.680174,0.894065,0.799047,3.311151,3.279703,1.485447,1.537432,3.239516,2.468796,0.731160,0.423047,6
284.000000,184.000000,249.000000,1.025697,0.590823,1.000000,0.795518,0.912983,21.247988,17.142903,-80.129302,62.522000,0.943522,1.000000,1.000000,8.397314,78.767523,0.157753,0.213190,0.168498,0.597070,0.116629,0.277350,0.256654,0.077656,0.077656,0.024722,0.139142,0.391697,375.000000,63.000000,103.546363,29.943775,71.000000,6.000000,7.772021,42.284713,60.000000,63.000000,0.024672,4.678733,0.477627,1.554900,1.500338,3.800249,4.566482,-0.146492,0.672107,0.384775,8.244344,2.609522,13.234414,4.483897,254.000000,181.000000,236.000000,3.245274,0.883782,0.000000,0.317500,0.114528,41.508277,19.421662,82.657939,166.942000,0.471681,7.000000,23.501344,131.373628,35.298169,202.801468,0.104518,0.757387,1.447928,0.369994,0.244200,0.956532,0.244200,0.956532,0.144180,0.805973,0.138969,0.798431,0.143346,0.793162,0.056166,0.703785,0.056166,0.703785,0.045259,0.051503,0.043388,0.048947,0.174603,0.828938,182.452756,241.818898,1.678179,3.493354,0.045378,0.541698,0.080202,0.093773,0.051949,0.059392,0.059916,0.028013,0.028013,0.014569,0.017444,0.073155,63.000000,63.000000,63.000000,0.208453,0.436906,0.003819,0.004497,0.023107,0.015815,0.032779,0.041924,0.051015,0.083067,0.098619,0.999000,1.067059,0.969989,1.142197,0.978189,1.004255,0.925082,0.968072,0.925556,0.959046,0.863768,0.407039,0.356659,0.000000,0.000000,0.133019,0.162627,0.214566,0.274192,0.254075,0.299780,0.339142,0.072512,0.053044,0.471503,2.254717,0.934435,0.746589,0.758631,1.272742,0.286558,0.908241,2.838136,3.116279,90.697570,8.808732,-0.533148,-0.366053,0.936085,0.877015,0.789119,0.527913,7.984456,7.594340,2.540023,2.416641,12.761416,11.297704,3.212059,2.772606,6
351.000000,170.000000,136.000000,1.124179,0.728779,1.000000,0.650000,0.728079,26.198164,17.939173,84.446161,77.834000,0.911688,1.000000,1.000000,12.418804,79.169966,0.177534,0.192894,0.210989,0.394383,0.141123,0.225555,0.227717,0.086447,0.086447,0.035890,0.068892,0.277900,375.000000,38.000000,118.156469,15.216594,41.000000,6.000000,17.133956,22.127818,30.000000,38.000000,0.034359,3.088235,0.471940,1.427037,1.115863,3.529229,6.104295,-0.127570,0.626438,0.460846,9.066176,2.431307,8.245621,2.337789,158.000000,177.000000,130.000000,5.362008,0.736140,0.000000,0.224432,0.065055,38.478367,26.043295,65.118028,174.700000,0.303263,0.000000,7.788767,108.518927,8.880830,124.779978,0.047619,0.763248,1.255234,0.392318,0.083028,0.896703,0.083028,0.896703,0.056852,0.792109,0.056208,0.789747,0.055922,0.785104,0.038339,0.710623,0.037118,0.710623,0.011103,0.041184,0.010714,0.040248,0.063004,0.816850,169.348101,134.683544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.000000,38.000000,38.000000,0.159568,0.638353,0.006242,0.000000,0.000000,0.018176,0.023125,0.000000,0.036792,0.041769,0.075976,1.050488,0.998612,0.986224,0.000000,0.000000,0.957260,0.913452,0.000000,0.968845,0.942778,1.000344,0.175724,0.160372,0.000000,0.000000,0.000000,0.016710,0.040776,0.000000,0.077899,0.115337,0.149234,0.071102,0.088235,0.845361,1.529412,0.836884,0.553816,0.945275,1.181519,0.462748,0.750865,2.920977,2.581142,0.233863,0.303867,-0.395316,-0.317340,0.875274,0.804510,0.713402,0.623529,7.072165,6.882353,2.418424,1.983751,9.386545,4.515571,2.497184,1.826990,6
561.000000,173.000000,92.000000,1.051757,0.626795,1.000000,0.670251,0.822860,30.604965,23.846898,26.087042,92.560000,0.939698,1.000000,1.000000,15.525764,163.260077,0.192735,0.483385,0.228816,0.539438,0.138623,0.291016,0.276679,0.091575,0.091575,0.031885,0.119057,0.393162,375.000000,26.000000,176.048017,21.888280,30.000000,7.000000,10.682288,22.963757,17.000000,26.000000,0.029384,2.472917,0.705960,1.313189,0.873746,3.648754,1.801530,-0.209246,0.758758,0.486483,8.956250,2.623060,14.291836,4.024891,803.000000,195.000000,86.000000,2.608102,0.889048,0.000000,0.398907,0.107848,66.348847,30.375377,-1.666149,305.884000,0.480407,3.000000,21.059830,246.292800,48.603420,619.684260,0.045910,0.734493,2.199265,0.842492,0.258608,0.956288,0.258608,0.956288,0.067716,0.791938,0.060527,0.771711,0.051770,0.758608,0.038095,0.698169,0.034676,0.689622,0.030038,0.051281,0.025204,0.048444,0.065995,0.806044,189.901619,89.788294,1.387139,2.648677,0.050041,0.104286,0.069353,0.078795,0.051037,0.056474,0.054701,0.039805,0.039805,0.007415,0.010611,0.065079,26.000000,26.000000,26.000000,0.185459,0.504243,0.000914,0.007843,0.011667,0.017073,0.024298,0.032166,0.037612,0.064970,0.113756,0.919279,1.219600,0.734288,0.787241,0.780685,0.761633,0.750426,0.737976,0.755066,0.802627,0.878329,0.274534,0.351868,0.000000,0.057197,0.063772,0.038460,0.071366,0.047745,0.051519,0.073346,0.183802,0.529855,0.540009,0.193007,0.760070,0.876725,0.507785,0.439271,0.692883,0.171028,0.662892,1.192467,1.260212,44.918159,0.946753,-0.545026,-0.289491,0.776920,0.611991,0.930152,0.880011,2.816783,2.714536,1.090653,1.049829,2.882516,2.281032,0.724659,0.672737,6
311.000000,191.000000,60.000000,1.034009,0.635266,1.000000,0.779449,0.915122,22.697187,17.528883,52.434412,65.350000,0.949618,1.000000,1.000000,10.569964,75.718195,0.174542,0.184930,0.215873,0.469841,0.139078,0.243467,0.237729,0.095727,0.095727,0.025001,0.086554,0.305922,375.000000,14.000000,113.066797,17.656475,17.000000,5.000000,11.436414,31.754473,2.000000,14.000000,0.031510,3.072581,0.523534,1.391288,1.058012,3.584279,4.228159,-0.157499,0.677410,0.448092,8.145161,2.507652,9.809573,3.166428,331.000000,198.000000,72.000000,2.736530,0.776205,0.000000,0.347689,0.135643,40.635577,25.619937,70.431575,175.114000,0.486050,0.000000,9.556288,130.754826,17.393651,239.604157,0.046886,0.711050,1.027759,0.090916,0.074237,0.771184,0.074237,0.772650,0.052797,0.722402,0.052549,0.723880,0.052259,0.723810,0.037118,0.684982,0.035653,0.684982,0.008349,0.018597,0.007843,0.017469,0.057875,0.735775,194.184290,62.441088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.000000,14.000000,14.000000,0.215621,0.491597,0.003117,0.000000,0.014433,0.009098,0.019754,0.032123,0.043565,0.065916,0.104778,0.951605,1.056615,1.031659,0.000000,0.955447,1.003777,0.934070,0.966600,0.961333,0.948618,0.937335,0.144734,0.139520,0.000000,0.000000,0.039105,0.010001,0.027094,0.062605,0.078733,0.088180,0.105705,0.054374,0.048128,0.963768,2.101604,0.811017,0.538954,0.976403,1.268414,0.438668,0.804198,3.134483,3.292146,3.321540,2.181476,-0.314876,-0.162791,0.830778,0.670239,0.661594,0.525983,8.014493,8.090909,2.484610,2.332666,9.209935,6.884784,2.524299,2.047699,6
346.000000,435.000000,80.000000,1.001182,0.218871,1.000000,0.784580,0.935400,21.300597,20.784139,37.581473,68.178000,0.949246,1.000000,1.000000,10.059585,85.697682,0.177167,0.066304,0.178999,0.494017,0.125745,0.247681,0.248596,0.084737,0.084737,0.024800,0.091706,0.322589,375.000000,19.000000,125.413820,21.522760,21.000000,6.000000,10.497238,30.174411,27.000000,19.000000,0.034449,3.176678,0.448250,1.416121,1.128644,3.529977,4.195448,-0.129972,0.622811,0.457015,8.201413,2.419483,8.337525,2.906092,558.000000,433.000000,60.000000,2.492696,0.916758,0.000000,0.422727,0.137566,55.244780,22.067121,-78.120958,225.770000,0.542802,1.000000,17.804152,168.242983,44.540905,404.337005,0.070208,0.708425,0.322280,0.247965,0.148962,0.790476,0.152381,0.790476,0.077074,0.728325,0.079822,0.724618,0.076679,0.724054,0.054212,0.677167,0.054212,0.664469,0.016118,0.020491,0.015594,0.021776,0.085226,0.740171,432.919355,66.030466,1.555556,3.171429,0.050733,0.073292,0.067399,0.090110,0.051852,0.059838,0.057875,0.038095,0.038095,0.007634,0.012803,0.069231,19.000000,19.000000,19.000000,0.221031,0.358634,0.001590,0.006360,0.007911,0.022873,0.024951,0.034869,0.070375,0.095688,0.155717,1.054149,0.952941,0.887195,0.887195,0.882912,0.911670,0.928190,0.926529,0.981728,1.046939,1.086126,0.130188,0.087960,0.000000,0.046456,0.074626,0.047037,0.087124,0.070747,0.071716,0.111383,0.123529,0.150144,0.116320,0.454357,1.329640,0.864395,0.628879,0.745656,1.117914,0.283901,0.684310,2.343553,2.658308,38.229323,3.282915,-0.384327,-0.185141,0.824882,0.656242,0.797718,0.649405,5.292531,5.473684,2.049236,2.036125,6.061728,5.473684,1.543396,1.401662,6
352.000000,460.000000,98.000000,1.032782,0.629616,1.000000,0.765217,0.853130,24.072213,18.701854,29.564730,72.006000,0.946237,1.000000,1.000000,9.591453,77.682542,0.154335,0.052733,0.174847,0.392186,0.115560,0.220689,0.223199,0.079365,0.079365,0.022816,0.078518,0.286935,375.000000,27.000000,152.302879,22.477690,20.000000,5.000000,11.586052,26.862804,34.000000,27.000000,0.029602,3.318493,0.529607,1.413142,1.078755,3.663637,6.777701,-0.145025,0.660691,0.429069,9.147260,2.523476,10.783109,3.453779,718.000000,470.000000,113.000000,2.519340,0.912240,0.000000,0.376310,0.163124,62.761762,25.710733,60.874891,235.184000,0.626527,2.000000,21.730159,191.179735,59.466180,532.375347,0.072772,0.728205,0.294118,0.079458,0.146276,0.794872,0.146276,0.813187,0.084553,0.743890,0.082822,0.741470,0.080342,0.741636,0.058364,0.699634,0.058364,0.686691,0.015613,0.018401,0.014141,0.019762,0.089866,0.754579,464.034819,100.619777,0.783150,0.962393,0.046398,0.100804,0.066911,0.067888,0.051774,0.053585,0.052869,0.041026,0.041026,0.007548,0.008771,0.062851,27.000000,27.000000,27.000000,0.223084,0.429203,0.001359,0.010640,0.013030,0.025420,0.030988,0.042646,0.052482,0.077466,0.093683,0.994870,0.990894,0.975952,0.954944,1.039508,0.960589,1.011334,1.020671,1.018426,1.030008,1.019152,0.086401,0.060337,0.000000,0.121666,0.165375,0.168555,0.121923,0.150006,0.147848,0.159345,0.194568,0.104578,0.074982,0.632558,1.445525,0.815738,0.610823,0.858127,1.125095,0.361190,0.612958,2.644140,2.944360,50.647243,6.186010,-0.323886,-0.158004,0.802511,0.639184,0.750698,0.597082,5.479070,5.538911,2.195164,2.168226,6.203050,5.863272,1.784172,2.034111,6
