@relation 'HTS data set'
@attribute 'feature1' real
@attribute 'feature2' real
@attribute 'feature3' real
@attribute 'feature4' real
@attribute 'feature5' real
@attribute 'feature6' real
@attribute 'feature7' real
@attribute 'feature8' real
@attribute 'feature9' real
@attribute 'feature10' real
@attribute 'feature11' real
@attribute 'feature12' real
@attribute 'feature13' real
@attribute 'feature14' real
@attribute 'feature15' real
@attribute 'feature16' real
@attribute 'feature17' real
@attribute 'feature18' real
@attribute 'feature19' real
@attribute 'feature20' real
@attribute 'feature21' real
@attribute 'feature22' real
@attribute 'feature23' real
@attribute 'feature24' real
@attribute 'feature25' real
@attribute 'feature26' real
@attribute 'feature27' real
@attribute 'feature28' real
@attribute 'feature29' real
@attribute 'feature30' real
@attribute 'feature31' real
@attribute 'feature32' real
@attribute 'feature33' real
@attribute 'feature34' real
@attribute 'feature35' real
@attribute 'feature36' real
@attribute 'feature37' real
@attribute 'feature38' real
@attribute 'feature39' real
@attribute 'feature40' real
@attribute 'feature41' real
@attribute 'feature42' real
@attribute 'feature43' real
@attribute 'feature44' real
@attribute 'feature45' real
@attribute 'feature46' real
@attribute 'feature47' real
@attribute 'feature48' real
@attribute 'feature49' real
@attribute 'feature50' real
@attribute 'feature51' real
@attribute 'feature52' real
@attribute 'feature53' real
@attribute 'feature54' real
@attribute 'feature55' real
@attribute 'feature56' real
@attribute 'feature57' real
@attribute 'feature58' real
@attribute 'feature59' real
@attribute 'feature60' real
@attribute 'feature61' real
@attribute 'feature62' real
@attribute 'feature63' real
@attribute 'feature64' real
@attribute 'feature65' real
@attribute 'feature66' real
@attribute 'feature67' real
@attribute 'feature68' real
@attribute 'feature69' real
@attribute 'feature70' real
@attribute 'feature71' real
@attribute 'feature72' real
@attribute 'feature73' real
@attribute 'feature74' real
@attribute 'feature75' real
@attribute 'feature76' real
@attribute 'feature77' real
@attribute 'feature78' real
@attribute 'feature79' real
@attribute 'feature80' real
@attribute 'feature81' real
@attribute 'feature82' real
@attribute 'feature83' real
@attribute 'feature84' real
@attribute 'feature85' real
@attribute 'feature86' real
@attribute 'feature87' real
@attribute 'feature88' real
@attribute 'feature89' real
@attribute 'feature90' real
@attribute 'feature91' real
@attribute 'feature92' real
@attribute 'feature93' real
@attribute 'feature94' real
@attribute 'feature95' real
@attribute 'feature96' real
@attribute 'feature97' real
@attribute 'feature98' real
@attribute 'feature99' real
@attribute 'feature100' real
@attribute 'feature101' real
@attribute 'feature102' real
@attribute 'feature103' real
@attribute 'feature104' real
@attribute 'feature105' real
@attribute 'feature106' real
@attribute 'feature107' real
@attribute 'feature108' real
@attribute 'feature109' real
@attribute 'feature110' real
@attribute 'feature111' real
@attribute 'feature112' real
@attribute 'feature113' real
@attribute 'feature114' real
@attribute 'feature115' real
@attribute 'feature116' real
@attribute 'feature117' real
@attribute 'feature118' real
@attribute 'feature119' real
@attribute 'feature120' real
@attribute 'feature121' real
@attribute 'feature122' real
@attribute 'feature123' real
@attribute 'feature124' real
@attribute 'feature125' real
@attribute 'feature126' real
@attribute 'feature127' real
@attribute 'feature128' real
@attribute 'feature129' real
@attribute 'feature130' real
@attribute 'feature131' real
@attribute 'feature132' real
@attribute 'feature133' real
@attribute 'feature134' real
@attribute 'feature135' real
@attribute 'feature136' real
@attribute 'feature137' real
@attribute 'feature138' real
@attribute 'feature139' real
@attribute 'feature140' real
@attribute 'feature141' real
@attribute 'feature142' real
@attribute 'feature143' real
@attribute 'feature144' real
@attribute 'feature145' real
@attribute 'feature146' real
@attribute 'feature147' real
@attribute 'feature148' real
@attribute 'feature149' real
@attribute 'feature150' real
@attribute 'feature151' real
@attribute 'feature152' real
@attribute 'feature153' real
@attribute 'feature154' real
@attribute 'feature155' real
@attribute 'feature156' real
@attribute 'feature157' real
@attribute 'feature158' real
@attribute 'feature159' real
@attribute 'feature160' real
@attribute 'feature161' real
@attribute 'feature162' real
@attribute 'feature163' real
@attribute 'feature164' real
@attribute 'feature165' real
@attribute 'feature166' real
@attribute 'feature167' real
@attribute 'feature168' real
@attribute 'feature169' real
@attribute 'feature170' real
@attribute 'feature171' real
@attribute 'feature172' real
@attribute 'feature173' real
@attribute 'feature174' real
@attribute 'feature175' real
@attribute class {1,2,3,4,5,6 }
@data
417.000000,463.000000,163.000000,1.000808,0.244919,1.000000,0.788280,0.917053,23.443054,22.729060,86.724320,75.592000,0.947727,1.000000,1.000000,12.539683,158.779248,0.247009,0.124413,0.224420,0.802198,0.142496,0.380766,0.367521,0.088156,0.088156,0.034575,0.178510,0.527167,257.000000,38.000000,115.200144,27.484039,42.000000,5.000000,5.234534,44.205944,25.000000,38.000000,0.031395,3.068966,0.567159,1.441982,1.182290,3.607877,5.361739,-0.176147,0.708718,0.477781,8.344828,2.483985,11.110979,3.516250,1324.000000,470.000000,181.000000,2.078869,0.855951,0.000000,0.408642,0.178631,74.294711,38.414569,73.150787,305.190000,0.609296,4.000000,51.257633,59.447132,180.293534,216.898664,0.115995,0.151648,0.942362,0.577373,0.270330,0.288645,0.270330,0.288645,0.147717,0.171317,0.136173,0.163821,0.135043,0.160684,0.089133,0.134554,0.085958,0.125275,0.033885,0.021140,0.027196,0.018545,0.150183,0.172405,462.185045,166.839879,1.295849,2.245421,0.065919,0.118073,0.092918,0.110379,0.068485,0.074182,0.071703,0.050122,0.050122,0.011320,0.015625,0.086767,38.000000,38.000000,38.000000,0.317244,0.435048,0.000615,0.005077,0.008593,0.012835,0.019296,0.024772,0.036549,0.056155,0.083818,0.990640,1.010533,0.814160,0.840163,0.875133,0.894387,0.946201,0.937079,0.967811,1.004711,1.077428,0.129339,0.172755,0.000000,0.064449,0.131384,0.173112,0.202717,0.198351,0.154644,0.121209,0.093515,0.134770,0.099974,0.422857,1.237681,0.852618,0.535065,0.732892,1.096802,0.278147,0.688507,2.355683,2.633476,12.928798,2.167974,-0.407371,-0.130449,0.845071,0.577447,0.814041,0.676392,5.260408,5.142995,2.071458,1.981371,4.966473,3.595011,1.515951,1.599698,1
672.000000,68.000000,268.000000,1.030695,0.616220,1.000000,0.802867,0.914849,33.015618,26.002244,27.700454,96.076000,0.963441,1.000000,1.000000,12.932845,165.840786,0.188523,0.116867,0.166545,0.458852,0.115472,0.246787,0.260806,0.078632,0.078632,0.022364,0.081604,0.307204,257.000000,58.000000,54.538836,35.606123,53.000000,6.000000,4.696025,59.578023,50.000000,58.000000,0.049596,1.842640,0.634972,1.234296,0.780798,3.294462,3.670587,-0.192733,0.711213,0.564557,8.661591,2.424728,8.240809,2.450417,2813.000000,87.000000,246.000000,1.536234,0.773872,0.000000,0.477751,0.213080,88.512032,56.058370,-71.347858,407.304000,0.685262,6.000000,48.209037,78.604642,269.610263,440.766560,0.084982,0.146520,1.079720,0.315452,0.213431,0.225397,0.237607,0.230037,0.102791,0.167601,0.095844,0.156689,0.093773,0.153358,0.048840,0.132601,0.048840,0.124054,0.025804,0.017047,0.018748,0.015073,0.103297,0.163858,79.468539,261.961251,0.656247,0.810745,0.057886,0.036748,0.081766,0.087871,0.063299,0.065315,0.065263,0.050672,0.050672,0.009665,0.010962,0.075621,58.000000,58.000000,58.000000,0.269835,0.396013,0.002547,0.006097,0.012013,0.018452,0.026187,0.034140,0.045714,0.076605,0.112397,1.018852,1.072171,0.796072,0.816657,0.844814,0.894921,0.876957,0.873066,0.880782,0.924848,0.963938,0.103375,0.065003,0.034772,0.117962,0.147066,0.131046,0.112852,0.107085,0.104571,0.137766,0.142777,0.220534,0.178427,0.295125,0.518293,0.794413,0.631235,0.612988,0.782381,0.210209,0.308410,1.925706,2.119658,18.492750,1.509235,-0.384508,-0.208354,0.774760,0.625222,0.854671,0.776894,4.949386,4.918293,1.719486,1.746155,2.575034,2.289665,0.714032,0.677839,1
546.000000,54.000000,234.000000,1.004780,0.417591,1.000000,0.807692,0.931288,27.693010,25.162840,-50.057171,85.834000,0.958736,1.000000,1.000000,12.465202,142.297440,0.194872,0.039654,0.178999,0.469109,0.124652,0.260618,0.266667,0.089133,0.089133,0.023231,0.089689,0.330647,257.000000,53.000000,173.303923,35.606123,58.000000,3.000000,6.175619,47.025901,45.000000,53.000000,0.038653,2.376068,0.604527,1.346657,1.004967,3.494138,2.857053,-0.169389,0.690392,0.530054,8.923077,2.503192,9.635108,2.945810,1379.000000,36.000000,255.000000,2.251178,0.875748,0.000000,0.346657,0.161697,79.982984,38.613272,-60.251921,327.368000,0.591592,2.000000,34.404885,63.817096,121.746523,229.339934,0.072527,0.151404,0.872451,0.936825,0.243956,0.375336,0.243956,0.375336,0.093238,0.172946,0.088286,0.166309,0.088889,0.161661,0.041270,0.125519,0.041270,0.125519,0.028958,0.028033,0.021014,0.023567,0.098168,0.175580,45.816534,243.302393,1.099634,1.713431,0.057814,0.061856,0.074725,0.077900,0.062401,0.063400,0.062515,0.050183,0.050183,0.006779,0.007332,0.070604,53.000000,53.000000,53.000000,0.145545,0.495427,0.003386,0.006142,0.014356,0.023300,0.034699,0.045398,0.055537,0.079687,0.096526,0.937884,1.039868,0.933805,0.941058,0.989817,1.036451,1.018068,0.978174,0.969434,0.963930,0.957617,0.296923,0.431117,0.020140,0.038572,0.032020,0.031302,0.041560,0.103540,0.140837,0.150639,0.183713,0.190907,0.162701,0.356918,0.693953,0.756241,0.475624,0.674648,0.869462,0.243701,0.428369,1.978058,2.118235,25.340840,1.647266,-0.337139,-0.130962,0.751528,0.520523,0.833805,0.758933,4.687107,4.621395,1.742936,1.689459,2.494865,1.892938,0.805200,0.789760,1
398.000000,100.000000,64.000000,1.037352,0.639407,1.000000,0.721014,0.851006,25.746364,19.795576,-48.204991,76.662000,0.944247,1.000000,1.000000,11.395116,81.913800,0.157998,0.265443,0.180464,0.378999,0.123860,0.205814,0.203419,0.079121,0.079121,0.028880,0.064491,0.259096,257.000000,10.000000,142.079831,29.038302,5.000000,5.000000,9.662215,33.855622,11.000000,10.000000,0.039868,3.067278,0.412694,1.396428,1.027710,3.432559,2.065103,-0.127045,0.615889,0.446825,8.559633,2.350694,7.267851,2.910885,1152.000000,87.000000,80.000000,2.207795,0.907564,0.000000,0.382851,0.188221,74.130476,31.128347,-50.801562,277.330000,0.674868,2.000000,34.348963,55.929672,121.752627,189.140665,0.095482,0.148962,0.836656,0.590588,0.173626,0.279365,0.184371,0.288156,0.108699,0.176993,0.105688,0.164185,0.104029,0.156777,0.055678,0.135531,0.055678,0.130159,0.018838,0.028397,0.015216,0.023738,0.113797,0.170696,100.014757,68.251736,0.579243,0.623077,0.068040,0.038709,0.093651,0.093651,0.075071,0.075761,0.074481,0.064103,0.064103,0.010563,0.010743,0.090018,10.000000,10.000000,10.000000,0.239696,0.451653,0.000724,0.006432,0.013521,0.019654,0.027761,0.037386,0.047626,0.066235,0.089312,0.996859,1.040610,0.834118,0.926252,0.916211,0.905653,0.888352,0.936285,0.945941,0.965850,0.979882,0.061305,0.128990,0.000000,0.046380,0.065335,0.075928,0.095380,0.061942,0.054478,0.073187,0.066003,0.158483,0.126364,0.510338,1.134807,0.724259,0.341492,0.787704,1.061469,0.309358,0.601342,2.264567,2.464592,15.995016,2.924943,-0.284869,-0.069088,0.728788,0.402819,0.782049,0.673803,7.188910,7.137017,1.898721,1.793564,3.183298,2.308298,0.937524,0.879626,2
555.000000,124.000000,94.000000,1.015640,0.514982,1.000000,0.790598,0.867533,28.794670,24.682821,-56.564892,89.662000,0.951157,1.000000,1.000000,13.667644,124.822470,0.184860,0.422933,0.188523,0.373871,0.132696,0.224905,0.233089,0.075946,0.075946,0.029024,0.060709,0.269597,257.000000,13.000000,48.338925,29.415105,11.000000,6.000000,8.144270,29.616156,12.000000,13.000000,0.050989,1.803797,0.615932,1.242339,0.841412,3.271703,5.346473,-0.185186,0.699224,0.588336,9.597046,2.381629,7.582354,2.358102,1289.000000,121.000000,75.000000,1.974400,0.722354,0.000000,0.368496,0.157314,66.156710,45.748934,70.566480,320.884000,0.608449,0.000000,35.468133,57.064471,125.687182,196.887187,0.088889,0.141392,0.163480,0.786451,0.152137,0.257631,0.163614,0.257631,0.100762,0.162115,0.097508,0.152744,0.094750,0.147253,0.072772,0.126007,0.072772,0.124054,0.016336,0.023082,0.012844,0.017836,0.102564,0.158181,121.351435,96.528317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.000000,13.000000,13.000000,0.291951,0.486834,0.000721,0.004873,0.005215,0.011774,0.013944,0.018765,0.031648,0.042461,0.091815,1.011626,1.010513,0.929142,0.897300,0.960268,0.948551,0.946014,0.930297,0.948711,0.977352,0.978092,0.056930,0.049039,0.000000,0.052303,0.066212,0.029165,0.050086,0.031524,0.048815,0.066864,0.063442,0.152171,0.137179,0.613367,1.205765,0.748786,0.419026,0.848207,1.084243,0.349648,0.671965,2.378394,2.483930,26.752049,2.465342,-0.255721,-0.088823,0.708781,0.456671,0.753215,0.679708,5.273266,5.175944,1.921940,1.822672,4.264581,2.932264,1.209362,1.002586,2
717.000000,227.000000,410.000000,1.033629,0.623576,1.000000,0.781046,0.884937,34.244502,26.771078,80.717572,100.904000,0.957916,1.000000,1.000000,13.510623,197.234925,0.191819,0.284073,0.165568,0.515018,0.114497,0.275084,0.280708,0.076923,0.076923,0.022217,0.105941,0.362821,258.000000,32.000000,78.915706,49.712316,28.000000,6.000000,3.635243,57.898084,37.000000,32.000000,0.035008,2.278049,0.648616,1.269690,0.794802,3.513430,2.466163,-0.198065,0.733879,0.495696,9.006504,2.524561,10.682885,3.183185,1838.000000,214.000000,431.000000,1.782655,0.619526,0.000000,0.443533,0.176267,71.775919,56.342389,-71.929075,361.986000,0.651311,5.000000,37.384128,72.095484,157.843228,317.552878,0.074481,0.157509,1.119182,0.906404,0.191453,0.288645,0.191453,0.318193,0.089866,0.173306,0.085878,0.172771,0.082295,0.167766,0.058120,0.141148,0.056899,0.138706,0.022968,0.023767,0.017324,0.022354,0.092552,0.181929,222.549510,416.479869,1.316777,1.773822,0.056276,0.072207,0.086300,0.102076,0.061466,0.065677,0.063248,0.042833,0.042833,0.011113,0.014707,0.075958,32.000000,32.000000,32.000000,0.272987,0.432297,0.000958,0.004118,0.008543,0.012942,0.019868,0.030529,0.047379,0.065362,0.105018,1.005510,0.984588,0.880088,0.841068,0.872348,0.914868,0.960981,0.967455,0.989566,1.044658,1.084395,0.120892,0.175916,0.011309,0.033747,0.043207,0.046797,0.099596,0.069241,0.092670,0.118630,0.134097,0.179010,0.139186,0.443473,1.046061,0.791431,0.480866,0.742486,1.037792,0.294196,0.599538,2.163581,2.403744,29.979540,2.611634,-0.339179,-0.117417,0.769202,0.516745,0.812447,0.702327,4.398019,4.354473,1.865450,1.831444,3.776896,2.949783,0.988251,0.864585,2
982.000000,268.000000,381.000000,1.006190,0.425347,1.000000,0.779365,0.904525,37.197680,33.665034,36.831509,116.802000,0.961802,1.000000,1.000000,17.129182,282.998297,0.220757,0.167698,0.187790,0.529670,0.124125,0.288186,0.289622,0.076435,0.076435,0.025530,0.097964,0.372161,258.000000,28.000000,159.785932,49.712316,32.000000,5.000000,5.119896,51.945892,27.000000,28.000000,0.051657,1.488027,0.713220,1.169590,0.699030,3.238781,2.028105,-0.240972,0.767484,0.615849,9.047891,2.436992,8.887102,2.623648,3219.000000,283.000000,406.000000,1.694267,0.468078,0.000000,0.405518,0.188565,88.187976,77.930596,75.887407,463.164000,0.673149,8.000000,50.828573,88.108916,265.688164,489.752888,0.068132,0.140659,2.827233,0.916477,0.231746,0.352625,0.231746,0.352625,0.096449,0.167190,0.082537,0.152144,0.076923,0.148962,0.053968,0.128205,0.052747,0.118437,0.026973,0.025192,0.020894,0.018955,0.091331,0.158242,271.595527,381.515377,0.744322,0.897497,0.057524,0.094538,0.090751,0.095116,0.066774,0.069285,0.070177,0.045513,0.045513,0.014659,0.015553,0.084394,28.000000,28.000000,28.000000,0.284124,0.509114,0.001251,0.003034,0.005997,0.008639,0.016540,0.019374,0.027164,0.042942,0.081821,0.918268,1.140457,0.805347,0.813878,0.839359,0.897046,0.872805,0.854323,0.824908,0.837767,0.849622,0.106479,0.173139,0.014710,0.059648,0.124126,0.129795,0.120406,0.060682,0.059149,0.044003,0.078791,0.244446,0.202070,0.293429,0.767475,0.843711,0.580835,0.617038,0.908064,0.221575,0.528060,1.839926,2.076599,6.376861,0.633268,-0.427924,-0.192583,0.795748,0.600074,0.868510,0.780912,3.557580,3.497860,1.634204,1.645803,3.460087,2.887656,0.949477,0.950005,1
504.000000,317.000000,367.000000,1.006393,0.417993,1.000000,0.775385,0.901156,26.634210,24.195852,-37.296347,83.834000,0.950943,1.000000,1.000000,10.478389,107.499148,0.159219,0.119992,0.159219,0.395116,0.106922,0.213292,0.217827,0.066667,0.066667,0.023392,0.073686,0.264225,258.000000,27.000000,114.103081,41.055908,29.000000,5.000000,8.230958,41.707883,25.000000,27.000000,0.040323,1.983683,0.655232,1.172758,0.641542,3.404115,4.428333,-0.217468,0.752180,0.503263,8.855478,2.498518,9.503589,2.774056,2296.000000,339.000000,356.000000,1.772517,0.746713,0.000000,0.427401,0.201794,84.660557,56.311708,-54.304083,378.126000,0.694600,2.000000,47.073993,63.279124,248.503789,313.009050,0.101343,0.129182,0.105388,0.183941,0.199512,0.274725,0.203907,0.274725,0.108465,0.145804,0.108233,0.136328,0.106716,0.133578,0.065446,0.119170,0.065446,0.115263,0.015174,0.020152,0.012369,0.013496,0.112821,0.139194,322.080139,366.481272,0.821612,0.872894,0.056838,0.058774,0.083394,0.085592,0.063529,0.064443,0.064591,0.047009,0.047009,0.010984,0.011634,0.076801,27.000000,27.000000,27.000000,0.326887,0.396810,0.002236,0.003536,0.008793,0.012623,0.018935,0.024842,0.039640,0.052028,0.113669,0.999378,0.988151,1.026589,1.014744,1.009441,0.999436,0.966122,0.950629,0.989287,1.020996,1.056614,0.028746,0.059678,0.029610,0.031868,0.035999,0.032562,0.058914,0.093480,0.073746,0.082736,0.084456,0.306553,0.275908,0.337782,0.618116,0.705758,0.448646,0.660199,0.856399,0.235193,0.398284,1.761073,1.904570,29.684462,1.285224,-0.273581,-0.108951,0.655379,0.445309,0.841601,0.780203,6.005522,6.005661,1.518365,1.496764,1.957632,1.622716,0.578922,0.581558,1
489.000000,355.000000,385.000000,1.027832,0.609698,1.000000,0.787440,0.879406,28.070914,22.249964,-27.160116,83.592000,0.956947,1.000000,1.000000,10.535287,111.251529,0.154884,0.286388,0.158974,0.452747,0.109743,0.227508,0.223199,0.075946,0.075946,0.020121,0.088150,0.292002,258.000000,29.000000,127.599917,32.497863,33.000000,5.000000,6.865861,41.055908,27.000000,29.000000,0.037007,1.940476,0.689953,1.224884,0.725232,3.452358,6.168601,-0.223270,0.762104,0.532283,8.111905,2.537775,10.575573,3.147500,2022.000000,334.000000,401.000000,2.253978,0.913735,0.000000,0.370330,0.176166,99.671008,40.497368,-52.880931,379.782000,0.655005,4.000000,56.372406,67.213678,227.294021,287.744091,0.094505,0.132112,1.602655,0.309257,0.511600,0.233700,0.512576,0.233700,0.128411,0.153106,0.112410,0.142307,0.100611,0.137729,0.081074,0.121612,0.080098,0.118437,0.069286,0.018297,0.048921,0.015496,0.112698,0.147985,344.683976,388.777448,2.329304,8.100244,0.058486,0.438615,0.161477,0.175946,0.072606,0.095552,0.084249,0.040659,0.040659,0.031788,0.042698,0.137256,29.000000,29.000000,29.000000,0.233400,0.489094,0.002198,0.004339,0.009214,0.016278,0.021885,0.030613,0.045388,0.060368,0.087221,0.955335,1.106205,0.888945,0.877431,0.846840,0.843949,0.834939,0.847949,0.849769,0.897536,0.938094,0.062757,0.148459,0.069383,0.083997,0.043962,0.022290,0.033863,0.031755,0.017871,0.065636,0.098211,0.792723,0.778351,0.069584,0.129284,0.952348,0.866820,0.229380,0.328609,0.065972,0.119677,0.564069,0.589260,9.162364,0.527470,-0.561135,-0.333541,0.600372,0.472913,0.970901,0.954034,2.363732,2.288034,0.525848,0.525105,2.661584,1.681919,0.626509,0.385667,1
391.000000,360.000000,417.000000,1.004428,0.416626,1.000000,0.809524,0.928012,23.440865,21.309576,-16.358493,72.764000,0.957160,1.000000,1.000000,9.681563,110.820760,0.180586,0.058767,0.168498,0.528694,0.115257,0.283429,0.286081,0.074969,0.074969,0.023147,0.121811,0.380525,258.000000,33.000000,166.643234,32.497863,29.000000,6.000000,9.398496,34.351112,38.000000,33.000000,0.028294,3.045732,0.630598,1.372670,0.966157,3.650843,5.075603,-0.199359,0.744625,0.437177,9.289634,2.613681,13.443551,4.144966,621.000000,377.000000,421.000000,1.869331,0.553725,0.000000,0.419028,0.156711,41.779544,34.789799,55.959018,223.152000,0.572614,1.000000,31.156777,36.200734,72.666668,90.676683,0.099634,0.138217,0.776320,0.073895,0.441758,0.240293,0.441758,0.240293,0.130911,0.152104,0.117016,0.146017,0.109524,0.143590,0.083761,0.121368,0.080586,0.121368,0.051499,0.015134,0.036429,0.012607,0.121368,0.150427,367.829308,414.064412,0.935775,1.098657,0.055311,0.044166,0.081563,0.088156,0.062385,0.064627,0.067277,0.042002,0.042002,0.010058,0.011500,0.073748,33.000000,33.000000,33.000000,0.244984,0.428074,0.001159,0.005021,0.007649,0.018026,0.019101,0.030094,0.042672,0.067920,0.135299,1.000890,1.116950,0.719982,0.779459,0.791632,0.799582,0.847283,0.889916,0.854823,0.878717,0.913270,0.070781,0.159626,0.000000,0.066248,0.062906,0.057016,0.103597,0.113001,0.122306,0.080802,0.082233,0.623751,0.587143,0.270270,0.856180,0.800382,0.139572,0.499485,0.746533,0.237805,0.731706,0.927423,0.993996,9.985205,2.817667,-0.386034,-0.036471,0.623654,0.204379,0.918665,0.865094,2.490090,2.420225,0.840715,0.824017,1.673325,1.030153,0.283600,0.150102,1
522.000000,360.000000,451.000000,1.053775,0.662331,1.000000,0.720000,0.834460,29.984076,22.464415,22.208103,88.662000,0.937163,1.000000,1.000000,12.177534,145.996829,0.191697,0.198912,0.194383,0.688156,0.117092,0.279687,0.273993,0.078144,0.078144,0.026851,0.121422,0.356288,258.000000,38.000000,138.279062,34.351112,33.000000,5.000000,8.495394,34.805639,42.000000,38.000000,0.054387,1.619687,0.651801,1.110148,0.569864,3.141049,3.510527,-0.225873,0.742169,0.546572,6.899329,2.367223,7.683378,2.332247,2470.000000,337.000000,435.000000,1.954298,0.780025,0.000000,0.350504,0.156265,93.861963,58.733934,33.852929,445.680000,0.602880,11.000000,65.292310,80.694508,309.806601,371.148244,0.108669,0.140171,1.184163,0.713264,0.241758,0.259829,0.312821,0.309646,0.129036,0.159475,0.125428,0.150262,0.119902,0.146520,0.070574,0.126252,0.070574,0.124542,0.026210,0.020715,0.025742,0.017319,0.136752,0.155189,348.900810,443.052227,1.031258,1.719658,0.054529,0.062109,0.080519,0.094461,0.059371,0.064604,0.063692,0.044089,0.044089,0.010333,0.014326,0.075236,38.000000,38.000000,38.000000,0.291270,0.444744,0.001783,0.005640,0.010230,0.017355,0.021222,0.032087,0.041871,0.052743,0.081057,1.009027,1.035361,0.880796,0.870647,0.871289,0.912038,0.936026,0.954869,0.948821,0.917434,0.957941,0.131312,0.125410,0.042291,0.037488,0.023854,0.050668,0.084456,0.092614,0.103054,0.099625,0.135707,0.268298,0.214606,0.274636,0.679191,0.830059,0.585415,0.587649,0.868407,0.210952,0.453612,1.850458,2.117456,21.018162,2.085647,-0.436521,-0.184295,0.802666,0.595325,0.876050,0.781073,4.651671,4.636802,1.667143,1.702048,2.957073,2.591594,0.804102,0.790562,1
807.000000,202.000000,328.000000,1.050247,0.673603,1.000000,0.772989,0.873764,37.373832,27.622744,16.151263,107.732000,0.957864,1.000000,1.000000,11.975336,163.955805,0.150855,0.158593,0.136264,0.348962,0.095042,0.203167,0.206593,0.066911,0.066911,0.017143,0.069030,0.259890,258.000000,26.000000,174.338821,44.907334,24.000000,6.000000,4.084321,85.237965,28.000000,26.000000,0.034355,2.020804,0.695117,1.251528,0.798875,3.539477,4.217788,-0.193779,0.729563,0.536131,9.360610,2.541144,11.231957,3.269292,93093.000000,230.000000,213.000000,1.376496,0.811301,-2.000000,0.553733,0.180122,492.023415,287.650691,-82.394775,2548.476000,0.811038,175.000000,309.184867,431.516496,5135.056817,10770.325981,0.034432,0.103297,19.631031,7.301708,0.437851,0.576068,0.452015,0.576068,0.107655,0.150249,0.055161,0.115694,0.037363,0.106960,0.031746,0.094750,0.024908,0.087424,0.056300,0.039727,0.035144,0.021707,0.068620,0.122344,202.577605,201.232875,1.475048,2.464434,0.061831,0.122659,0.093854,0.111276,0.067673,0.074011,0.073202,0.046210,0.046210,0.012994,0.017166,0.087348,26.000000,26.000000,26.000000,0.252564,0.470739,0.000937,0.002960,0.005535,0.009003,0.015418,0.027372,0.037909,0.060859,0.116703,0.903195,1.386392,0.627466,0.627787,0.633812,0.631101,0.676066,0.729709,0.690223,0.713185,0.772653,0.272775,0.201389,0.008833,0.009866,0.010315,0.008787,0.152811,0.331668,0.197912,0.267418,0.277605,0.616078,0.594531,0.056863,0.145421,0.906346,0.747370,0.207554,0.342754,0.054133,0.134507,0.822820,0.924431,20.829484,0.063879,-0.703373,-0.505784,0.768599,0.682757,0.974330,0.951554,2.517831,2.498405,0.781363,0.828433,1.157276,1.005719,0.305201,0.290108,6
305.000000,208.000000,94.000000,1.081165,0.712640,1.000000,0.706019,0.783625,23.771520,16.676440,-62.017329,69.936000,0.921450,1.000000,1.000000,12.946032,155.653971,0.209585,0.345871,0.472283,0.973138,0.161825,0.510341,0.479121,0.060073,0.060073,0.086561,0.312893,0.813309,258.000000,2.000000,38.326863,18.630590,7.000000,4.000000,2.085785,22.063230,6.000000,2.000000,0.041493,8.457265,0.309083,1.850261,3.072485,3.644763,4.133385,-0.147306,0.664577,0.355971,10.252137,2.583036,16.017624,6.274911,167.000000,207.000000,81.000000,3.787913,0.742840,0.000000,0.278333,0.094382,33.377663,22.345298,89.723197,149.114000,0.369469,4.000000,38.380465,35.706472,47.464958,43.903786,0.206532,0.190232,1.922443,2.288746,0.438584,0.468620,0.438584,0.468620,0.307044,0.285652,0.284221,0.262897,0.285836,0.220513,0.131136,0.146276,0.131136,0.146276,0.084880,0.092764,0.085913,0.090892,0.362821,0.362515,207.251497,88.808383,2.938645,6.361233,0.075733,0.318525,0.148352,0.160379,0.087358,0.101613,0.104609,0.041270,0.041270,0.030737,0.033588,0.133013,2.000000,2.000000,2.000000,0.157319,0.535574,0.003848,0.000000,0.016366,0.016937,0.012415,0.035232,0.048243,0.050132,0.123934,1.010474,1.242234,0.642675,0.000000,0.683271,0.707114,0.691076,0.735467,0.732421,0.761087,0.766557,0.279297,0.103347,0.000000,0.000000,0.061919,0.131393,0.075265,0.149708,0.196639,0.174228,0.237293,0.062128,0.085320,0.948276,1.067797,0.912432,0.906391,0.934040,1.011792,0.624554,0.486067,2.983085,2.620294,1.982876,2.781280,-0.513002,-0.503318,0.934797,0.918781,0.748252,0.649153,8.362069,6.728814,2.622995,2.366722,18.093044,11.858661,4.982461,3.203103,6
